index,0
014s,0.10714875350833745
025s,0.070827142149579
032s,0.11309228991249794
039s,0.061581641076440485
043s,0.0709922403830279
054s,0.0473831929998349
068s,0.0871718672610203
075s,0.15568763414231468
077b,0.032359253755984814
081d,0.1020307082714215
090b,
093s,0.13257388145946838
1,0.08221892025755324
101s,0.11441307578008915
104,0.1031863959055638
105,0.17087667161961367
106,
107s,0.1266303450553079
108,0.070827142149579
109,
11,0.03846788839359419
112,0.13158329205877498
115,0.049199273567772824
117s,0.12828132738979692
118,0.04787848770018161
119s,0.08535578669308239
12,0.06141654284299158
120,0.02063727918111276
121,0.05382202410434209
122,0.0709922403830279
124,0.05415222057123989
125,0.0392933795608387
126,0.05035496120191514
128,0.10747894997523527
13,0.0630675251774806
130,0.10021462770348358
132,0.08337460789169555
133,0.015023939243850091
134,0.04210004952947004
135,0.06669968631335645
136,0.05118045236915965
137,0.023939243850090806
138,0.08882284959550933
139,
141,0.0473831929998349
142,
143,
144,0.08238401849100215
145,0.024104342083539707
146,0.05101535413571075
147,0.0865114743272247
148,0.03813769192669639
149,0.08420009905894008
15,0.1182103351494139
150,
151,0.040283968961532114
152,0.04573221066534588
153,0.08915304606240713
155,0.024929833250784218
156,0.05960046227505366
157,0.13125309559187717
158,0.08832755489516263
160,0.05943536404160475
161,0.1258048538880634
162,0.09674756480105663
163d,0.06075614990919597
165,
166,
172,0.1106158164107644
174,0.04639260359914149
176,0.11226679874525343
177,
178s,0.05943536404160475
179s,0.0551428099719333
18,0.14660723130262507
180,0.11986131748390293
181,0.02509493148423312
182,0.06488360574541853
184,0.13042760442463266
185s,0.09394089483242529
186,0.0794122502889219
188d,0.0703318474492323
189d,0.11193660227835563
19,0.08453029552583788
192,0.09080402839689615
195,0.0949314842331187
196,0.10549777117384844
197,0.15469704474162127
198,0.09674756480105663
200,0.06537890044576523
201,0.1487535083374608
202,0.05695889053987122
203,0.04606240713224369
205,0.14495624896813605
207,0.03780749545979858
209,0.13009740795773486
21,0.04342083539706125
211,0.094436189532772
213s,0.05250123823675087
214,0.05349182763744428
217,0.13884761433052667
218,0.09658246656760773
220,0.08188872379065544
222,0.04589730889879478
226,0.13092289912497937
227,0.014363546310054482
228s,0.079247152055473
229,0.1495789995047053
231,0.06570909691266304
233,0.05695889053987122
234,0.10896483407627539
235,0.11358758461284464
237,0.05002476473501734
238,0.052336140003301966
24,0.05101535413571075
240,0.12002641571735183
244,0.09014363546310054
247,0.04853888063397722
250,
251,0.050850255902261846
255,0.06950635628198779
256,0.10946012877662209
257,0.30378074954597983
258,0.05580320290572891
260,0.11738484398216939
262,0.08023774145616643
264,0.09806835066864784
269,0.16410764404820868
27,0.1426448736998514
270,0.08915304606240713
271,0.07247812448406803
272,0.06868086511474328
273,0.07743107148753509
274,0.10450718177315503
275,0.06669968631335645
276,0.022288261515601784
277,0.06438831104507181
278,0.049199273567772824
279,0.029552583787353474
281,0.05134555060260855
