Ind	Sp	Gen	Line	CorollaWidth	CorollaThroat	CorollaLength	OverallCorollaLength	SepalLength	LongestStamenLength	PistilLength	SeedMass	SeedLength	SeedWidth	NectarVolume	SugarConcentration	NectarySize	TotalSugAmt
1276	L	L	LS	19.30333333	5.856666667	19.56666667	23.15333333	11.91666667	13.27333333	12.24	0.027	4.36	4.1	0.513125	228.6692587	0.06348582	119.4323367
1289	L	L	LS	18.20333333	6.163333333	19.45666667	22.53333333	11.40333333	13.61	12.21333333	0.025	4.49	3.84	0.705833333	249.850181	0.059531941	175.8437004
1308	L	L	LS	17.43333333	5.833333333	18.72333333	21.19666667	11.47	12.18666667	10.86	0.029	4.24	4.17	0.317916667	252.5346204	0.03914308	79.29772891
1369	L	L	LS	16.34333333	5.48	17.09	19.87666667	10.67666667	12.28	10.66666667	0.025	4.68	4.12	0.930833333	261.413493	0.072109762	239.1711799
1379	L	L	LS	15.47	5.593333333	16.72333333	18.74333333	11.55	11.42666667	10.18	0.032	4.7	4.25	0.467916667	275.536646	0.058318999	134.690559
157	L	L	LS	15.39666667	5.736666667	16.41333333	19.09333333	9.826666667	12.40666667	10.54	0.029	4.45	4.66	0.337708333	253.8179946	0.044642911	80.35041222
306	L	L	LS	14.99	5.72	16.75	18.80666667	10.34666667	12.92333333	10.74	0.03	4.8	4.04	0.430625	237.6255646	0.060866683	103.8071106
311	L	L	LS	16.44666667	5.82	18.11	19.98333333	12.03	13.12	11.07666667	0.027	4.67	4.12	0.539375	233.8137256	0.046605044	130.6689349
490	L	L	LS	16.20333333	5.766666667	18.16333333	20.36	11.17666667	13.06333333	11.08666667	0.032	4.77	4.15	0.630625	282.1651623	0.057121732	182.2583386
586	L	L	LS	18.20666667	5.73	18.92	21.64333333	12.09	12.93333333	11.67	0.032	4.74	4.12	0.422916667	211.8911381	0.072661693	89.0278028
707	L	L	LS	15.68666667	5.52	17.13	19.50666667	11.03666667	12.29	10.50666667	0.033	4.84	4.3	0.448958333	258.3238837	0.053829444	111.9009976
851	L	L	LS	15.51666667	4.91	17.07333333	19.66333333	9.843333333	12.18333333	10.78666667	0.025	4.48	3.95	0.320416667	205.4991155	0.04554563	64.7907574
882	L	L	LS	15.11	5.296666667	16.76666667	18.6	11.12333333	11.89333333	10.44	0.029	4.65	4.09	0.587083333	272.5134852	0.047845366	144.6709025
891	L	L	LS	14.51666667	5.383333333	15.88	18.06	9.56	11.87666667	9.966666667	0.025	4.36	4.06	0.315208333	199.3196379	0.038539115	62.03490293
921	L	L	LS	17.40666667	5.683333333	18.24333333	21.17666667	10.45666667	12.83333333	11.06	0.029	4.54	4.19	0.6575	221.5728086	0.071500865	152.2783764
983	L	L	LS	16.22	5.366666667	17.65666667	20.41666667	10.72666667	12.65	11.06666667	0.029	4.71	4.05	0.899166667	236.1933465	0.080450094	212.6579051
99	L	L	LS	15.84	5.413333333	16.72333333	18.75333333	10.99	11.53333333	9.993333333	0.031	4.85	4.18	0.641041667	209.2286405	0.069048674	134.8700992
Lp	L	L	LS	17.82	6	17.22666667	19.92666667	10.85333333	12.79	11.43	NA	NA	NA	1.105	252.1183436	0.083643525	284.1828844
