Ind	Sp	Gen	Line	CorollaWidth	CorollaThroat	CorollaLength	OverallCorollaLength	SepalLength	LongestStamenLength	PistilLength	SeedMass	SeedLength	SeedWidth	NectarVolume	SugarConcentration	NectarySize	TotalSugAmt
1100	CL5	F5	364s	21.50166667	6.2	23.20166667	26.94166667	10.455	16.25833333	14.015	0.0315	4.985	4.355	1.6846875	344.8572558	0.085688952	576.5221458
287	CL5	F5	365	19.615	5.503333334	21.39166667	24.62333334	10.87666667	15.09	12.78666667	0.0255	4.1	4.065	1.173125	339.4182391	0.081906987	391.6258039
169	CL5	F5	366	21.37166667	7.35	24.37666667	27.33	11.47166667	15.48333334	12.575	0.032	4.625	4.275	2.691041667	336.5171942	0.140003421	916.5311767
1385	CL5	F5	367s	26.015	7.843333334	27.22	32.48666667	12.89833333	18.65666667	16.04333334	0.025	4.48	4.01	2.209270834	335.6540915	0.168455002	747.8310724
255	CL5	F5	368	20.45666667	6.22	21.89666667	26.02166667	10.98333334	15.60833334	13.05166667	0.028	4.61	4.025	1.735	311.0557217	0.09922673	543.442518
116	CL5	F5	369s	20.99	6.206666667	21.44666667	24.96833333	9.930000002	15.18	13.49833334	0.0275	4.255	4.005	1.212604167	331.8212665	0.090969646	415.9999419
1352	CL5	F5	371	22.055	6.561666667	21.74166667	26.00666667	11.54833333	17.11666667	14.74833333	0.0235	4.28	3.915	2.315729167	361.2856279	0.099036243	833.4554847
810	CL5	F5	372b	21.43333333	6.846666667	21.11	24.93666667	11.02666667	14.14333333	13.02333333	0.028	4.14	3.76	0.651458333	282.0886306	0.102808163	186.0162143
1038	CL5	F5	373	22.74166667	6.816666667	22.37666667	26.93333334	10.73333334	16.835	12.72166667	0.0225	4.33	3.87	2.200104167	314.6042197	0.151041466	689.7667965
165	CL5	F5	375	19.31666667	6.041666667	21.63666667	23.735	10.045	14.78333334	15.03666667	0.024	4.74	4.13	2.050520833	315.6533237	0.104900094	652.5402101
1399	CL5	F5	379	23.03666667	6.598333333	20.30166667	25.28833334	11.51666667	15.36	12.48	0.03	4.645	4.295	1.53875	302.1459687	0.1193518	469.067524
1337	CL5	F5	38	21.27166667	6.77	23.53833334	26.84333333	10.89	17.455	14.87666667	0.031	4.67	4.075	2.4434375	349.81831	0.161209776	867.3179801
1002	CL5	F5	380	21.08	5.821666667	20.93333333	25.23833333	10.93333334	15.23	12.635	0.0245	4.06	3.91	1.133958334	290.9520154	0.080476037	331.3911778
1043	CL5	F5	381	21.49	6.108333334	22.475	26.41166667	10.56666667	15.57333334	12.64166667	0.025	4.17	4.07	1.039270834	309.7412192	0.060134782	318.5796095
1171	CL5	F5	382s	20.36666667	6.013333333	20.55666667	23.53333333	8.996666667	11.19	13.98	0.026	4.26	3.88	0.107708333	257.8043582	0.059405528	27.30914828
1353	CL5	F5	383	19.04833334	6.178333334	21.04666667	24.63	10.925	14.585	11.985	0.021	3.85	3.565	1.102083333	286.1360633	0.065058724	319.8309182
137	CL5	F5	385	19.10666667	5.678333333	19.28833334	23.36333334	9.123333334	14.45333333	12.185	0.0285	4.42	4.165	1.27125	313.2589814	0.103671733	398.5269828
1271	CL5	F5	386s	22.59333334	6.87	23.94666667	27.51333333	12.235	15.77333333	14.715	0.0255	4.4	3.725	1.505520834	328.7858889	0.138843962	503.6191226
899	CL5	F5	387b	20.795	6.595	24.33666667	27.85833333	11.11666667	16.96833334	14.805	0.027	3.9	3.81	1.586666667	314.0385777	0.093875416	503.3143382
1321	CL5	F5	390b	23.75166667	6.616666667	24.825	30.01	11.60333334	17.815	14.465	0.0115	3.185	2.735	2.665	316.8344901	0.134052634	905.8747449
1190	CL5	F5	391	23.215	6.786666667	24.94833334	29.47	10.5	17.67	15.34333334	0.0255	4.48	3.84	1.7225	331.467134	0.132020075	570.6671553
215	CL5	F5	392	20.94	6.136666667	22.01833334	26.19166667	9.868333333	16.85	15.185	0.0265	4.23	3.8	1.118229167	308.2497596	0.084319739	343.8854261
545	CL5	F5	393	21.915	6.363333334	24.52166667	28.49333333	10.79666667	16.97833334	12.74166667	0.0205	3.85	3.75	1.831875	366.3590192	0.115301142	664.0349305
1000	CL5	F5	396	19.21	6.491666667	22.55333333	25.21166667	10.365	15.24666667	13.78166667	0.028	4.705	3.875	1.203020833	266.6423884	0.077830665	332.3640946
671	CL5	F5	399	20.64	6.163333333	19.42666667	23.27666667	11.365	14.71666667	11.95	0.027	4.125	4.105	0.574270833	318.1700464	0.07376175	175.9703557
1200	CL5	F5	40	21.74833333	6.433333334	22.65	26.455	11.815	16.31	12.82	0.0325	4.66	4.105	1.697916667	311.6539196	0.117824758	546.6781335
1196	CL5	F5	400	23.34666667	6.485	23.26833333	27.34	12.36333333	16.56833334	16.275	0.027	4.86	3.815	2.6290625	321.967409	0.143534473	850.5779982
527	CL5	F5	402	23.11833334	6.335	22.73666667	27.03	11.69333333	16.70666667	14.05666667	0.0275	4.55	3.855	3.1146875	370.7784195	0.175239065	1154.184657
1291	CL5	F5	404	23.79333334	7.523333334	23.02166667	27.56833334	12.44833333	17.28166667	15.08833333	0.0225	4.52	3.995	1.9728125	372.9831339	0.188178567	753.5101903
1008	CL5	F5	405	22.90333333	6.46	23.57333333	27.895	12.04666667	16.125	13.635	0.0275	4.625	3.845	0.920416667	302.0708126	0.097071856	292.6424483
1393	CL5	F5	406s	17.60666667	5.715	19.47833334	22.52333334	9.433333333	14.79	11.81666667	0.026	4.03	3.935	0.987760417	332.0965079	0.072622753	326.0778161
1022	CL5	F5	407	21.35166667	6.411666667	23.18	27.37	10.525	15.445	14.88666667	0.0285	4.305	4.535	1.154583334	338.7413913	0.106857703	395.8530328
1066	CL5	F5	409s	23.68833333	6.783333334	23.34333334	28.32166667	10.92333334	16.08833333	15.07166667	0.024	4.065	4.13	1.6575	311.8410273	0.102751956	519.2488523
130	CL5	F5	41	21.52833334	6.386666667	20.82166667	24.95833334	9.648333332	14.63166667	12.70666667	0.024	4.265	3.845	0.7115625	305.6715088	0.05967445	203.8512562
1278	CL5	F5	410	26.00333333	6.69	23.105	29.09	11.56	17.73333334	15.69	0.03	4.51	4	1.160833333	280.9182783	0.103476439	332.0873484
1367	CL5	F5	411	20.83416667	6.959166667	23.55833334	27.435	11.59416667	15.60666667	15.29333334	0.025	4.46	3.7	1.583125	322.5624987	0.111575639	506.9018389
1323	CL5	F5	412	22.29	6.483333334	21.55166667	25.725	11.24	15.6	14.61166667	0.024	4.405	3.82	1.505416667	298.82556	0.11577306	451.8757251
207	CL5	F5	413	20.555	6.411666667	24.95833333	28.29	10.46666667	16.44	14.29166667	0.0315	4.465	4.07	0.979479167	276.3093659	0.062334179	272.3185175
1345	CL5	F5	414	25.59333334	6.816666667	25.09666667	30.12333334	11.19666667	18.54666667	17.18333334	0.028	4.27	4.11	2.825833334	326.8560526	0.130033759	934.4895315
162	CL5	F5	415	22.37833334	6.636666667	22.415	26.21833334	11.23	15.715	14.14	0.0285	4.47	4.16	1.037291667	308.6608933	0.096094316	323.0668458
1168	CL5	F5	417	21.20833334	7.23	21.035	24.77666667	12.385	15.08	12.96166667	0.025	4.64	3.775	1.503333334	335.4023817	0.147601446	511.1539638
1326	CL5	F5	418	23.16166667	7.356666667	23.4	28.19833334	11.13333334	16.79	14.58333334	0.0275	4.205	3.805	2.573229167	341.7240545	0.139213899	913.06633
263	CL5	F5	42	22.01166667	7.375	24.30666667	27.22833334	11.185	16.68666667	14.42166667	0.0335	4.72	4.115	1.989270834	333.2162428	0.118372035	661.4690867
472	CL5	F5	421	23.47833333	6.366666667	23.85	28.06833334	10.24	17.5	13.65833334	0.024	3.88	3.795	2.044270834	296.4365851	0.080462697	613.4442904
1083	CL5	F5	423	19.67	6.023333334	20.27666667	23.41166667	10.43333333	14.8	13.39166667	0.027	4.415	3.87	0.690416667	326.0336011	0.080428314	213.4836471
1051	CL5	F5	424	20.565	6.006666667	22.30333333	25.51	10.23166667	14.79666667	12.54833333	0.02	3.715	3.46	1.448645834	338.1967635	0.088516301	495.4053098
588	CL5	F5	426b	19.55833333	6.135	22.59666667	26.19	10.85333333	15.36166667	12.935	0.0245	4.11	3.745	0.632395833	253.4712629	0.07080382	162.0603858
746	CL5	F5	429	20.04666667	6.076666667	20.625	24.45166667	10.67166667	15.29166667	13.62833333	0.016	3.575	3.355	1.613541667	340.4073531	0.09411414	554.8490582
1348	CL5	F5	431b	22.99333334	6.6	24.165	27.90166667	11.81	16.295	13.75166667	0.032	4.215	4.045	1.8078125	311.5391604	0.102150907	573.9244175
1207	CL5	F5	432	22.81	6.226666667	22.83	27.38666667	11.13	15.51	15.04666667	0.019	4.055	3.48	2.314375	342.3682633	0.105865131	792.5224492
752	CL5	F5	433s	25.56166667	6.56	23.31333334	29.05166667	10.50166667	14.39	13.185	0.027	4.02	3.84	1.0284375	236.9208168	0.130875739	271.9637667
76	CL5	F5	434	20.15833334	6.013333334	22.08666667	25.77666667	9.881666669	15.76333334	12.33833333	0.0245	4.07	3.87	0.7315625	301.1657246	0.088523493	217.1089463
1080	CL5	F5	436	23.94166667	6.39	21.83333334	25.86333334	11.14833334	14.96833334	12.85666667	0.031	4.51	4.065	1.103125	296.2715619	0.108994986	326.1744601
1328	CL5	F5	438	23.74666667	7.208333334	23.22	27.58333334	12.50333334	15.575	14.13333334	0.025	4.67	4.125	2.163333334	297.8556985	0.09889458	698.702984
1297	CL5	F5	439	22.585	6.386666667	21.17666667	25.87833333	11.75	14.55666667	12.055	0.024	4.035	3.835	0.449791667	240.2587159	0.078240329	106.4087993
366	CL5	F5	44	22.07333334	6.495	24.25166667	28.085	11.37833333	17.83166667	14.815	0.0325	4.785	4.265	1.808125	362.3468717	0.121832384	654.4308297
1233	CL5	F5	440s	20.91833334	7.39	21.295	25.65833333	10.74	15.41666667	12.77666667	0.029	4.83	4.18	1.961354167	330.50293	0.118017874	649.6596878
16	CL5	F5	442	23.46666667	6.983333334	23.27166667	27.82166667	11.67333333	17.23166667	16.83833334	0.0245	4.345	3.645	1.708854167	349.3989801	0.172772878	614.6487805
1036	CL5	F5	443w	25.515	7.328333334	24.43666667	29.00666667	12.07166667	17.83	15.46333334	0.0275	4.31	4.055	2.893333334	344.3081439	0.119739767	1002.79781
580	CL5	F5	444	23.32333334	6.69	22.72166667	27.20833334	11.74333334	15.865	13.70166667	0.023	4.295	3.595	2.037291667	306.9652682	0.093690233	650.0143211
1346	CL5	F5	447	20.45	6.305	22.22333334	26.01666667	10.575	16.44833334	13.26833334	0.023	4.205	3.73	1.893645833	288.062866	0.106562471	603.5585281
338	CL5	F5	45	16.595	5.331666667	18.93333334	21.89666667	11.035	13.81333334	11.27	0.034	4.89	4.27	1.264270834	340.9838892	0.065022537	411.0625641
1095	CL5	F5	450	20.81833334	6.66	22.39	25.605	9.738333333	15.22166667	13.57	0.0245	4.26	3.895	1.2365625	276.1095896	0.089369293	348.1694687
211	CL5	F5	451	19.35833334	6.768333334	22.45166667	25.54666667	9.861666667	15.07333334	14.195	0.027	4.135	3.91	1.654791667	309.0608409	0.073195444	523.9576768
1388	CL5	F5	452	19.09166667	6.041666667	21.07166667	24.72166667	10.24	15.145	13.035	0.023	3.79	3.76	1.7565625	353.7638757	0.101268381	624.3519722
144	CL5	F5	453s	20.93666667	6.578333334	20.51666667	23.85166667	9.58	15.31666667	12.74833333	0.025	4.245	4.195	1.2653125	298.6784607	0.062962917	357.1007106
414	CL5	F5	454	20.15333333	5.575	21.755	25.255	11.43833333	15.36833334	12.90833334	0.029	4.545	4.165	1.16	331.1448072	0.111890995	385.7210694
358	CL5	F5	456	20.83666667	6.34	23.05	26.88	11.03	14.945	13.405	0.0325	4.66	4.245	1.158854167	272.0941966	0.076066696	315.265099
1090	CL5	F5	457	19.08166667	6.54	20.80166667	24.29666667	9.061666667	15.17833334	12.79833334	0.0225	4.235	3.95	1.281666667	340.0299697	0.065702487	420.3756925
1217	CL5	F5	458s	21.93666667	6.178333333	22.54166667	26.72333333	11.01666667	16.16166667	13.26166667	0.0295	4.33	4.265	2.018645834	295.5754925	0.093107206	604.4040245
133	CL5	F5	459	24.895	6.786666667	24.79333333	29.88666667	12.50833334	18.50333334	16.745	0.03	4.815	4.535	0.6634375	297.1897429	0.096875444	206.7522821
1032	CL5	F5	46	22.18333333	7.368333333	22.21	25.74833334	10.54666667	15.55333334	14.435	0.033	4.685	4.415	0.840104167	320.3727696	0.114961568	291.9802661
1395	CL5	F5	460s	21.84166667	6.575	23.065	26.775	11.94666667	16.69333333	13.33833334	0.025	4.17	3.575	1.975208334	352.316149	0.127943982	680.781099
1041	CL5	F5	461b	26.28166667	6.791666667	24.15	29.775	11.40333334	18.14666667	13.67333334	0.031	4.44	3.845	2.1215625	359.0043671	0.111709684	760.4701339
1150	CL5	F5	462	20.665	6.461666667	20.42833333	24.46166667	11.08666667	14.70666667	12.59166667	0.022	4.49	4.03	1.458333334	324.8131819	0.120292086	477.2880605
1266	CL5	F5	464	24.045	6.325	24.47166667	29.97	11.74333333	15.64	14.905	0.021	4.3	3.66	1.229479167	279.5792404	0.102300022	345.6093728
1327	CL5	F5	465s	18.76833333	7.361666667	21.75166667	24.90166667	9.641666667	15.19	13.43333333	0.029	4.53	3.975	1.213645833	316.3188944	0.076501291	395.0979896
166	CL5	F5	469	23.075	6.546666667	22.07833334	26.355	10.975	16.11	14.49166667	0.026	4.73	4.08	2.090520834	349.147959	0.14691747	722.3528308
1027	CL5	F5	472	18.13166667	6.206666667	20.545	23.38333334	10.04333333	14.55166667	13.79833333	0.026	4.49	4.085	1.354583334	303.5641195	0.102833726	409.6859596
182	CL5	F5	473s	20.02833334	5.88	23.83333334	27.56333333	11.055	15.90833334	12.76833333	0.023	4	4.05	1.227604167	349.38252	0.096766779	428.8469526
1248	CL5	F5	474s	27.16333334	7.803333334	24.05666667	29.5	13.10833334	16.29333334	15.34	0.0275	4.41	4.035	2.205260417	331.7489717	0.131719552	743.5295077
1047	CL5	F5	475	22.14833334	6.256666667	22.88	26.86	10.43333334	16.12166667	14.25166667	0.024	4.045	3.74	1.755	312.9738082	0.100518774	547.865971
1247	CL5	F5	479s	19.07	5.723333334	20.135	23.865	11.06666667	14.12833334	11.18333333	0.034	4.965	4.42	0.653229167	226.4458829	0.072330488	155.6536396
56	CL5	F5	48	24.87333334	7.041666667	24.295	29.145	10.53	17.63333334	13.56666667	0.03	4.26	4.34	1.081458334	301.623398	0.103805166	332.1783525
916	CL5	F5	480s	25.52	7.163333333	22.56	28.71666667	12.06	17.92	16.11333333	0.018	3.75	3.64	2.291666667	387.0624693	0.110631611	886.8465095
164	CL5	F5	482	23.66166667	6.916666667	21.435	26.18166667	10.77833333	14.55	12.16666667	0.03	4.43	4.05	0.875104167	201.8042206	0.111748821	176.8672385
1018	CL5	F5	483	21.39666667	6.473333334	21.73166667	25.18	11.08333334	15.115	14.18833334	0.0225	4.07	4.055	0.927083334	295.0200168	0.090716212	271.7915168
112	CL5	F5	49	27.04666667	7.713333333	27.38333333	31.78666667	11.52666667	18.74	15.05666667	0.04	5.1	4.33	2.040416667	375.9955991	0.12140664	786.3542169
1394	CL5	F5	490b	25.175	6.915	23.335	28.87833334	11.70333334	17.24166667	13.69333334	0.0225	4.07	3.915	1.981770834	345.3530752	0.1368218	666.6579518
1162	CL5	F5	491b	22.73666667	6.393333333	21.13166667	25.72166667	10.99	15.97166667	14	0.0265	4.34	4.035	1.196458334	316.670866	0.072276791	386.4751558
202	CL5	F5	492b	19.95333334	5.96	21.565	25.285	10.94333333	14.83333334	13.11166667	0.0255	4.39	4.1	1.128333334	292.9374347	0.09699322	327.958751
227	CL5	F5	493s	21.10333334	6.083333333	22.175	26.39	10.63666667	15.74	15.10166667	0.0285	4.08	4.215	0.971145834	329.6464041	0.077636945	320.9408063
1141	CL5	F5	495s	20.11666667	6.716666667	23.09666667	26.41166667	10.73166667	16.095	13.56333334	0.029	4.55	4.305	1.920625	307.8344039	0.114793464	600.1459355
270	CL5	F5	496s	19.73833334	5.748333333	20.92666667	23.665	10.47666667	14.73666667	13.75	0.02	3.855	3.785	0.823854167	261.1654885	0.044765208	223.7353564
199	CL5	F5	50	25.59	6.823333334	24.50666667	29.655	11.80166667	18.16166667	16.14666667	0.0365	5.54	4.535	1.512395834	323.9655242	0.107691163	500.793846
1126	CL5	F5	500	20.69833334	6.255	22.74833334	26.04333333	10.20666667	15.85666667	14.34333334	0.029	4.425	4.3	2.2759375	331.8536579	0.10495838	762.650489
1275	CL5	F5	501	23.58833334	6.976666667	24.51	29.36166667	10.76833333	16.285	13.95166667	0.024	4.11	3.975	2.796770833	371.2407187	0.17308531	1046.56199
252	CL5	F5	502	20.16833334	6.068333334	21.16	24.91166667	10.875	14.16833334	12.71666667	0.023	4.245	3.8	1.485208334	318.3139733	0.09174838	486.4147571
1040	CL5	F5	503	23.27333333	6.88	23.12333334	27.18833334	12.34333333	15.76333333	15.41	0.0265	4.91	4.135	1.419270833	336.4964641	0.140356507	485.2928922
1157	CL5	F5	505s	21.42833334	6.41	22.79166667	26.74833334	10.685	15.19666667	14.93	0.022	3.955	3.72	0.9034375	292.8583086	0.079412032	266.8066028
21	CL5	F5	506	24.655	6.611666667	23.38666667	28.06	11.89166667	18.29166667	18.12666667	0.0325	5.065	4.295	1.131041667	273.6356602	0.089433555	332.9469285
557	CL5	F5	507	24.62666667	7.376666667	24.475	29.51166667	10.87166667	17.56166667	14.37666667	0.0265	4.22	3.84	1.549791667	262.3585907	0.128162151	417.9455193
1330	CL5	F5	508	24.08666667	6.933333333	22.605	27.13	11.69166667	17.84833334	17.04333333	0.0315	4.755	4.335	3.243958334	315.5934694	0.181525472	1046.866896
1405	CL5	F5	52	24.15166667	6.633333334	23.98666667	27.01833334	11.195	15.88166667	13.14666667	0.0215	3.915	3.605	1.121770833	355.8616288	0.091317775	406.176243
1021	CL5	F5	53	22.41666667	6.665	22.87333334	26.465	10.55833334	16.48333333	13.395	0.025	4.185	4.055	2.0803125	346.9035256	0.131949858	727.5112924
592	CL5	F5	55	23.87166667	6.576666667	25.26	29.64333334	12.28166667	16.955	15.63166667	0.0275	4.42	4.03	1.8640625	335.7770604	0.105713446	618.7963034
646	CL5	F5	56	21.51333334	6.525	21.225	25.63666667	11.86166667	15.74166667	12.94333333	0.0275	4.41	3.98	1.1515625	314.734605	0.098293967	370.0490529
1004	CL5	F5	58	24.57	7.161666667	22.25	27.25166667	12.96166667	15.44666667	14.39833334	0.0305	4.47	4.025	1.16875	319.3948649	0.128743557	371.9316806
355	CL5	F5	59	22.575	6.391666667	22.505	26.43	12.12333334	15.18833334	13.555	0.0245	4.685	3.895	1.882604167	333.202719	0.08319926	634.3683548
1111	CL5	F5	62	20.90666667	6.411666667	21.17833333	24.84333333	11.45833334	15.63	14.19	0.0295	4.805	4.15	2.287604167	326.7915387	0.114307113	742.0425577
1322	CL5	F5	63	20.34833334	6.021666667	20.95333333	24.62833334	11.06166667	14.65	13.00166667	0.0285	4.46	3.88	1.210833333	297.7259246	0.069850479	377.1431844
457	CL5	F5	64	23.18333333	6.36	21.38166667	25.59333334	11.45666667	15.55666667	15.90666667	0.03	4.555	4.16	1.57875	341.8877635	0.16025435	546.3829361
1243	CL5	F5	69	21.88333333	6.83	22.61833334	26.20166667	11.74166667	16.64833333	14.52166667	0.035	4.995	4.145	1.973645833	315.7427192	0.10280655	635.2227439
660	CL5	F5	7	20.74333334	5.745	21.76166667	25.29	10.83666667	15.49666667	14.25666667	0.0285	4.425	3.935	1.028020834	296.9313107	0.050119268	306.0093905
1069	CL5	F5	70	22.84	6.493333334	22.8	26.955	10.67833333	15.92833334	14.79333334	0.024	4.09	3.635	1.740104167	386.4803128	0.12118032	672.1962489
233	CL5	F5	71	23.85666667	6.548333334	22.68666667	27.72666667	11.71166667	16.52166667	14.67	0.0285	4.535	4.03	1.238125	295.7684492	0.125083182	389.6443801
1112	CL5	F5	72	19.28166667	5.645	20.45333333	23.94333333	10.51833333	15.44166667	12.77	0.0305	4.585	4.045	1.364479167	318.0200985	0.078788742	443.3666027
362	CL5	F5	74	23.13	6.89	22.98833334	27.01666667	11.03333333	16.74	14.15833334	0.037	5.025	4.36	2.209895834	366.2465516	0.182878866	810.0749974
1282	CL5	F5	76	23.905	6.381666667	23.175	27.95166667	11.17	16.825	13.605	0.0325	4.925	4.11	1.495520834	330.8272232	0.121847381	491.2974115
590	CL5	F5	8	20.61166667	6.666666667	24.07166667	27.51833334	10.375	15.92166667	13.19	0.0345	4.835	4.11	1.437604167	306.2838944	0.070810068	445.1152895
1286	CL5	F5	80	22.19	6.751666667	21.09666667	25.175	10.89166667	15.55166667	12.77	0.028	4.2	4.355	0.363958334	261.9413603	0.063196575	98.29865302
1050	CL5	F5	83	20.29	6.185	23.745	26.91666667	11.18333334	16.09	13.33166667	0.029	4.485	3.97	1.033958334	303.3153572	0.065241305	312.658663
1063	CL5	F5	84	23.1	6.783333334	24.81166667	28.705	12.34333333	16.73666667	15.23833334	0.0285	4.17	3.84	1.899895833	338.3952217	0.116035939	612.4260395
1113	CL5	F5	86	24.685	6.891666667	23.1	27.95666667	10.58166667	17.08333334	15.85	0.0315	4.535	3.92	2.533958334	303.6385727	0.104452412	777.5258042
1358	CL5	F5	88	18.72	5.551666667	21.67166667	24.625	10.57833334	15.53	12.745	0.032	4.565	3.82	1.283229167	308.3124531	0.090587224	388.7519686
1012	CL5	F5	9	19.76	6.048333333	22.00166667	25.06666667	10.94166667	14.52	13.385	0.019	3.41	3.415	1.298541667	342.4308237	0.079416811	442.5358936
1222	CL5	F5	91	24.75333334	7.118333333	24.215	29.225	11.98166667	17.71166667	16.975	0.0285	4.635	4.125	1.539479167	296.1053328	0.080227303	500.6242075
1056	CL5	F5	92	21.82166667	7.083333334	22.82666667	26.09666667	12.455	16.275	14.375	0.036	4.69	4.01	1.976875	349.4350682	0.111264942	703.289463
1213	CL5	F5	94	21.56833333	6.293333334	22.04833334	26.59333334	12.17166667	14.91166667	12.49166667	0.0345	4.525	4.15	0.929375	289.4167354	0.075386303	276.8070987
1147	CL5	F5	95	23.95916667	6.63	23.87	28.00583334	11.88416667	15.5825	16.58916667	0.0285	4.72	4.275	2.95921875	337.1357017	0.136971959	1002.9445
60	CL5	F5	99	21.48833334	6.775	23.655	27.14	10.14166667	16.20333334	14.16	0.026	4.12	3.965	1.7665625	341.4031507	0.102621307	610.7485761
1048	C	C	CS	28.44666667	7.336666667	25.75333333	31.68666667	10.79333333	18.94333333	15.64	0.029	4.42	4.07	3.617083333	381.4611767	0.205744018	1388.348338
1053	C	C	CS	26.39666667	7.536666667	24.91	29.84333333	10.75	18.53333333	15.50666667	0.021	4.09	3.77	3.643541667	381.2230963	0.198986615	1397.026239
107	C	C	CS	29.09666667	7.093333333	25.74	32.00666667	11.30666667	19.21333333	15.79666667	0.027	4.39	3.94	3.506875	368.9198638	0.201269537	1290.201903
1072	C	C	CS	27.71666667	8.093333333	27.68333333	32.80333333	11.38	19.76666667	15.13333333	0.021	4.02	3.51	2.636666667	390.6507394	0.157564466	1011.408837
1075	C	C	CS	29.12	7.873333333	26.04	32.16333333	11.25333333	19.28333333	16.25	0.026	4.19	4.1	3.798125	389.4553617	0.231099885	1482.770982
1084	C	C	CS	28.24666667	7.31	27.20333333	32.96	11.76666667	19.89	17.85333333	0.023	4.12	3.82	3.347916667	410.0990754	0.200575417	1394.948322
1189	C	C	CS	28.12	7.74	26.09666667	32.00666667	11.73	19.54	16.13	0.03	4.42	3.8	1.664583333	374.6995396	0.145037183	633.041112
1211	C	C	CS	28.88	7.633333333	26.33333333	32.14333333	11.87	19.58	16.43666667	0.027	4.53	3.94	2.661666667	362.4196116	0.20388815	980.6655246
1273	C	C	CS	30.82666667	7.616666667	27.3	34.53	10.97666667	20.26666667	16.21	0.018	3.9	3.57	2.93125	374.4193566	0.181597264	1156.878973
1313	C	C	CS	25.76333333	6.883333333	24.79	30.63666667	10.84666667	18.69	14.43666667	0.022	4.15	3.67	4.132708333	384.5510475	0.168535193	1585.522025
1318	C	C	CS	27.96666667	8.063333333	26.98	33.01333333	12.39	20.05	16.62333333	0.02	4.09	3.62	3.860208333	395.7660855	0.219524357	1525.399863
1331	C	C	CS	27.39666667	7.346666667	25.49	31.65333333	11.46666667	18.92333333	15.35	0.026	4.37	3.96	3.40625	396.2280307	0.179031103	1350.380698
1382	C	C	CS	28.76333333	7.06	27.43666667	32.73	11.93333333	19.50666667	16.76	0.028	4.43	3.86	3.285833333	381.1697947	0.152768355	1254.083064
241	C	C	CS	25.31333333	7.006666667	26.66333333	31.19	11.34333333	18.88333333	16.16333333	0.028	4.41	3.83	3.065416667	386.8553908	0.145912714	1186.066518
391	C	C	CS	27.50666667	7.013333333	25.60333333	31.91	11.46333333	19.59	16.53	0.02	3.87	3.89	2.631666667	347.0419716	0.125548711	1000.110725
443	C	C	CS	25.94666667	7.273333333	26.11333333	31.01666667	11.20333333	18.73	14.75666667	0.022	4.04	3.73	2.727291667	398.7942244	0.16562979	1094.405308
492	C	C	CS	27.39333333	7.92	27.15	32.5	11.63666667	19.73333333	16.62333333	0.022	4.04	3.66	3.928958333	361.4573809	0.189643505	1437.258672
517	C	C	CS	29.28	7.603333333	27.54	33.95666667	11.99666667	19.89333333	16.73	0.026	4.29	4.39	2.571875	375.4763942	0.186236939	965.8646123
52	C	C	CS	27.5	6.833333333	25.25	31.18	10.91666667	19.35	16.01666667	0.026	4.29	3.78	2.579583333	381.5808514	0.103679124	985.0133576
570	C	C	CS	28.10666667	7.7	27.85666667	33.81	12.01	19.77666667	17.27666667	0.025	4.05	3.93	3.52375	396.9444034	0.181363924	1408.926318
577	C	C	CS	27.19666667	7.593333333	27.30333333	32.23	12.17	19.06666667	15.93	0.021	4.14	3.73	4.02625	382.3749242	0.249865707	1541.510584
620	C	C	CS	27.47666667	6.786666667	26.79	31.26333333	11.24666667	18.42	14.55333333	0.024	4.18	3.78	2.954583333	387.3363717	0.166475678	1156.439789
730	C	C	CS	28.74666667	7.6	27.62666667	33.02333333	12.18333333	19.34333333	15.58666667	0.021	3.96	3.78	2.463541667	377.0784785	0.175033811	936.3041988
819	C	C	CS	30.22333333	7.353333333	28.50666667	34.72333333	12.23333333	19.85666667	16.63	0.027	4.27	3.94	3.52125	394.5695275	0.243643788	1388.649548
Cp	C	C	CS	31.09666667	7.883333333	27	33.95333333	11.61333333	20.62	15.71	NA	NA	NA	4.499166667	390.5468189	0.267856003	1795.700682
1	L	L	LS	15.71	5.153333333	16.71	19.05333333	10.06	12.15666667	10.43333333	0.03	4.54	4.16	0.207708333	285.5382355	0.041605425	48.44951289
109	L	L	LS	15.07	5.296666667	17.19666667	19.10666667	10.75666667	11.99666667	9.49	0.031	4.71	4.2	0.349375	308.1653037	0.048442618	95.93024223
1099	L	L	LS	15.8	4.993333333	15.58333333	18.36333333	10.09	11.37333333	9.536666667	0.031	4.83	4.41	0.225833333	257.7256762	0.064613825	56.15244084
11	L	L	LS	15.11	5.05	16.20333333	18.86333333	10.22333333	12.21666667	9.79	0.035	4.98	4.33	0.607083333	217.851827	0.058788961	132.6211891
1167	L	L	LS	15.87666667	5.636666667	17.72666667	19.77	11.17666667	12.48666667	11.16333333	0.029	4.6	4.14	0.286875	325.8195056	0.074328051	86.63437393
1169	L	L	LS	16.32	5.733333333	18.23	20.54333333	11.73666667	12.81	11.37333333	0.025	4.4	3.94	0.635208333	270.6884952	0.056642139	165.8408071
1214	L	L	LS	19.45666667	6.113333333	19.16	22.31666667	11.05333333	13.00666667	11.30666667	0.031	4.62	4.12	0.597708333	242.1893976	0.053456028	158.0737816
1260	L	L	LS	17.56666667	6.043333333	18.26	22.21	10.60333333	12.83333333	9.83	0.03	4.51	4.21	0.250208333	191.2615072	0.045889316	47.13701022
