Ind	Sp	Gen	Line	CorollaWidth	CorollaThroat	CorollaLength	OverallCorollaLength	SepalLength	LongestStamenLength	PistilLength	SeedMass	SeedLength	SeedWidth	NectarVolume	SugarConcentration	NectarySize
1174	CL5	F5	153	22.34	6.756666667	22.80666667	27.06666667	10.73666667	16.53333333	14.27666667	0.033	4.6	4.46	1.974375	323.1501094	0.103280183
1284	CL5	F5	153	23.69666667	6.283333333	22.51	26.92666667	10.87	16.03666667	13.87333333	0.034	4.37	4.34	2.031041667	316.7466551	0.116136793
126	CL5	F5	155	24.97333333	6.98	21.15333333	27.12333333	11.99	16.97333333	13.04666667	0.031	4.44	3.96	1.64875	352.2392376	0.132437246
424	CL5	F5	155	22.63	6.283333333	20.24	25.15333333	10.62	16.00333333	12.49666667	0.03	4.37	3.76	1.632916667	326.9562911	0.121336568
578	CL5	F5	156	19.31	5.826666667	19.35333333	23.27333333	10.43666667	13.40666667	9.793333333	0.03	4.34	4	0.830208333	258.5009972	0.067934335
609	CL5	F5	156	20.55	6.113333333	20.45	24.26666667	10.62	15.77333333	12.26333333	0.031	4.25	3.67	1.052916667	366.8038888	0.097830217
1045	CL5	F5	157	21.90333333	6.216666667	23.03	26.35333333	11.70666667	16.83666667	14.86	0.035	4.64	4.05	0.946458333	377.8062116	0.120046792
361	CL5	F5	157	17.78333333	5.776666667	18.19	21.51333333	10.85	13.97	12.61666667	0.032	4.65	3.99	0.551666667	364.337148	0.076001012
333	CL5	F5	158	21.11333333	6.016666667	20.91	25.50666667	10.59	15.96	14.55333333	0.03	3.85	3.77	1.001041667	266.448196	0.064730213
558	CL5	F5	158	19.47333333	6.08	21.72	25.09	9.92	15.00666667	14.26666667	0.033	3.96	3.74	1.417708333	306.0933766	0.098346394
480	CL5	F5	160	17.99333333	5.76	21.23666667	24.87333333	11.44	13.42333333	14.30333333	0.03	3.08	4.19	0.819583333	286.5933212	0.063895215
901	CL5	F5	160	19.55	6.5	23.24	27.25333333	10.80333333	16.22666667	14.47333333	0.025	3.97	3.63	1.820833333	274.0781122	0.106687549
1118	CL5	F5	161	20.92666667	7.026666667	21.24	25.81	10.57666667	15.94666667	14.34666667	0.033	4.69	3.89	2.600625	316.516496	0.16457376
1316	CL5	F5	161	22.57333333	6.643333333	22.39333333	26.69	12.65666667	15.52666667	14.32666667	0.037	4.68	4.05	2.849375	315.3394394	0.124794488
1128	CL5	F5	162	20.77	6.613333333	21.14333333	24.1	11.95	15.01	12.87666667	0.03	4.05	3.94	2.26	346.4968693	0.103659877
793	CL5	F5	162	21.79333333	6.333333333	22.23	25.61666667	12.79666667	15.50333333	13.79333333	0.03	4.7	4.12	0.423541667	310.1522158	0.109348002
1203	CL5	F5	165	18.75333333	5.82	21.05333333	24.25	11.41333333	14.63	11.37666667	0.027	3.97	3.53	0.820416667	282.1125223	0.075074893
1338	CL5	F5	166	24.01666667	6.72	27.92	31.42666667	12.49666667	17.95	16.79	0.028	4.36	4.03	1.919375	308.2406037	0.1017431
1380	CL5	F5	166	23.75333333	7.03	27.75666667	31.87	12.15	19.24	17.32666667	0.032	4.34	4.01	2.659166667	329.9930518	0.116287858
1025	CL5	F5	172	21.26	6.79	22.11666667	25.54333333	11.27	14.95	12.45	0.027	4.16	3.75	1.45125	323.7461276	0.100832105
715	CL5	F5	172	20.77	7.386666667	23.54666667	26.70666667	10.28333333	15.23666667	12.64333333	0.037	4.41	4.14	1.216666667	294.4920201	0.088701413
1372	CL5	F5	174	19.59333333	6.373333333	22.25	25.16333333	10.69666667	15.17	12.16333333	0.03	4.29	3.78	1.2175	251.3803945	0.083584358
849	CL5	F5	174	16.22	6.08	18.57666667	21.53	9.326666667	12.29	9.463333333	0.021	4.05	3.51	0.423958333	240.6188293	0.054427015
1183	CL5	F5	176	21.73333333	6.95	23.97	27.10666667	11.38666667	17.08	13.91666667	0.032	4.68	4.04	1.828333333	369.6656677	0.121636675
1407	CL5	F5	176	22.63	7.15	23.43	27.17	11.42666667	16.89333333	14.85666667	0.033	4.81	4.25	2.270833333	399.1006113	0.26089272
197	CL5	F5	177	25.58	7.226666667	23.26333333	28.36333333	10.83	18.15666667	16.04	0.031	3.7	3.95	1.809375	300.7469288	0.122169985
923	CL5	F5	177	22.58333333	6.613333333	22.38666667	27.45666667	9.686666667	17.12	14.41	0.034	4.58	3.92	2.132083333	270.4554845	0.087739131
1119	CL5	F5	180	20.34666667	6.233333333	23.59	26.89333333	10.18666667	17.44	16.9	0.035	4.95	4.12	2.103958333	273.8292342	0.091990292
35	CL5	F5	180	22.10333333	6.353333333	22.58666667	26.37	10.99	16.95333333	15.87	0.034	4.66	4.32	1.51625	270.9001385	0.09485114
738	CL5	F5	181	20.66333333	5.286666667	23.94333333	26.55666667	11.55666667	16.15666667	15.33333333	0.027	4.82	3.92	1.630833333	338.9387501	0.083462674
877	CL5	F5	181	19.44333333	5.413333333	22.84333333	24.71	10.74333333	15.63333333	14.78333333	0.03	4.7	4	1.6025	334.7078717	0.082833584
1035	CL5	F5	182	23.59666667	6.6	21.35	25.77333333	11.75	15.34	12.11333333	0.033	4.78	4.12	1.738125	327.454759	0.161059601
461	CL5	F5	182	22.95666667	6.72	21.70333333	25.69666667	12.42666667	15.36	12.30333333	0.027	4.61	3.94	2.52	374.7342029	0.269331647
149	CL5	F5	184	17.88	5.86	22.25666667	25.02333333	10.27333333	13.91333333	11.95333333	0.035	4.69	4.18	1.128541667	283.9672868	0.101750399
421	CL5	F5	184	19.57333333	5.91	20.67333333	24.82333333	10.69	14.16	11.71	0.031	4.22	4.03	0.946458333	291.6332422	0.109054058
161	CL5	F5	186	23.88666667	6.863333333	25.64333333	30.9	11.11	17.47666667	16.58	0.032	4.74	4.3	2.387916667	327.5762009	0.153113112
893	CL5	F5	186	24.29333333	6.78	23.60333333	29.09	11.56333333	17.25333333	15.63666667	0.029	4.47	4.35	1.91625	329.927446	0.114404989
134	CL5	F5	192	21.77666667	6.79	23.61333333	27.64	11.44	15.88	13.59333333	0.034	4.87	4.48	1.419583333	335.4000849	0.120993269
349	CL5	F5	192	20.52666667	6.796666667	23.74666667	27.05333333	11.13666667	15.68333333	13.24	0.039	5.13	4.73	1.757083333	340.4313711	0.134002473
1120	CL5	F5	195	22.45666667	5.923333333	21.53333333	25.34333333	10.34666667	17.13	12.49333333	0.029	4.4	4.38	1.500208333	305.5561744	0.088798292
1287	CL5	F5	195	22.88333333	6.24	22.19666667	26.27666667	10.59	16.93333333	13.02666667	0.025	4.06	4.28	1.692291667	340.3618504	0.076131585
14	CL5	F5	196	23.60666667	6.673333333	24.30333333	28.77666667	11.25666667	17.48666667	14.93666667	0.035	5.4	4.32	2.340416667	323.5458325	0.081779768
594	CL5	F5	196	26.61	7.383333333	26.01666667	31.95666667	12.33333333	18.42333333	15.38333333	0.035	5.39	4.25	1.455625	276.8980793	0.095565739
67	CL5	F5	197	22.75	6.38	22.60666667	26.96	10.61	15.88	15.87666667	0.025	4.53	3.93	1.990833333	333.4194001	0.109558517
976	CL5	F5	197	26.53333333	7.133333333	23.09333333	29.41666667	11.40666667	16.74	16.73	0.022	4.22	3.5	2.25375	281.4141245	0.156270083
1239	CL5	F5	198	21.73333333	6.45	22.86333333	26.13	10.65	15.62666667	15.60666667	0.039	5.09	4.58	1.527916667	340.5727693	0.10674698
777	CL5	F5	198	19.29666667	6.15	20.84	24.13333333	9.79	15.35333333	13.33	0.026	4.65	4.13	0.878333333	342.4885955	0.080781005
183	CL5	F5	200	19.36	5.786666667	21.32	24.76	9.87	14.70666667	10.84	0.023	4.53	3.85	0.368333333	336.9413003	0.072339537
356	CL5	F5	200	20.87333333	6.073333333	20.69333333	24.58666667	10.68666667	14.78666667	12.90666667	0.022	4.38	3.89	0.593541667	330.3104801	0.096259764
167	CL5	F5	201	19.21	6.343333333	22.19	24.98	11.19333333	14.13	11.67333333	0.029	4.44	4.21	0.875	303.2071303	0.081949933
839	CL5	F5	201	19.91666667	6.02	22.70333333	25.89666667	12.18333333	14.83666667	12.63333333	0.028	4.55	3.82	0.805208333	281.2463795	0.081310176
1294	CL5	F5	202	22.43666667	6.086666667	19.85666667	24.41666667	11.96333333	13.21666667	12.45333333	0.022	4.19	3.67	1.881458333	327.081995	0.079263368
1378	CL5	F5	202	19.37	6.273333333	20.30666667	23.67	9.946666667	14.13	13.23	0.033	4.49	4.12	0.871041667	278.3440418	0.068342232
1105	CL5	F5	203	20.38666667	6.9	23.46333333	26.72666667	9.41	15.85666667	13.62666667	0.026	4.6	4.09	1.827916667	362.1000077	0.093771351
1339	CL5	F5	203	21.99	7.243333333	23.83333333	27.46	10.87	15.96666667	14.25333333	0.032	4.65	4.08	3.834791667	347.9315596	0.119511319
1204	CL5	F5	205	18.82	5.67	18.84333333	22.44333333	11.04666667	13.64	12.02	0.026	4.11	4.12	1.609791667	299.0515022	0.069045108
679	CL5	F5	205	21.73333333	6.276666667	20.23	24.97333333	10.98333333	14.12	12.64	0.029	4.24	4.53	0.948333333	283.763456	0.064437353
1017	CL5	F5	207	25.40666667	6.51	24.82666667	29.96	12.39	17.35	14.04333333	0.036	5.31	4.22	1.100416667	270.7924502	0.073983084
1024	CL5	F5	207	25.64333333	6.663333333	23.48666667	28.67333333	11.93	18.08333333	15.59666667	0.033	5.15	4.23	1.895625	308.7957663	0.100252771
323	CL5	F5	209	23.26666667	6.493333333	25.09333333	28.20666667	12.18333333	16.94333333	15.73	0.031	4.27	4.06	2.465416667	333.6365813	0.158425231
493	CL5	F5	209	23.6	6.903333333	23.31333333	27.44	11.85333333	16.24333333	15.61	0.035	4.66	4.24	2.043125	337.6612094	0.136806138
567	CL5	F5	211	19.31	5.883333333	21.00333333	24.63333333	10.18333333	15.28333333	12.62333333	0.032	4.93	4.19	1.5075	289.3080363	0.07472129
861	CL5	F5	211	18.68333333	5.51	20.41333333	23.23	10.85	14.65666667	12.57	0.022	4.47	3.89	1.0375	275.900502	0.057491348
1010	CL5	F5	214	20.65333333	6.703333333	20.02666667	23.79666667	9.873333333	15.28333333	13.01333333	0.026	4.59	4.12	1.533541667	288.3513788	0.087313071
664	CL5	F5	214	19.03	6.156666667	18.19	22.31333333	9.14	14.66666667	12.37333333	0.032	4.57	4.2	1.201041667	276.6426564	0.07348777
308	CL5	F5	217	19.92333333	5.443333333	21.81333333	25.97333333	11.01	15.35	14.21	0.025	4.14	3.95	2.254375	331.0116604	0.103576497
735	CL5	F5	217	19.66	5.743333333	22.04666667	24.96	10.40333333	14.67666667	13.84	0.031	4.4	4.3	1.945	342.6481394	0.119952913
1303	CL5	F5	218	22.19333333	6.726666667	22.90666667	26.53666667	10.29333333	16.21666667	13.01333333	0.029	4.36	4.32	2.394791667	328.7383239	0.078711908
451	CL5	F5	218	22.84	6.283333333	26.42333333	31.04333333	11.61	18.39666667	15.46666667	0.033	4.65	4.25	2.019583333	266.7461913	0.081292847
863	CL5	F5	220	26.33333333	7.68	27.71333333	30.77666667	14.08666667	16.22	17.56333333	0.038	4.82	4.02	2.644583333	322.8136983	0.206019829
89	CL5	F5	220	23.72	7.16	23.94	27.71333333	12.28	15.4	16.17333333	0.035	4.78	4.1	2.035625	339.9253571	0.168234198
1231	CL5	F5	222	22.01	6.906666667	22.04666667	25.49	11.61333333	15.54333333	14.35333333	0.029	4.66	3.72	1.567708333	301.7865245	0.134101715
1386	CL5	F5	222	23.71333333	6.96	22.88666667	27.14666667	11.81333333	17.3	15.58333333	0.029	4.28	3.64	1.712083333	346.3561091	0.158429457
1181	CL5	F5	226	23.99333333	6.43	25.05333333	28.61	12.03333333	18.06666667	14.12666667	0.028	4.37	4.19	3.050833333	353.8824039	0.182763681
690	CL5	F5	226	23.72	7.13	22.70333333	27.93	11.97	16.32	12.95	0.033	4.56	4.34	2.05125	381.1477356	0.146718028
759	CL5	F5	227	23.41333333	6.236666667	21.54666667	26.62333333	11.26666667	15.81333333	14.18	0.03	4.33	3.99	1.644375	279.9105494	0.109892577
978	CL5	F5	227	20.52	5.563333333	20.31	24.31333333	10.79666667	15.28333333	13.49	0.033	4.42	4.34	1.674583333	287.0094525	0.111801449
1086	CL5	F5	229	19.60333333	6.783333333	23.12333333	25.99	10.91	12.85333333	12.70666667	0.042	5.02	4.53	0.477916667	208.3275997	0.076130785
724	CL5	F5	229	19.05	6.12	21.58666667	24.94	13.04333333	14.00333333	12.25	0.037	4.95	4.63	1.1975	312.6269084	0.120875159
782	CL5	F5	231	20.70333333	6.4	22.49333333	27.13666667	10.18666667	16.44	15.22	0.026	4.45	3.87	1.653333333	253.3622069	0.065908543
820	CL5	F5	231	23.57333333	7.276666667	24.29333333	28.67666667	11.92666667	17.52333333	15.89333333	0.024	4.33	3.87	1.398541667	306.9538522	0.080845308
1058	CL5	F5	233	21.43333333	5.7	19.78666667	24.09666667	10.76	14.01	10.14	0.021	4.29	3.79	1.240416667	230.0890527	0.087805157
1305	CL5	F5	233	19.17333333	6.056666667	19.49	23.35666667	12.15	13.69333333	10.48666667	0.024	4.5	4.04	1.145416667	242.0486636	0.064765899
1341	CL5	F5	234	20.65333333	6.22	21.86333333	25.83	11.07	15.97666667	11.85666667	0.027	4.46	4.18	1.685	309.8296763	0.071645034
808	CL5	F5	234	18.17	6.306666667	18.64333333	22.32	10.50666667	14.13	11.1	0.031	4.59	4.26	1.545208333	291.7994665	0.063759513
1192	CL5	F5	235	20.27333333	6.48	22.48333333	26.07666667	11.01	16.43333333	14.4	0.032	4.54	4.28	2.189166667	330.2794049	0.138691545
1381	CL5	F5	235	22.02	6.813333333	23.14666667	27.47666667	10.44666667	16.64	14.17333333	0.031	5.16	4.03	1.145	361.9421177	0.14991495
894	CL5	F5	237	22.27333333	6.45	22.15666667	26.12	11.45	17.04666667	15.13666667	0.031	4.99	4.15	1.01625	333.0638983	0.110930979
957	CL5	F5	237	23.26333333	6.82	22.91666667	27.62	11.13666667	18.13666667	15.40333333	0.026	4.86	3.85	0.456041667	249.6261273	0.097741779
1106	CL5	F5	238	24.56666667	6.23	23.42	28.34	11.63333333	18.87	15.00666667	0.032	3.81	4.27	1.73875	305.4790229	0.083339277
693	CL5	F5	238	21.26333333	5.706666667	21.73333333	25.31333333	11.52666667	16.59666667	13.63333333	0.028	4.79	4.02	1.851875	297.5730174	0.098689882
906	CL5	F5	240	20.11666667	6.266666667	20.56333333	24.58	9.723333333	15.45666667	15.32333333	0.025	4.54	3.83	2.011875	280.4969865	0.079613212
933	CL5	F5	240	21.00666667	6.036666667	21.03	25.70666667	10.32333333	15.42	14.96	0.024	4.42	3.88	1.2575	273.243848	0.063146618
1258	CL5	F5	244	23.56	7.263333333	21.46	26.01666667	11.65666667	15.05	13.16333333	0.031	4.46	4.2	2.26625	324.5736336	0.179119917
866	CL5	F5	244	20.97	6.636666667	21.03333333	24.75666667	9.91	13.90333333	11.52333333	0.029	4.45	3.93	0.510833333	294.7312414	0.064743583
1256	CL5	F5	247	23.04333333	6.78	23.97	28.83	10.34666667	16.74	12.85	0.022	4.06	3.7	0.727291667	225.4000859	0.069463751
974	CL5	F5	247	20.57666667	6.633333333	23.13666667	26.90333333	8.91	15.82333333	11.9	0.027	4.17	3.84	1.322916667	287.7244372	0.094234453
491	CL5	F5	250	25.23666667	6.783333333	26.31666667	31.68666667	12.17333333	17.82	15.72333333	0.033	4.87	4.24	1.177708333	274.0871289	0.14257099
895	CL5	F5	250	20.99666667	6.736666667	26.12	29.64666667	10.36666667	16.76333333	15.22666667	0.034	5.11	4.3	1.991041667	311.1512256	0.107763363
479	CL5	F5	251	19.50333333	5.903333333	21.01666667	23.87	13.12	14.78	13.83333333	0.036	4.81	3.99	0.985625	292.1634258	0.093243868
644	CL5	F5	251	23.76666667	6.023333333	20.12	25.59333333	12.08333333	15.11333333	14.36333333	0.035	4.9	4.04	1.237916667	277.4558411	0.09618365
1071	CL5	F5	255	23.56	6.453333333	24.17333333	28.74333333	11.19333333	16.99666667	15.69	0.026	4.48	4.03	1.868333333	319.1897416	0.099331559
43	CL5	F5	255	22.31	7.013333333	24.61333333	28.42	10.69666667	16.94333333	15.16666667	0.025	4.6	3.93	1.883541667	286.9157485	0.084948996
1301	CL5	F5	256	23.16333333	7.283333333	23.01333333	27.37333333	12.93	16.36333333	16.62333333	0.035	4.8	4.62	2.33125	338.4253703	0.162621478
898	CL5	F5	256	27.09666667	7.133333333	24.29666667	29.57	13.4	17.40666667	16.66333333	0.034	4.99	4.25	1.913125	377.2391175	0.15017543
936	CL5	F5	257	22.57333333	5.59	20.37333333	25.59333333	11.10333333	16.44666667	13.36333333	0.032	4.72	4.01	1.039166667	288.0020471	0.054549587
977	CL5	F5	257	23.95333333	6.283333333	22.47666667	27.15	11.39666667	17.11	13.32	0.034	4.55	4.71	1.87625	297.7404714	0.085278274
141	CL5	F5	258	18.99	5.553333333	17.89666667	21.79333333	10.20333333	13.52333333	11.52	0.028	4.44	3.71	0.977291667	270.7013618	0.082439711
699	CL5	F5	258	19.82	6.283333333	18.9	22.72	10.54	14.38333333	11.83666667	0.022	4.05	3.61	1.086666667	293.1885497	0.079069088
192	CL5	F5	260	22.90333333	6.483333333	23.63	27.8	11.68333333	17.15	16.12666667	0.037	4.64	4.19	1.343125	277.9538198	0.082183163
914	CL5	F5	260	25.10333333	6.33	25.93	30.58333333	11.77	17.53333333	16.47	0.035	4.7	4.22	2.058541667	299.0792886	0.084358895
632	CL5	F5	262	20.92	6.586666667	21.96333333	25.71666667	11.13666667	15.42666667	13.75666667	0.026	4.69	3.98	1.765833333	285.3599795	0.103225053
639	CL5	F5	262	23.20666667	6.506666667	22.83666667	27.74	11.03666667	16.74666667	15.58	0.031	5	4.18	1.137291667	320.5273265	0.115335968
118	CL5	F5	264	22.33333333	6.146666667	21.53666667	26.15666667	10.18333333	16.24	15.73333333	0.026	4.29	3.83	0.9425	237.321993	0.065455365
1223	CL5	F5	264	19.39666667	5.726666667	20.41666667	23.41666667	10.16333333	15.37666667	14.43666667	0.03	4.54	4.07	1.822708333	262.0231628	0.078465259
1133	CL5	F5	269	20.79333333	6.223333333	20.29666667	24.36333333	9.32	15.62	14.18333333	0.029	4.53	4.13	1.433541667	254.8044464	0.048919774
563	CL5	F5	269	22.05	6.13	21.18	24.71	13.09333333	14	13.48	0.029	4.46	3.95	1.08875	234.081977	0.054966559
1261	CL5	F5	270	23.05666667	6.786666667	24.08333333	27.88	10.41333333	16.67333333	13.98	0.033	4.65	3.95	1.589791667	272.8966994	0.084578888
837	CL5	F5	270	21.00333333	6.006666667	21.87666667	25.73333333	10.70333333	15.69	13.21	0.028	4.33	3.99	0.517083333	290.2711017	0.051530817
217	CL5	F5	271	17.59666667	5.95	18.64333333	21.27666667	9.09	14.14	11.12666667	0.03	4.84	4.12	1.184791667	315.7616637	0.094722345
229	CL5	F5	271	19.39	6.89	19.52333333	22.41666667	9.556666667	14.33666667	11.58666667	0.029	4.62	4.15	1.680625	320.1209082	0.084896654
205	CL5	F5	272	20.82666667	6.313333333	21.88333333	25.61333333	9.92	15.24333333	14.50333333	0.035	4.95	4.26	1.54	358.7218568	0.101946613
964	CL5	F5	272	20.79	6.473333333	23.18333333	25.78	10.58666667	15.23333333	14.61	0.035	4.78	4.31	0.431458333	302.0584171	0.052519243
1238	CL5	F5	273	20.29333333	6.753333333	24.02666667	27.22666667	12.30333333	17.45666667	14.69	0.038	4.68	4.54	2.573333333	339.5774649	0.11896826
677	CL5	F5	273	21.17	7.706666667	22.70333333	26.27666667	11.94666667	15.44	12.59666667	0.035	4.86	4.38	1.686666667	346.3824705	0.114299931
1295	CL5	F5	274	21.78333333	7.253333333	25.66333333	28.59	12.63	17.03666667	13.68333333	0.029	4.27	4.32	2.454583333	358.7237282	0.136759515
154	CL5	F5	274	20.75333333	7.053333333	21.22	25.91666667	11.35666667	16.53333333	12.30333333	0.03	4.4	4.32	1.390416667	341.2814732	0.0966346
666	CL5	F5	275	23.98	5.856666667	18.47	25.03666667	10.88333333	14.41666667	13.19333333	0.027	4.17	3.81	1.541041667	276.9077737	0.087849416
912	CL5	F5	275	20.75666667	6.346666667	20.58	24.45	11.39333333	14.32	12.52	0.027	4.23	3.83	1.544375	252.8147163	0.083134214
541	CL5	F5	276	22.51333333	6.473333333	19.87333333	24.71666667	11.74666667	14.75333333	12.65333333	0.026	4.03	3.79	0.99	260.7396945	0.074735767
806	CL5	F5	276	22.58666667	6.89	22.81333333	26.23333333	11.68666667	16.69666667	14.36666667	0.03	4.28	4.02	1.672291667	277.7329002	0.079095858
295	CL5	F5	277	22.37	7.213333333	21.9	26.76333333	10.25666667	15.52	13.16666667	0.023	4.42	3.86	1.54125	338.3441325	0.108220561
535	CL5	F5	277	25.53333333	7.303333333	23.91666667	28.66333333	11.77333333	16.77333333	14.17666667	0.029	4.47	4.26	2.041666667	359.8835077	0.175093618
1170	CL5	F5	278	21.13	6.353333333	22.81333333	25.87666667	10.31666667	15.71333333	12.77666667	0.023	3.88	3.65	2.667708333	292.1701146	0.092952418
428	CL5	F5	278	20.10333333	6.193333333	22.88666667	26.15333333	10.14666667	14.86666667	12.47	0.024	4.01	3.85	1.056041667	322.8079555	0.063564117
168	CL5	F5	279	19.38666667	5.803333333	21.67333333	25.37333333	11.23	16.12	11.76333333	0.028	4.61	4.11	1.174166667	283.5928566	0.085921688
616	CL5	F5	279	21.43666667	6.123333333	22.73666667	26.24333333	11.18666667	15.89666667	12.52	0.031	4.76	4.25	0.453333333	255.3321016	0.053903076
156	CL5	F5	281	20.46333333	6.653333333	20.68	24.32666667	10.81333333	14.59666667	14.67333333	0.032	4.9	4.2	0.876458333	272.1070649	0.058906188
50	CL5	F5	281	20.75	6.443333333	20.61	24.47	11.07333333	14.6	14.48	0.027	4.68	4.11	0.962083333	250.4683759	0.05194339
1042	CL5	F5	282	24.97333333	7.2	24.09666667	28.2	11.29333333	15.9	13.99333333	0.024	4.45	3.83	1.578125	296.2672731	0.094383922
856	CL5	F5	282	21.11666667	6.41	20.43666667	25.01333333	10.59333333	13.44333333	12.64	0.028	4.46	4.03	0.955416667	279.7722017	0.063501919
17	CL5	F5	283	21.37	6.146666667	23.11	27.13	9.936666667	14.51666667	14.00333333	0.027	4.23	4.2	1.031875	315.5725183	0.092715706
998	CL5	F5	283	21.30333333	6.01	22.03666667	26.15333333	11.25333333	14.14	13.44333333	0.023	4.34	3.84	1.896458333	315.7303146	0.099124387
470	CL5	F5	284	20.48666667	6.616666667	22.7	26.43666667	11.22666667	15.91666667	14.35	0.035	5.02	4.33	1.054583333	371.9010149	0.109422708
648	CL5	F5	284	22.20333333	6.303333333	23.56666667	27.30333333	11.01666667	15.65	14.18333333	0.034	4.59	4.23	1.32	332.2431706	0.123361614
1262	CL5	F5	285	21.33	6.916666667	24.54333333	27.93333333	12.16	16.06	15.94666667	0.025	4.65	4.1	1.4825	276.8768213	0.068062446
721	CL5	F5	285	21.52666667	5.896666667	23.69	27.46666667	12.69	16.18333333	15.00666667	0.025	4.34	3.98	0.532083333	266.3228441	0.068093604
1079	CL5	F5	286	19.57	6.113333333	21.68333333	25.27333333	10.85666667	16.19333333	14.20333333	0.028	4.26	4.22	0.967916667	356.8527924	0.095838375
516	CL5	F5	286	21.76666667	6.306666667	24.05666667	27.53	11.17	16.94333333	14.97333333	0.032	4.55	4.36	0.745416667	296.3297869	0.071963463
106	CL5	F5	287	20.55666667	6.493333333	21.02666667	25.40333333	11.1	15.97333333	13.64333333	0.029	4.62	3.98	1.964583333	295.2549211	0.092261746
163	CL5	F5	287	21.79333333	6.713333333	23.28	27.08666667	11.19333333	16.72	13.82333333	0.028	4.52	4.06	2.920208333	311.7427813	0.138230876
135	CL5	F5	288	21.85333333	6.073333333	21.49333333	25.23333333	11.40666667	15.06666667	15.39333333	0.026	4.66	3.82	2.17	316.5101618	0.099932991
571	CL5	F5	288	23.2	6.256666667	22.11666667	26.84	12.97666667	15.24333333	16.04	0.026	4.64	4.09	2.291041667	343.4651432	0.117767679
1234	CL5	F5	290	21.70666667	5.893333333	21.14	25.66333333	11.3	15.21333333	11.17333333	0.035	4.77	4.18	1.745	300.2090264	0.146098445
941	CL5	F5	290	18.43	5.38	18.62	22.18666667	10.07	14.53333333	11.85	0.037	4.73	3.76	1.657708333	290.1553642	0.120917932
1117	CL5	F5	291	24.28666667	6.9	22.11333333	27.18	11.29666667	17.05333333	15.44333333	0.029	4.17	3.87	2.010208333	355.8123477	0.139498433
44	CL5	F5	292	25.18	7.126666667	26.58	31.63333333	11.61	17.84	14.45	0.035	4.73	4.02	2.0725	358.1435581	0.133944393
938	CL5	F5	292	22.10333333	6.533333333	25.33333333	29.12666667	11.40333333	17.32333333	15.55333333	0.033	4.5	4.07	1.651041667	362.1192188	0.099300432
336	CL5	F5	293	24.25666667	7.27	23.48	28.35333333	13.01333333	17.07	15.3	0.025	4.68	4.02	1.365416667	309.8336487	0.122386146
946	CL5	F5	293	21.33	6.09	22.74	26.65	11.02	16.33333333	16.67333333	0.022	4.6	3.81	2.3325	312.8374619	0.082359814
386	CL5	F5	294	23.26	6.683333333	24.36	28.00333333	10.49	16.04666667	14.14333333	0.031	4.26	4.11	1.10875	318.9221558	0.065066564
63	CL5	F5	294	23.44	6.433333333	23.74333333	27.90333333	11.09666667	17.51666667	13.38	0.029	4.16	3.77	1.904583333	323.2243475	0.140527284
5	CL5	F5	295	20.53	6.903333333	22.07666667	26.04666667	9.983333333	15.57	13.24	0.028	4.49	4.42	1.203958333	308.2469625	0.088983167
670	CL5	F5	295	24.04	7.503333333	24.62666667	29.13666667	11.13666667	16.86666667	14.53333333	0.031	4.55	4.23	2.44875	322.6507531	0.148252479
1209	CL5	F5	297	17.45333333	5.45	20.87333333	23.92666667	9.87	13.03666667	12.91333333	0.022	3.94	3.66	0.801875	310.4209735	0.037473922
291	CL5	F5	297	18.16666667	5.38	21.20666667	24.16333333	9.623333333	15.3	13.66	0.026	4.18	3.85	1.436875	308.299774	0.050667186
434	CL5	F5	299	21.45	6.71	23.19666667	26.83666667	11.37	15.71666667	12.85	0.029	4.24	4.05	0.952916667	274.9007466	0.0744539
572	CL5	F5	299	20.33666667	5.563333333	20.34333333	23.78333333	11.03666667	13.11666667	12.42	0.031	4.08	4.38	1.211875	233.7171534	0.090223863
455	CL5	F5	300	20.29333333	5.67	21.68333333	25.35	11.19	14.72666667	12.66333333	0.027	4.5	3.78	1.430625	299.4512935	0.100734186
915	CL5	F5	300	19.89666667	6.543333333	19.76666667	24.26333333	10.28333333	14.42666667	11.26333333	0.028	4.58	3.86	1.596875	275.6505317	0.084746565
486	CL5	F5	301	21.46666667	6.58	23.39333333	26.34	11.02	14.85666667	12.89333333	0.028	4.47	3.86	0.898333333	332.1807508	0.138671385
529	CL5	F5	301	24.57	6.726666667	23.78	28.48	12.08333333	16.03	13.65	0.023	4.14	3.48	1.465625	317.6025217	0.128434239
445	CL5	F5	303	19.83333333	6.2	20.31	23.91333333	10.59	14.97666667	13.44333333	0.032	4.67	4.01	1.18375	258.5837273	0.086195019
589	CL5	F5	303	24.10333333	6.89	21.48666667	26.98666667	12.40666667	14.75333333	13.51	0.026	4.51	3.79	1.36625	307.6820259	0.142694168
1307	CL5	F5	306	21.93666667	6.996666667	22.42666667	25.46666667	10.43	15.49	11.18	0.033	4.44	4.15	2.048958333	320.257692	0.092234268
817	CL5	F5	306	22.49333333	6.596666667	23.15	26.74666667	10.96666667	16.34333333	12.24666667	0.032	4.59	4.13	0.989375	262.1876532	0.059290729
1299	CL5	F5	327	22.66666667	6.41	23.39	27.84	11.18333333	16.57666667	16.53333333	0.028	4.28	3.92	2.879166667	334.9387996	0.116630372
