Sp	Line	Ind	NectarVolume	SugarConcentation	TotalSugAmt	NectarySize
CL5	411	706	1.279375	345.8150001	442.4270658	0.096718696
CL5	412	1323	1.691458333	294.7685173	502.0788911	0.088980765
CL5	412	574	1.319375	302.8826027	401.6725591	0.142565355
CL5	413	207	0.870208333	272.8373966	240.2031824	0.053115686
CL5	413	614	1.08875	279.7813352	304.4338526	0.071552672
CL5	414	1345	3.21125	330.5380613	1075.923494	0.132346204
CL5	414	417	2.440416667	323.1740439	793.0555689	0.127721313
CL5	415	162	1.256875	302.738168	382.73635	0.089637232
CL5	415	47	0.817708333	314.5836185	263.3973416	0.1025514
CL5	417	1168	1.71625	344.6039174	600.9555966	0.142445047
CL5	417	289	1.290416667	326.200846	421.352331	0.152757845
CL5	418	1326	3.586666667	374.1294215	1344.654655	0.156396249
CL5	418	601	1.559791667	309.3186875	481.4780049	0.122031549
CL5	421	472	1.873125	272.6530164	512.1232167	0.076708848
CL5	421	596	2.215416667	320.2201537	714.7653641	0.084216545
CL5	423	1083	0.795625	270.6660975	218.3272604	0.091864339
CL5	423	651	0.585208333	381.4011047	208.6400338	0.068992288
CL5	424	1051	1.19875	328.2755241	395.7686394	0.098801152
CL5	424	171	1.698541667	348.1180028	595.0419802	0.07823145
CL5	429	746	1.5575	334.6634548	533.9083612	0.083804462
CL5	429	955	1.669583333	346.1512513	575.7897552	0.104423818
CL5	432	1207	2.650208333	338.1472656	895.0682334	0.119463393
CL5	432	1324	1.978541667	346.5892609	689.976665	0.092266869
CL5	434	76	0.918125	300.5409228	272.5047703	0.094988345
CL5	434	929	0.545	301.7905263	161.7131222	0.082058641
CL5	436	1080	0.750625	305.0507505	235.3404407	0.108265324
CL5	436	509	1.455625	287.4923732	417.0084794	0.109724648
CL5	438	1328	3.355416667	339.8015075	1138.66885	0.121230904
CL5	438	581	0.97125	255.9098894	258.7371179	0.076558255
CL5	439	1297	0.607083333	225.6380716	139.2435904	0.091068667
CL5	439	170	0.2925	254.8793601	73.57400819	0.065411991
CL5	442	16	1.343125	321.9316296	450.6741704	0.161008295
CL5	442	778	2.074583333	376.8663306	778.6233906	0.184537461
CL5	444	580	1.262291667	280.0584096	363.6726391	0.07599722
CL5	444	961	2.812291667	333.8721267	936.3560031	0.111383245
CL5	447	1346	3.163958333	320.9922683	1020.840222	0.139449202
CL5	447	537	0.623333333	255.1334637	186.2768341	0.073675739
CL5	450	1095	1.413958333	297.6192337	422.0936827	0.099435466
CL5	450	931	1.059166667	254.5999455	274.2452546	0.07930312
CL5	451	211	1.394166667	303.9886424	431.967448	0.060741478
CL5	451	526	1.915416667	314.1330393	615.9479055	0.08564941
CL5	452	1388	1.787083333	322.8420129	583.9459945	0.099959376
CL5	452	1390	1.726041667	384.6857384	664.7579498	0.102577385
CL5	454	414	0.689166667	332.8878831	233.3321111	0.108451615
CL5	454	95	1.630833333	329.4017313	538.1100276	0.115330374
CL5	456	358	1.278541667	267.4702326	342.3873117	0.071419968
CL5	456	584	1.039166667	276.7181606	288.1428863	0.080713424
CL5	457	1090	0.921666667	372.7844379	334.63585	0.067239882
CL5	457	1110	1.641666667	307.2755014	506.1155349	0.064165091
CL5	459	133	0.83875	290.510863	256.840742	0.102107988
CL5	459	840	0.488125	303.8686227	156.6638221	0.0916429
CL5	462	1150	1.421041667	358.5663059	507.4094414	0.149158644
CL5	462	1224	1.495625	291.0600579	447.1666796	0.091425528
CL5	464	1266	1.11625	266.2480311	296.9302948	0.116196623
CL5	464	696	1.342708333	292.9104497	394.2884508	0.08840342
CL5	469	166	1.89	360.0619284	680.2732554	0.167794486
CL5	469	687	2.291041667	338.2339895	764.4324062	0.126040454
CL5	472	1027	1.324166667	291.2426966	384.8833132	0.084066717
CL5	472	962	1.385	315.8855424	434.488606	0.121600734
CL5	475	1047	1.679791667	310.634488	517.0593521	0.111098345
CL5	475	591	1.830208333	315.3131283	578.6725898	0.089939202
CL5	482	164	0.766875	151.2865077	102.3449206	0.128901816
CL5	482	945	0.983333333	252.3219335	251.3895564	0.094595825
CL5	483	1018	1.034375	267.7864557	277.4229522	0.082945259
CL5	483	1065	0.819791667	322.2535779	266.1600813	0.098487164
CL5	500	1126	2.402916667	330.1976875	808.6232817	0.100549838
CL5	500	1302	2.148958333	333.5096283	716.6776962	0.109366922
CL5	501	1275	3.265208333	382.8124855	1253.368832	0.176451224
CL5	501	771	2.328333333	359.6689518	839.7551478	0.169719396
CL5	502	252	1.81875	310.3066187	568.0314069	0.085115363
CL5	502	70	1.151666667	326.3213278	404.7981072	0.098381397
CL5	503	1040	0.953958333	329.703601	325.8782744	0.141625006
CL5	503	327	1.884583333	343.2893272	644.70751	0.139088007
CL5	506	21	1.138333333	274.4613844	327.5302474	0.07376276
CL5	506	42	1.12375	272.809936	338.3636096	0.10510435
CL5	507	557	1.796458333	263.0559756	471.857256	0.132473151
CL5	507	720	1.303125	261.6612058	364.0337826	0.12385115
CL5	508	1330	4.228541667	336.2063956	1424.412583	0.172775509
CL5	508	640	2.259375	294.9805431	669.3212093	0.190275435
CL5	014s	1052	1.940833333	367.4179173	700.0779651	0.164226132
CL5	014s	1139	2.165625	324.1944848	708.4413489	0.120738068
CL5	025s	367	1.253958333	286.8702551	359.8007676	0.077689406
CL5	025s	435	0.428958333	259.9785591	114.0611733	0.051589116
CL5	032s	1185	1.462916667	284.3624943	419.2457253	0.079153276
CL5	032s	180	0.679791667	314.6605625	214.0681549	0.073273353
CL5	039s	196	1.939791667	336.4194608	650.8694502	0.124144242
CL5	039s	597	2.074791667	324.5507744	683.4313594	0.109687018
CL5	043s	1003	1.62	341.3707355	551.9663596	0.135748395
CL5	043s	504	1.436041667	350.6424142	503.1780044	0.13831564
CL5	054s	642	1.680833333	371.7197317	630.7515428	0.117630923
CL5	054s	710	1.788125	360.2239466	641.0758141	0.124503739
CL5	068s	1366	1.012083333	344.7845333	352.4604488	0.080815092
CL5	068s	522	1.176041667	380.9959421	479.6354227	0.119920551
CL5	075s	102	1.620833333	328.7262474	527.2705396	0.087007454
CL5	075s	530	1.386458333	285.4771052	410.5042853	0.103930868
CL5	077b	260	0.943333333	407.306622	361.3083523	0.066757541
CL5	077b	317	1.512083333	303.8800942	464.6979191	0.075917059
CL5	081d	1078	1.677291667	309.725093	522.4238735	0.159744789
CL5	081d	81	1.09125	342.4171347	370.4616205	0.088522223
CL5	090b	1370	2.780625	343.7636405	952.50519	0.111760418
CL5	093s	1061	1.24875	305.3286419	386.8455972	0.094051884
CL5	093s	442	1.314583333	305.2526028	410.1483953	0.08362449
CL5	101s	1332	2.546666667	362.9936279	926.477367	0.111720436
CL5	101s	834	0.883125	310.8000642	276.7670214	0.064961627
CL5	107s	319	1.966666667	333.5640844	654.3027519	0.111827
CL5	107s	669	1.67875	277.0730815	470.5222603	0.095174409
CL5	117s	1049	1.7371875	310.8957429	537.1569889	0.108463839
CL5	117s	302	1.472083333	274.1514688	408.9379661	0.077785829
CL5	119s	1251	1.529583333	328.5175863	504.7803565	0.095275409
CL5	119s	64	1.231875	373.9589141	425.2868706	0.056423445
CL5	163d	747	1.559375	304.4975581	497.8517497	0.089367846
CL5	163d	749	1.228541667	306.1369783	375.2126963	0.129838204
CL5	178s	275	1.537291667	315.1660533	484.5067014	0.099487861
CL5	178s	757	0.9775	280.498057	273.4140365	0.12324289
CL5	179s	786	0.80375	247.994518	232.186039	0.067788095
CL5	179s	982	0.843958333	383.1113311	299.8193944	0.055637582
CL5	185s	61	1.630416667	300.7333753	490.7140545	0.101151925
CL5	185s	922	1.444166667	292.3604685	420.9472698	0.078766507
CL5	188d	1044	1.912083333	329.6293258	629.7337133	0.096048886
CL5	188d	1136	1.044166667	288.1844927	302.4736936	0.102727502
CL5	189d	232	0.46875	286.5303138	131.2974472	0.066670003
CL5	189d	27	0.899583333	257.9363083	254.3011617	0.104454651
CL5	213s	364	2.053958333	299.9277629	619.3371274	0.082262591
CL5	213s	683	1.767708333	336.0707886	600.038083	0.120053722
CL5	228s	382	2.377083333	364.9714111	869.5534911	0.118933131
CL5	228s	943	1.791041667	323.4952585	579.9392809	0.074539938
CL5	289s	605	2.778541667	362.5800649	1025.446936	0.140994895
CL5	289s	65	2.733125	354.0654575	967.2806001	0.133070341
CL5	302b	1336	1.31125	318.200352	411.6640602	0.055558628
CL5	302b	608	1.521875	313.4659669	482.6611295	0.071169666
CL5	305b	1387	1.543958333	314.0905966	497.6125224	0.100546684
CL5	305b	924	1.671875	333.2101854	557.2092881	0.103559069
CL5	338b	1013	1.468333333	285.1796563	423.0337189	0.074522293
CL5	338b	1309	1.063333333	304.9716686	325.6529469	0.102773207
CL5	340b	1396	0.966041667	306.8403408	296.3422158	0.099145961
CL5	340b	668	0.987083333	284.3112461	272.7457366	0.067924013
CL5	341s	420	0.810208333	264.0518225	214.732631	0.07308634
CL5	341s	624	1.434166667	315.5076671	453.8538503	0.113472374
CL5	343s	483	1.579583333	364.6359448	577.2015027	0.140128499
CL5	343s	971	1.36	323.0200538	441.8480375	0.068411312
CL5	357s	1031	2.22375	331.1592423	747.4478457	0.085360034
CL5	357s	1081	1.453958333	328.1276496	481.6014984	0.088777519
CL5	362s	271	1.969375	318.5033719	629.1652016	0.104110267
CL5	362s	615	2.140833333	307.001633	656.2599428	0.099278201
CL5	364s	1100	1.67625	377.407089	626.2698462	0.104597276
CL5	364s	1104	1.693125	312.3074225	526.7744454	0.066780628
CL5	367s	1385	2.383125	361.0031874	865.0753892	0.202172188
CL5	367s	494	2.035416667	310.3049956	630.5867556	0.134737816
CL5	369s	116	1.28	360.4196427	458.7061582	0.087252953
CL5	369s	768	1.145208333	303.2228902	373.2937255	0.094686339
CL5	372b	810	0.651458333	282.0886306	186.0162143	0.102808163
CL5	382s	1171	0.107708333	257.8043582	27.30914828	0.059405528
CL5	386s	1271	1.634166667	324.0537434	547.9052149	0.153708652
CL5	386s	84	1.376875	333.5180344	459.3330303	0.123979271
CL5	387b	899	1.564166667	336.5189322	531.8022013	0.098159876
CL5	387b	953	1.609166667	291.5582231	474.826475	0.089590955
CL5	390b	1321	2.739791667	300.7385181	948.3788159	0.126984272
CL5	390b	1354	2.590208333	332.9304621	863.3706739	0.141120995
CL5	406s	1393	1.277708333	312.2487802	401.6660253	0.077316177
CL5	406s	1402	0.6978125	351.9442356	250.4896068	0.067929328
CL5	409s	1066	1.348333333	316.0381525	427.5031743	0.097598692
CL5	409s	1296	1.966666667	307.643902	610.9945302	0.10790522
CL5	426b	588	0.669583333	280.5800007	181.5756688	0.068411995
CL5	426b	663	0.595208333	226.362525	142.5451028	0.073195645
CL5	431b	1348	1.885	310.7935489	596.0333227	0.101204902
CL5	431b	804	1.730625	312.2847719	551.8155123	0.103096912
CL5	433s	752	1.339166667	286.4928871	389.4335172	0.149231851
CL5	433s	90	0.717708333	187.3487464	154.4940162	0.112519627
CL5	440s	1233	2.149791667	317.6650435	691.8442192	0.130295315
CL5	440s	283	1.772916667	343.3408164	607.4751563	0.105740433
CL5	443w	1036	2.509166667	331.3752147	840.2063987	0.124143555
CL5	443w	1351	3.2775	357.2410731	1165.389222	0.115335978
CL5	453s	144	0.795208333	317.2117087	228.1147859	0.047080369
CL5	453s	265	1.735416667	280.1452126	486.0866352	0.078845464
CL5	458s	1217	2.378125	314.6689263	743.3225364	0.113158227
CL5	458s	177	1.659166667	276.4820586	465.4855126	0.073056184
CL5	460s	1395	2.395625	323.1289342	771.7080435	0.158778949
CL5	460s	1397	1.554791667	381.5033637	589.8541545	0.097109015
CL5	461b	1041	2.643333333	349.5167658	941.2508946	0.10490377
CL5	461b	20	1.599791667	368.4919684	579.6893732	0.118515597
CL5	465s	1327	1.801458333	333.454089	602.4795553	0.091767945
CL5	465s	209	0.625833333	299.1836998	187.7164239	0.061234636
CL5	473s	182	1.075208333	371.7318962	390.9224233	0.106100637
CL5	473s	268	1.38	327.0331438	466.7714819	0.08743292
CL5	474s	1248	2.120833333	319.1279426	684.3701371	0.153089756
CL5	474s	1347	2.2896875	344.3700007	802.6888783	0.110349348
CL5	479s	1247	0.731666667	252.0617402	196.3435467	0.082892875
CL5	479s	619	0.574791667	200.8300255	114.9637325	0.061768101
CL5	480s	916	2.291666667	387.0624693	886.8465095	0.110631611
CL5	490b	1394	1.804375	333.6194227	567.9332791	0.121777351
CL5	490b	1403	2.159166667	357.0867277	765.3826244	0.151866249
CL5	491b	1162	1.101666667	310.0405525	344.9223458	0.075408486
CL5	491b	125	1.29125	323.3011795	428.0279657	0.069145096
CL5	492b	202	1.487291667	280.20026	416.9843079	0.104452555
CL5	492b	802	0.769375	305.6746094	238.9331941	0.089533885
CL5	493s	227	1.17375	307.4928804	367.2192524	0.065215432
CL5	493s	673	0.768541667	351.7999277	274.6623601	0.090058457
CL5	495s	1141	2.367291667	310.1161365	740.5058991	0.104102601
CL5	495s	520	1.473958333	305.5526712	459.7859718	0.125484327
CL5	496s	270	0.837916667	262.9193708	218.7570119	0.039940501
CL5	496s	453	0.809791667	259.4116062	228.7137008	0.049589914
CL5	505s	1157	1.135	287.8998377	336.5648882	0.067596235
CL5	505s	315	0.671875	297.8167794	197.0483173	0.091227828
