Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height	OV/P_Ratio	SH/P_Ratio	MiF-P_dis	MaF-P_dis	MiF-P_dis/L	MaF-P_dis/L	PL/L_ratio	PL/LV_ratio	L/W_Ratio	LV/W_Ratio	L/LV_Ratio	B/W_Ratio	TW/W_Ratio	B/TW_Ratio	TL/L_Ratio	TL/LV_Ratio	TL/TW_Ratio
11/1/17	10:30:00	F5	494	1	27.1	8.13	2.79	28.47	20.95	34.27	12.53	17.72	20.19	15.9	1.92	1.04	0.121	0.065	1.82	4.29	0.064	0.151	0.558	0.464	1.051	1.265	0.831	0.103	0.300	0.343	0.736	0.611	2.577
3/21/18	11:01:00	F5	494	1	23.46	7.81	2.73	24.98	16.99	29.7	12.44	15.05	17.14	14.66	1.67	0.98	0.114	0.067	0.39	2.48	0.016	0.099	0.587	0.494	1.065	1.266	0.841	0.116	0.333	0.350	0.680	0.572	2.175
3/16/18	10:14:00	F5	494	1	24.68	6.91	2.87	26.76	18.59	30.75	12.66	14.56	17.7	15.01	1.61	0.94	0.107	0.063	-0.45	2.69	-0.017	0.101	0.561	0.488	1.084	1.246	0.870	0.116	0.280	0.415	0.695	0.605	2.690
12/15/17	10:18:00	F5	495	1	26.37	8.21	2.6	27.44	15.02	30.33	10.71	13.79	17.12	15.68	1.62	0.93	0.103	0.059	-1.89	1.44	-0.069	0.052	0.571	0.517	1.041	1.150	0.905	0.099	0.311	0.317	0.547	0.495	1.829
12/13/17	9:58:00	F5	495	1	24.42	7.06	2.45	23.78	15.77	28.56	11.25	13.63	16.28	14.86	1.68	0.9	0.113	0.061	-1.23	1.42	-0.052	0.060	0.625	0.520	0.974	1.170	0.833	0.100	0.289	0.347	0.663	0.552	2.234
12/17/17	10:03:00	F5	495	1	22.29	7.28	2.58	23.07	15.65	27.63	10.06	12.46	15.62	14.55	1.51	0.89	0.104	0.061	-2.09	1.07	-0.091	0.046	0.631	0.527	1.035	1.240	0.835	0.116	0.327	0.354	0.678	0.566	2.150
12/13/17	10:01:00	F5	497	1	22.84	7.05	2.61	21.22	13.72	25.72	9.32	13.37	15.67	13.12	1.46	0.8	0.111	0.061	0.25	2.55	0.012	0.120	0.618	0.510	0.929	1.126	0.825	0.114	0.309	0.370	0.647	0.533	1.946
11/1/17	10:34:00	F5	497	1	22.5	7.27	2.6	22.8	16.16	28.02	12.13	14.37	17.11	14.56	1.61	0.89	0.111	0.061	-0.19	2.55	-0.008	0.112	0.639	0.520	1.013	1.245	0.814	0.116	0.323	0.358	0.709	0.577	2.223
12/7/17	11:40:00	F5	497	1	22.82	6.91	2.53	21.94	14.88	26.91	9.89	13.6	16.67	13.65	1.15	0.79	0.084	0.058	-0.05	3.02	-0.002	0.138	0.622	0.507	0.961	1.179	0.815	0.111	0.303	0.366	0.678	0.553	2.153
4/24/18	10:44:00	F5	499	1	21.52	6.35	2.29	20.91	13.54	26	10.35	12.17	14.43	13.79	1.49	1.07	0.108	0.078	-1.62	0.64	-0.077	0.031	0.659	0.530	0.972	1.208	0.804	0.106	0.295	0.361	0.648	0.521	2.132
3/21/18	11:04:00	F5	499	1	22.62	6.37	2.48	19.85	12.11	25.16	10.49	11.91	14.22	13.46	1.58	1	0.117	0.074	-1.55	0.76	-0.078	0.038	0.678	0.535	0.878	1.112	0.789	0.110	0.282	0.389	0.610	0.481	1.901
3/30/18	11:19:00	F5	499	1	19.76	6.65	2.66	19.91	13.13	23.8	10.31	12.01	13.87	13.64	1.41	0.88	0.103	0.065	-1.63	0.23	-0.082	0.012	0.685	0.573	1.008	1.204	0.837	0.135	0.337	0.400	0.659	0.552	1.974
11/14/17	11:14:00	F5	504	1	21.79	6.04	2.61	23.96	14.1	27.61	11.51	14.46	17.36	16.6	1.68	1.04	0.101	0.063	-2.14	0.76	-0.089	0.032	0.693	0.601	1.100	1.267	0.868	0.120	0.277	0.432	0.588	0.511	2.334
1/18/18	11:35:00	F5	504	2	19.47	6.19	2.34	20.8	13.5	24.15	11.08	12.4	13.89	13.43	1.55	0.82	0.115	0.061	-1.03	0.46	-0.050	0.022	0.646	0.556	1.068	1.240	0.861	0.120	0.318	0.378	0.649	0.559	2.181
1/5/18	10:12:00	F5	504	1	22.24	7.08	2.86	23.28	14.88	27.13	12.01	13.56	16.65	15.74	1.65	0.94	0.105	0.060	-2.18	0.91	-0.094	0.039	0.676	0.580	1.047	1.220	0.858	0.129	0.318	0.404	0.639	0.548	2.102
5/5/18	10:57:00	F5	509	1	24.39	6.21	2.84	21.4	14.31	26.48	10.73	12.48	14.98	13.12	1.71	1.05	0.130	0.080	-0.64	1.86	-0.030	0.087	0.613	0.495	0.877	1.086	0.808	0.116	0.255	0.457	0.669	0.540	2.304
1/5/18	10:16:00	F5	509	1	26.3	6.03	2.76	22.22	12.9	26.41	12.58	12.92	14.71	13.36	1.59	1.03	0.119	0.077	-0.44	1.35	-0.020	0.061	0.601	0.506	0.845	1.004	0.841	0.105	0.229	0.458	0.581	0.488	2.139
2/2/18	9:38:00	F5	509	1	23.17	6.56	2.48	22.58	14.93	25.7	11.04	12.65	14.92	11.95	1.47	0.92	0.123	0.077	0.7	2.97	0.031	0.132	0.529	0.465	0.975	1.109	0.879	0.107	0.283	0.378	0.661	0.581	2.276
1/8/18	9:37:00	F5	516	1	21.43	4.97	2.66	24.16	14.94	26.23	11.13	14.07	16.17	15.21	1.43	0.94	0.094	0.062	-1.14	0.96	-0.047	0.040	0.630	0.580	1.127	1.224	0.921	0.124	0.232	0.535	0.618	0.570	3.006
12/7/17	11:43:00	F5	516	1	21.2	7.06	2.56	24	15.39	28.09	10.85	14.4	17.59	14.58	1.49	0.84	0.102	0.058	-0.18	3.01	-0.007	0.125	0.608	0.519	1.132	1.325	0.854	0.121	0.333	0.363	0.641	0.548	2.180
1/5/18	10:55:00	F5	516	1	22.67	6.89	2.62	24.01	15.61	28.27	11.53	13.85	17.07	15.13	1.4	0.88	0.093	0.058	-1.28	1.94	-0.053	0.081	0.630	0.535	1.059	1.247	0.849	0.116	0.304	0.380	0.650	0.552	2.266
4/22/18	10:08:00	C	517	1	28.58	7.56	2.65	27.75	18.26	34.25	11.99	17.32	20.69	16.88	1.45	1.04	0.086	0.062	0.44	3.81	0.016	0.137	0.608	0.493	0.971	1.198	0.810	0.093	0.265	0.351	0.658	0.533	2.415
12/17/17	9:51:00	C	517	1	30.39	7.71	2.49	27.45	17.5	34.24	11.6	16.15	19.62	15.88	1.53	1	0.096	0.063	0.27	3.74	0.010	0.136	0.579	0.464	0.903	1.127	0.802	0.082	0.254	0.323	0.638	0.511	2.270
1/5/18	10:58:00	C	517	2	28.87	7.54	2.8	27.42	16.31	33.38	12.4	15.62	19.37	17.43	1.67	1.06	0.096	0.061	-1.81	1.94	-0.066	0.071	0.636	0.522	0.950	1.156	0.821	0.097	0.261	0.371	0.595	0.489	2.163
12/15/17	10:21:00	F5	518	1	21.02	6.61	2.64	20.45	13.63	24.96	11.76	13.75	16.31	13.55	1.61	0.81	0.119	0.060	0.2	2.76	0.010	0.135	0.663	0.543	0.973	1.187	0.819	0.126	0.314	0.399	0.667	0.546	2.062
11/26/17	11:37:00	F5	518	1	18.59	6.65	2.04	20.5	13.49	22.95	11.42	11.94	15.04	13.22	1.71	0.82	0.129	0.062	-1.28	1.82	-0.062	0.089	0.645	0.576	1.103	1.235	0.893	0.110	0.358	0.307	0.658	0.588	2.029
12/3/17	11:07:00	F5	518	1	21.42	5.96	2.56	20.28	14.96	25.21	11.19	14.29	17.31	14.35	1.77	0.88	0.123	0.061	-0.06	2.96	-0.003	0.146	0.708	0.569	0.947	1.177	0.804	0.120	0.278	0.430	0.738	0.593	2.510
11/24/17	11:58:00	F5	520	1	19.71	6.61	2.8	23.69	15.5	26.83	10.98	13.17	16.49	13.06	1.9	1.07	0.145	0.082	0.11	3.43	0.005	0.145	0.551	0.487	1.202	1.361	0.883	0.142	0.335	0.424	0.654	0.578	2.345
11/1/17	10:37:00	F5	520	1	20.63	7.97	2.83	24.78	17.16	28.33	10.57	14.59	17.14	13.9	1.71	0.9	0.123	0.065	0.69	3.24	0.028	0.131	0.561	0.491	1.201	1.373	0.875	0.137	0.386	0.355	0.692	0.606	2.153
12/13/17	10:08:00	F5	520	1	21.71	6.37	2.44	23.85	14.09	26.72	9.78	14.16	16.35	12.82	1.57	0.88	0.122	0.069	1.34	3.53	0.056	0.148	0.538	0.480	1.099	1.231	0.893	0.112	0.293	0.383	0.591	0.527	2.212
12/15/17	10:24:00	F5	521	1	25.24	6.21	2.58	24.89	14.96	28.71	11.94	14.37	18.02	16.4	1.75	0.94	0.107	0.057	-2.03	1.62	-0.082	0.065	0.659	0.571	0.986	1.137	0.867	0.102	0.246	0.415	0.601	0.521	2.409
12/13/17	10:13:00	F5	521	1	23.77	6.43	2.69	23.32	15.58	27.78	11.63	13.78	17.62	16.14	1.71	0.97	0.106	0.060	-2.36	1.48	-0.101	0.063	0.692	0.581	0.981	1.169	0.839	0.113	0.271	0.418	0.668	0.561	2.423
11/30/17	10:55:00	F5	521	1	23.01	5.95	2.42	21.95	14.88	26.55	11.51	13.84	17.52	15.33	1.59	0.97	0.104	0.063	-1.49	2.19	-0.068	0.100	0.698	0.577	0.954	1.154	0.827	0.105	0.259	0.407	0.678	0.560	2.501
11/9/17	11:04:00	F5	522	1	19.12	6.15	2.46	22.9	14.07	25.65	10.72	13.35	15.26	13.6	1.61	1.05	0.118	0.077	-0.25	1.66	-0.011	0.072	0.594	0.530	1.198	1.342	0.893	0.129	0.322	0.400	0.614	0.549	2.288
4/6/18	10:19:00	F5	522	1	18.38	6.7	2.56	21.41	13.16	24.36	10.78	11.96	14.01	11.54	1.51	0.95	0.131	0.082	0.42	2.47	0.020	0.115	0.539	0.474	1.165	1.325	0.879	0.139	0.365	0.382	0.615	0.540	1.964
12/3/17	10:59:00	F5	522	1	19.85	6.55	2.55	22.11	14.13	25.7	10.72	12.74	14.85	13.46	1.45	0.99	0.108	0.074	-0.72	1.39	-0.033	0.063	0.609	0.524	1.114	1.295	0.860	0.128	0.330	0.389	0.639	0.550	2.157
11/26/17	11:41:00	F5	525	1	25.18	8.08	2.52	26.25	17.45	30.84	11.6	14.15	17.87	14.32	1.59	0.98	0.111	0.068	-0.17	3.55	-0.006	0.135	0.546	0.464	1.042	1.225	0.851	0.100	0.321	0.312	0.665	0.566	2.160
11/28/17	10:11:00	F5	525	1	23.54	7.05	2.75	25.57	17.61	29.56	10.47	14.23	17.58	14.44	1.63	1.02	0.113	0.071	-0.21	3.14	-0.008	0.123	0.565	0.488	1.086	1.256	0.865	0.117	0.299	0.390	0.689	0.596	2.498
11/9/17	11:57:00	F5	525	1	23.16	6.48	2.38	24.54	14.36	27.59	13.26	14.46	17.57	15.62	1.72	1.08	0.110	0.069	-1.16	1.95	-0.047	0.079	0.637	0.566	1.060	1.191	0.889	0.103	0.280	0.367	0.585	0.520	2.216
1/5/18	11:01:00	F5	526	1	21.75	7.27	2.65	23.68	16.47	26.79	10.61	12.6	15.49	14.22	1.53	1.09	0.108	0.077	-1.62	1.27	-0.068	0.054	0.601	0.531	1.089	1.232	0.884	0.122	0.334	0.365	0.696	0.615	2.265
12/13/17	10:05:00	F5	526	1	20.94	6.8	2.6	23.66	14.22	27.22	9.91	12.95	15.81	14.08	1.7	0.91	0.121	0.065	-1.13	1.73	-0.048	0.073	0.595	0.517	1.130	1.300	0.869	0.124	0.325	0.382	0.601	0.522	2.091
3/3/18	11:30:00	F5	526	1	18.65	7.37	2.41	22.28	14.32	25.96	11.22	12.09	14.48	13.81	1.46	0.96	0.106	0.070	-1.72	0.67	-0.077	0.030	0.620	0.532	1.195	1.392	0.858	0.129	0.395	0.327	0.643	0.552	1.943
3/2/18	10:48:00	F5	527	1	25.08	7.14	2.79	22.42	15.36	27.97	13.17	13.01	17.11	13.65	1.6	0.99	0.117	0.073	-0.64	3.46	-0.029	0.154	0.609	0.488	0.894	1.115	0.802	0.111	0.285	0.391	0.685	0.549	2.151
2/23/18	11:21:00	F5	527	1	22.91	6.82	2.45	23.87	15.48	28.03	10.86	13.74	16.77	14.11	1.59	0.98	0.113	0.069	-0.37	2.66	-0.016	0.111	0.591	0.503	1.042	1.223	0.852	0.107	0.298	0.359	0.649	0.552	2.270
1/5/18	10:52:00	F5	527	1	21.72	6.78	2.77	23.92	13.99	27.63	11.83	14.23	18.19	15.1	1.61	0.91	0.107	0.060	-0.87	3.09	-0.036	0.129	0.631	0.547	1.101	1.272	0.866	0.128	0.312	0.409	0.585	0.506	2.063
1/5/18	11:52:00	F5	529	1	27.12	7.65	2.58	24.88	16.78	30.37	12.81	14.14	16.86	14.98	1.65	0.9	0.110	0.060	-0.84	1.88	-0.034	0.076	0.602	0.493	0.917	1.120	0.819	0.095	0.282	0.337	0.674	0.553	2.193
1/24/18	9:23:00	F5	529	1	23.1	5.83	2.52	22.83	16.65	27.97	10.8	13.45	16.03	13.54	1.55	0.96	0.114	0.071	-0.09	2.49	-0.004	0.109	0.593	0.484	0.988	1.211	0.816	0.109	0.252	0.432	0.729	0.595	2.856
2/2/18	10:30:00	F5	529	1	23.49	6.7	2.67	23.63	15.35	27.1	12.64	12.93	15.2	12.43	1.76	0.96	0.142	0.077	0.5	2.77	0.021	0.117	0.526	0.459	1.006	1.154	0.872	0.114	0.285	0.399	0.650	0.566	2.291
11/24/17	9:40:00	F5	530	1	23.9	6.62	2.81	24.44	13.9	28.05	12.63	14.85	16.78	13.52	2.04	1.01	0.151	0.075	1.33	3.26	0.054	0.133	0.553	0.482	1.023	1.174	0.871	0.118	0.277	0.424	0.569	0.496	2.100
1/24/18	9:27:00	F5	530	1	20.57	6.27	2.69	24.29	15.75	27.12	11.47	13.41	15.83	12.38	1.54	0.95	0.124	0.077	1.03	3.45	0.042	0.142	0.510	0.456	1.181	1.318	0.896	0.131	0.305	0.429	0.648	0.581	2.512
1/18/18	11:38:00	F5	530	2	18.34	5.61	2.69	20.3	13.45	23.96	11.72	13.17	14.16	12.07	1.81	0.93	0.150	0.077	1.1	2.09	0.054	0.103	0.595	0.504	1.107	1.306	0.847	0.147	0.306	0.480	0.663	0.561	2.398
1/24/18	9:30:00	F5	533	1	19.82	6.22	2.36	21.45	14.01	25.03	9.7	11.88	14.32	12.76	1.54	0.99	0.121	0.078	-0.88	1.56	-0.041	0.073	0.595	0.510	1.082	1.263	0.857	0.119	0.314	0.379	0.653	0.560	2.252
1/5/18	11:55:00	F5	533	1	21.65	6.01	2.4	20.45	13.65	25.62	10.44	11.52	13.5	13.28	1.6	0.94	0.120	0.071	-1.76	0.22	-0.086	0.011	0.649	0.518	0.945	1.183	0.798	0.111	0.278	0.399	0.667	0.533	2.271
12/15/17	9:52:00	F5	533	1	19.03	6.26	2.26	21.75	12.23	24.07	9.47	11.86	14.71	13.01	1.33	0.96	0.102	0.074	-1.15	1.7	-0.053	0.078	0.598	0.541	1.143	1.265	0.904	0.119	0.329	0.361	0.562	0.508	1.954
1/5/18	11:58:00	F5	535	1	24.89	7.28	2.6	23.54	15.97	28.23	11.13	13.66	16.49	14.54	1.75	0.94	0.120	0.065	-0.88	1.95	-0.037	0.083	0.618	0.515	0.946	1.134	0.834	0.104	0.292	0.357	0.678	0.566	2.194
1/24/18	9:33:00	F5	535	1	26.1	7.27	2.37	24.52	16.4	28.71	11.83	13.03	16.67	13.63	1.55	1.05	0.114	0.077	-0.6	3.04	-0.024	0.124	0.556	0.475	0.939	1.100	0.854	0.091	0.279	0.326	0.669	0.571	2.256
11/28/17	10:15:00	F5	535	1	25.61	7.36	2.57	23.69	16.03	29.05	12.36	13.5	17.16	14.36	1.81	1.03	0.126	0.072	-0.86	2.8	-0.036	0.118	0.606	0.494	0.925	1.134	0.815	0.100	0.287	0.349	0.677	0.552	2.178
3/30/18	11:23:00	F5	537	1	18.92	6.01	2.54	20.6	12.62	23.49	8.43	12.43	14.75	11.58	1.59	0.98	0.137	0.085	0.85	3.17	0.041	0.154	0.562	0.493	1.089	1.242	0.877	0.134	0.318	0.423	0.613	0.537	2.100
4/6/18	10:23:00	F5	537	1	17.16	5.75	2.15	20.07	13.25	22.96	8.72	12.25	14.3	11.5	1.42	0.84	0.123	0.073	0.75	2.8	0.037	0.140	0.573	0.501	1.170	1.338	0.874	0.125	0.335	0.374	0.660	0.577	2.304
4/22/18	10:12:00	F5	537	1	19.78	5.81	2.6	20.83	13.83	25.58	12.15	13.29	16.22	13.3	1.23	0.94	0.092	0.071	-0.01	2.92	0.000	0.140	0.639	0.520	1.053	1.293	0.814	0.131	0.294	0.448	0.664	0.541	2.380
4/12/18	11:26:00	F5	538	1	22.18	6.12	2.3	21.83	14.4	26.58	9.43	13.3	16.1	12.04	1.33	0.81	0.110	0.067	1.26	4.06	0.058	0.186	0.552	0.453	0.984	1.198	0.821	0.104	0.276	0.376	0.660	0.542	2.353
11/16/17	10:46:00	F5	538	1	21.05	5.82	2.57	21.22	13.19	25.22	12.3	12.39	14.31	13.51	1.8	0.89	0.133	0.066	-1.12	0.8	-0.053	0.038	0.637	0.536	1.008	1.198	0.841	0.122	0.276	0.442	0.622	0.523	2.266
4/22/18	10:16:00	F5	538	1	21.2	6.34	2.51	21.83	14.17	26.31	9.97	13.27	16.28	11.34	1.37	0.87	0.121	0.077	1.93	4.94	0.088	0.226	0.519	0.431	1.030	1.241	0.830	0.118	0.299	0.396	0.649	0.539	2.235
1/5/18	12:00:00	F5	539	1	21.47	7.1	2.44	21.91	14.9	25.8	10.95	14.03	16.3	14.09	1.64	0.94	0.116	0.067	-0.06	2.21	-0.003	0.101	0.643	0.546	1.020	1.202	0.849	0.114	0.331	0.344	0.680	0.578	2.099
11/1/17	10:07:00	F5	539	1	20.7	8.35	2.36	25.47	16.84	27.32	10.93	14.88	18.14	14.68	1.77	1.03	0.121	0.070	0.2	3.46	0.008	0.136	0.576	0.537	1.230	1.320	0.932	0.114	0.403	0.283	0.661	0.616	2.017
1/24/18	9:41:00	F5	539	1	22.16	6.45	2.38	24.62	16.28	28.76	10.93	14.51	17.34	15.4	1.67	1.08	0.108	0.070	-0.89	1.94	-0.036	0.079	0.626	0.535	1.111	1.298	0.856	0.107	0.291	0.369	0.661	0.566	2.524
4/10/18	11:26:00	F5	541	1	23.3	7.13	2.71	19.86	12.78	24.69	11.83	12.49	15.3	12.84	1.43	0.97	0.111	0.076	-0.35	2.46	-0.018	0.124	0.647	0.520	0.852	1.060	0.804	0.116	0.306	0.380	0.644	0.518	1.792
4/6/18	10:42:00	F5	541	1	24.6	6.39	2.38	21.03	14.87	26.14	12.09	12.83	15.11	13.84	1.61	0.91	0.116	0.066	-1.01	1.27	-0.048	0.060	0.658	0.529	0.855	1.063	0.805	0.097	0.260	0.372	0.707	0.569	2.327
3/26/18	10:44:00	F5	541	1	19.64	5.9	2.46	18.73	12.86	23.32	11.32	11.91	13.85	11.28	1.3	0.85	0.115	0.075	0.63	2.57	0.034	0.137	0.602	0.484	0.954	1.187	0.803	0.125	0.300	0.417	0.687	0.551	2.180
11/14/17	11:19:00	F5	545	1	20.69	6	2.27	24	15.95	27.42	10.46	12.62	15.78	12.45	1.61	1.04	0.129	0.084	0.17	3.33	0.007	0.139	0.519	0.454	1.160	1.325	0.875	0.110	0.290	0.378	0.665	0.582	2.658
2/2/18	9:46:00	F5	545	1	21.29	6.31	2.22	25.75	16.61	28.83	10.31	13.91	17.01	12.84	1.36	1.01	0.106	0.079	1.07	4.17	0.042	0.162	0.499	0.445	1.209	1.354	0.893	0.104	0.296	0.352	0.645	0.576	2.632
1/24/18	9:45:00	F5	545	1	23.11	6.26	2.33	24.61	16.13	29.62	11.09	14.31	17.15	13.41	1.44	1.06	0.107	0.079	0.9	3.74	0.037	0.152	0.545	0.453	1.065	1.282	0.831	0.101	0.271	0.372	0.655	0.545	2.577
4/25/18	11:16:00	F5	546	1	23	6.17	2.47	19.73	12.23	24.26	9.35	11.18	12.65	11.46	1.44	0.87	0.126	0.076	-0.28	1.19	-0.014	0.060	0.581	0.472	0.858	1.055	0.813	0.107	0.268	0.400	0.620	0.504	1.982
4/22/18	10:19:00	F5	546	1	21.27	5.99	2.34	20.04	10.49	24.22	10.65	10.59	12.37	11.25	1.45	0.88	0.129	0.078	-0.66	1.12	-0.033	0.056	0.561	0.464	0.942	1.139	0.827	0.110	0.282	0.391	0.523	0.433	1.751
4/26/18	9:12:00	F5	546	1	24.74	6.45	2.69	22.86	14.38	28.95	13.63	12.91	15.2	13.19	1.68	0.9	0.127	0.068	-0.28	2.01	-0.012	0.088	0.577	0.456	0.924	1.170	0.790	0.109	0.261	0.417	0.629	0.497	2.229
1/24/18	9:49:00	F5	550	1	23.3	7.32	2.47	25.18	17.31	29.75	11.99	15	17.89	14.56	1.5	0.93	0.103	0.064	0.44	3.33	0.017	0.132	0.578	0.489	1.081	1.277	0.846	0.106	0.314	0.337	0.687	0.582	2.365
2/21/18	10:36:00	F5	550	1	18.63	7.54	2.27	22.36	16.76	26.71	9.48	14.02	17.57	13.48	1.7	1.07	0.126	0.079	0.54	4.09	0.024	0.183	0.603	0.505	1.200	1.434	0.837	0.122	0.405	0.301	0.750	0.627	2.223
2/2/18	9:49:00	F5	550	1	21.78	6.5	2.43	25.25	15.78	27.71	9.9	14.73	17.56	12.89	1.74	0.92	0.135	0.071	1.84	4.67	0.073	0.185	0.510	0.465	1.159	1.272	0.911	0.112	0.298	0.374	0.625	0.569	2.428
4/6/18	10:45:00	F5	552	1	24.8	6.54	2.82	23.34	13.83	28.57	10.32	13.07	15.44	12.67	1.72	0.93	0.136	0.073	0.4	2.77	0.017	0.119	0.543	0.443	0.941	1.152	0.817	0.114	0.264	0.431	0.593	0.484	2.115
4/10/18	11:30:00	F5	552	1	26.67	7.2	2.89	24.53	14.26	30.19	12.23	14.48	17.46	14.79	1.63	1.02	0.110	0.069	-0.31	2.67	-0.013	0.109	0.603	0.490	0.920	1.132	0.813	0.108	0.270	0.401	0.581	0.472	1.981
12/15/17	10:28:00	F5	552	1	26.84	6.51	2.45	26.25	14.28	30.75	10.55	14.09	17.32	15.2	1.67	0.92	0.110	0.061	-1.11	2.12	-0.042	0.081	0.579	0.494	0.978	1.146	0.854	0.091	0.243	0.376	0.544	0.464	2.194
2/28/18	10:36:00	F5	555	1	15.89	5.77	2.33	18.9	13.86	21.09	9.71	11.74	13.81	12.78	1.67	1	0.131	0.078	-1.04	1.03	-0.055	0.054	0.676	0.606	1.189	1.327	0.896	0.147	0.363	0.404	0.733	0.657	2.402
5/21/18	9:51:00	F5	555	1	23.26	7.13	2.56	23.94	17.29	29.2	11.13	14.9	17.63	15.97	1.47	0.93	0.092	0.058	-1.07	1.66	-0.045	0.069	0.667	0.547	1.029	1.255	0.820	0.110	0.307	0.359	0.722	0.592	2.425
12/31/17	10:21:00	F5	555	1	23.35	7.36	2.42	26.19	18.43	29.89	12.31	14.86	17.85	17.31	1.67	0.89	0.096	0.051	-2.45	0.54	-0.094	0.021	0.661	0.579	1.122	1.280	0.876	0.104	0.315	0.329	0.704	0.617	2.504
4/22/18	10:22:00	F5	557	1	24.6	7.8	2.93	23.75	14.98	29.38	11.69	15.22	17.85	14.4	1.52	1.02	0.106	0.071	0.82	3.45	0.035	0.145	0.606	0.490	0.965	1.194	0.808	0.119	0.317	0.376	0.631	0.510	1.921
3/27/18	11:45:00	F5	557	1	25.78	7.75	2.95	26.23	16.78	31.41	10.06	15.39	17.57	15.84	1.6	1.05	0.101	0.066	-0.45	1.73	-0.017	0.066	0.604	0.504	1.017	1.218	0.835	0.114	0.301	0.381	0.640	0.534	2.165
4/6/18	10:49:00	F5	557	1	24.49	7.5	2.6	25.64	16.3	29.86	10.9	15	17.81	14.11	1.59	1.06	0.113	0.075	0.89	3.7	0.035	0.144	0.550	0.473	1.047	1.219	0.859	0.106	0.306	0.347	0.636	0.546	2.173
3/28/18	9:31:00	F5	558	1	18.56	6.06	2.53	20.85	13.87	24.67	10.22	11.31	14.74	14.18	1.37	0.83	0.097	0.059	-2.87	0.56	-0.138	0.027	0.680	0.575	1.123	1.329	0.845	0.136	0.327	0.417	0.665	0.562	2.289
3/25/18	11:50:00	F5	558	1	18.27	5.69	2.62	19.47	11.64	22.92	9.33	11.39	13.32	12.62	1.42	0.92	0.113	0.073	-1.23	0.7	-0.063	0.036	0.648	0.551	1.066	1.255	0.849	0.143	0.311	0.460	0.598	0.508	2.046
12/13/17	10:19:00	F5	558	1	21.59	6.49	2.83	24.84	14.78	27.68	10.21	13.58	16.96	16	1.6	0.94	0.100	0.059	-2.42	0.96	-0.097	0.039	0.644	0.578	1.151	1.282	0.897	0.131	0.301	0.436	0.595	0.534	2.277
12/13/17	10:28:00	F5	559	1	26.95	7.24	2.44	26.56	18.73	31.65	10.08	13.96	16.9	15.66	1.76	0.95	0.112	0.061	-1.7	1.24	-0.064	0.047	0.590	0.495	0.986	1.174	0.839	0.091	0.269	0.337	0.705	0.592	2.587
11/30/17	10:59:00	F5	559	1	24.71	6.96	2.48	25.97	16.74	30.25	11.41	14.43	16.76	14.9	1.66	1.04	0.111	0.070	-0.47	1.86	-0.018	0.072	0.574	0.493	1.051	1.224	0.859	0.100	0.282	0.356	0.645	0.553	2.405
12/15/17	10:39:00	F5	559	1	27.49	7.43	2.75	27.56	16.66	32.38	12.09	14.96	17.44	16.85	1.96	0.98	0.116	0.058	-1.89	0.59	-0.069	0.021	0.611	0.520	1.003	1.178	0.851	0.100	0.270	0.370	0.604	0.515	2.242
12/13/17	11:14:00	F5	563	1	23.03	6.84	2.9	22.74	13.88	26.2	13.13	13.21	15.75	14.8	1.78	0.97	0.120	0.066	-1.59	0.95	-0.070	0.042	0.651	0.565	0.987	1.138	0.868	0.126	0.297	0.424	0.610	0.530	2.029
3/4/18	10:53:00	F5	563	1	21.38	5.85	2.52	19.65	12.1	23.32	13.33	10.51	12.51	12.74	1.65	0.87	0.130	0.068	-2.23	-0.23	-0.113	-0.012	0.648	0.546	0.919	1.091	0.843	0.118	0.274	0.431	0.616	0.519	2.068
3/13/18	9:49:00	F5	563	1	21.74	5.7	2.89	21.15	13.73	24.61	12.82	11.38	13.74	12.9	1.62	0.89	0.126	0.069	-1.52	0.84	-0.072	0.040	0.610	0.524	0.973	1.132	0.859	0.133	0.262	0.507	0.649	0.558	2.409
12/13/17	9:48:00	F5	567	1	22.44	6.13	2.47	22.92	15.06	27.22	11.46	14.08	16.87	14	1.75	0.87	0.125	0.062	0.08	2.87	0.003	0.125	0.611	0.514	1.021	1.213	0.842	0.110	0.273	0.403	0.657	0.553	2.457
3/28/18	11:24:00	F5	567	1	18.27	5.94	2.56	20.39	13.32	24	10.08	12.33	14.51	12.12	1.48	0.91	0.122	0.075	0.21	2.39	0.010	0.117	0.594	0.505	1.116	1.314	0.850	0.140	0.325	0.431	0.653	0.555	2.242
3/30/18	11:22:00	F5	567	1	17.22	5.58	2.61	19.7	12.34	22.68	9.01	11.58	14.47	11.75	1.39	1	0.118	0.085	-0.17	2.72	-0.009	0.138	0.596	0.518	1.144	1.317	0.869	0.152	0.324	0.468	0.626	0.544	2.211
1/3/18	11:28:00	C	570	1	31.24	8.77	2.79	27.38	17.83	34.91	13.07	17.16	20.19	16.91	1.41	1.08	0.083	0.064	0.25	3.28	0.009	0.120	0.618	0.484	0.876	1.117	0.784	0.089	0.281	0.318	0.651	0.511	2.033
