Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height	OV/P_Ratio	SH/P_Ratio	MiF-P_dis	MaF-P_dis	MiF-P_dis/L	MaF-P_dis/L	PL/L_ratio	PL/LV_ratio	L/W_Ratio	LV/W_Ratio	L/LV_Ratio	B/W_Ratio	TW/W_Ratio	B/TW_Ratio	TL/L_Ratio	TL/LV_Ratio	TL/TW_Ratio
3/9/18	9:39:00	C	1075	1	28.63	7.19	2.39	26.44	17.07	31.99	11.71	15.69	19	15.85	1.44	1.07	0.091	0.068	-0.16	3.15	-0.006	0.119	0.599	0.495	0.924	1.117	0.827	0.083	0.251	0.332	0.646	0.534	2.374
12/15/17	10:12:00	C	1075	1	31.01	8.31	2.94	27.09	16.33	33.95	12.14	16.27	19.72	16.62	1.66	1.02	0.100	0.061	-0.35	3.1	-0.013	0.114	0.614	0.490	0.874	1.095	0.798	0.095	0.268	0.354	0.603	0.481	1.965
1/10/18	10:18:00	C	1075	1	27.72	8.12	2.61	24.59	17.05	30.55	9.91	15.74	19.13	16.28	1.72	1.16	0.106	0.071	-0.54	2.85	-0.022	0.116	0.662	0.533	0.887	1.102	0.805	0.094	0.293	0.321	0.693	0.558	2.100
3/11/18	11:13:00	F5	1078	1	19.81	6.55	2.66	20.82	13.95	25.33	11.42	14.02	15.82	15.59	1.42	0.98	0.091	0.063	-1.57	0.23	-0.075	0.011	0.749	0.615	1.051	1.279	0.822	0.134	0.331	0.406	0.670	0.551	2.130
3/9/18	11:09:00	F5	1078	1	18.5	6.01	2.58	20.75	14.99	24.35	10.7	13.39	15.45	14.28	1.45	0.94	0.102	0.066	-0.89	1.17	-0.043	0.056	0.688	0.586	1.122	1.316	0.852	0.139	0.325	0.429	0.722	0.616	2.494
1/10/18	10:21:00	F5	1078	2	20.97	6.5	2.9	23.73	14.85	26.64	11.09	14.67	16.7	16.33	1.59	0.91	0.097	0.056	-1.66	0.37	-0.070	0.016	0.688	0.613	1.132	1.270	0.891	0.138	0.310	0.446	0.626	0.557	2.285
12/5/17	9:45:00	F5	1079	1	20.99	5.58	2.46	22.41	14.85	26.39	10.69	13.07	16.72	14.9	1.43	0.96	0.096	0.064	-1.83	1.82	-0.082	0.081	0.665	0.565	1.068	1.257	0.849	0.117	0.266	0.441	0.663	0.563	2.661
3/13/18	10:29:00	F5	1079	1	20.41	6.53	2.35	23.84	15.54	27.24	10.35	14.5	16.85	14.89	1.39	0.87	0.093	0.058	-0.39	1.96	-0.016	0.082	0.625	0.547	1.168	1.335	0.875	0.115	0.320	0.360	0.652	0.570	2.380
3/15/18	10:51:00	F5	1079	1	17.31	6.23	2.77	18.8	12.81	22.19	11.53	13.21	15.01	12.82	1.17	0.79	0.091	0.062	0.39	2.19	0.021	0.116	0.682	0.578	1.086	1.282	0.847	0.160	0.360	0.445	0.681	0.577	2.056
3/3/18	11:00:00	F5	1080	1	23.23	5.9	2.51	21.74	13.69	24.72	11.24	13	15.24	12.4	1.61	0.96	0.130	0.077	0.6	2.84	0.028	0.131	0.570	0.502	0.936	1.064	0.879	0.108	0.254	0.425	0.630	0.554	2.320
12/17/17	9:57:00	F5	1080	1	24.97	7.15	2.62	23.73	15.98	28.22	11.45	12.82	15.88	14.06	1.67	1.08	0.119	0.077	-1.24	1.82	-0.052	0.077	0.592	0.498	0.950	1.130	0.841	0.105	0.286	0.366	0.673	0.566	2.235
1/10/18	10:25:00	F5	1080	1	21.59	6.49	2.35	19.33	12.2	23.65	9.85	11.81	14.08	12.25	1.57	0.97	0.128	0.079	-0.44	1.83	-0.023	0.095	0.634	0.518	0.895	1.095	0.817	0.109	0.301	0.362	0.631	0.516	1.880
11/7/17	10:46:00	F5	1081	1	21.21	8.05	2.48	25.91	16.62	28.63	13.63	13.54	15.48	13.22	1.75	0.96	0.132	0.073	0.32	2.26	0.012	0.087	0.510	0.462	1.222	1.350	0.905	0.117	0.380	0.308	0.641	0.581	2.065
3/13/18	10:25:00	F5	1081	1	21.51	6.35	2.41	22.97	15.97	27.01	12.72	13.41	16.58	12.92	1.4	0.88	0.108	0.068	0.49	3.66	0.021	0.159	0.562	0.478	1.068	1.256	0.850	0.112	0.295	0.380	0.695	0.591	2.515
3/7/18	10:48:00	F5	1081	1	20.23	6.37	2.39	23.11	15.91	26.84	11.83	13.07	16.44	12.96	1.64	0.86	0.127	0.066	0.11	3.48	0.005	0.151	0.561	0.483	1.142	1.327	0.861	0.118	0.315	0.375	0.688	0.593	2.498
12/1/17	11:17:00	F5	1082	1	24.72	7.84	2.25	22.53	14.39	28.22	10.95	12.69	14.88	13.11	1.51	0.88	0.115	0.067	-0.42	1.77	-0.019	0.079	0.582	0.465	0.911	1.142	0.798	0.091	0.317	0.287	0.639	0.510	1.835
12/5/17	9:49:00	F5	1082	2	24.73	7.28	2.54	21.5	15.67	27.58	10.31	13.22	15.6	13.48	1.37	0.92	0.102	0.068	-0.26	2.12	-0.012	0.099	0.627	0.489	0.869	1.115	0.780	0.103	0.294	0.349	0.729	0.568	2.152
3/7/18	10:52:00	F5	1082	1	22.93	6.89	2.37	21.84	13.64	26.11	10.12	11.89	15.15	12.21	1.34	0.78	0.110	0.064	-0.32	2.94	-0.015	0.135	0.559	0.468	0.952	1.139	0.836	0.103	0.300	0.344	0.625	0.522	1.980
12/31/17	11:00:00	F5	1083	1	19.87	6.39	2.54	22.26	15.5	24.91	11.19	12.35	15.17	14.43	1.61	0.95	0.112	0.066	-2.08	0.74	-0.093	0.033	0.648	0.579	1.120	1.254	0.894	0.128	0.322	0.397	0.696	0.622	2.426
4/10/18	10:19:00	F5	1083	1	22.02	6.35	2.37	19.39	14.31	23.55	11.63	12.68	14.88	13.01	1.28	0.94	0.098	0.072	-0.33	1.87	-0.017	0.096	0.671	0.552	0.881	1.069	0.823	0.108	0.288	0.373	0.738	0.608	2.254
1/30/18	9:59:00	F5	1083	2	18.75	6.22	2.5	19.9	12.8	23.06	10.04	11.58	14.28	13.04	1.2	0.85	0.092	0.065	-1.46	1.24	-0.073	0.062	0.655	0.565	1.061	1.230	0.863	0.133	0.332	0.402	0.643	0.555	2.058
2/25/18	10:06:00	C	1084	1	28.24	7.27	2.47	27.17	18.02	32.41	11.32	15.58	19.41	16.96	1.51	1.14	0.089	0.067	-1.38	2.45	-0.051	0.090	0.624	0.523	0.962	1.148	0.838	0.087	0.257	0.340	0.663	0.556	2.479
2/21/18	9:46:00	C	1084	1	29.37	7.31	2.58	27.34	18.83	33.99	12.38	17.28	19.94	18.18	1.71	1.07	0.094	0.059	-0.9	1.76	-0.033	0.064	0.665	0.535	0.931	1.157	0.804	0.088	0.249	0.353	0.689	0.554	2.576
2/23/18	10:03:00	C	1084	1	27.13	7.35	2.63	27.1	17.86	32.48	11.6	17.4	20.32	18.42	1.51	1.02	0.082	0.055	-1.02	1.9	-0.038	0.070	0.680	0.567	0.999	1.197	0.834	0.097	0.271	0.358	0.659	0.550	2.430
1/30/18	10:02:00	F5	1086	2	19.18	6.99	2.67	22.54	15.15	27.01	12.07	9.65	12.92	13.03	1.88	0.83	0.144	0.064	-3.38	-0.11	-0.150	-0.005	0.578	0.482	1.175	1.408	0.835	0.139	0.364	0.382	0.672	0.561	2.167
12/15/17	10:15:00	F5	1086	1	22.04	7.05	2.64	24.64	14.22	28.01	10.36	10.79	14.03	12.9	1.6	0.74	0.124	0.057	-2.11	1.13	-0.086	0.046	0.524	0.461	1.118	1.271	0.880	0.120	0.320	0.374	0.577	0.508	2.017
1/10/18	10:50:00	F5	1086	1	17.59	6.31	2.62	22.19	12.84	22.95	10.3	9.45	11.61	12.19	1.45	0.93	0.119	0.076	-2.74	-0.58	-0.123	-0.026	0.549	0.531	1.262	1.305	0.967	0.149	0.359	0.415	0.579	0.559	2.035
1/10/18	10:53:00	F5	1087	1	22.02	6.07	2.26	22.78	15.01	25.39	12.11	12.75	15.03	14.76	1.46	0.92	0.099	0.062	-2.01	0.27	-0.088	0.012	0.648	0.581	1.035	1.153	0.897	0.103	0.276	0.372	0.659	0.591	2.473
11/5/17	11:52:00	F5	1087	1	23.66	7.36	2.36	27.82	16.33	30.54	12.43	15.59	19.1	16.79	1.84	1.15	0.110	0.068	-1.2	2.31	-0.043	0.083	0.604	0.550	1.176	1.291	0.911	0.100	0.311	0.321	0.587	0.535	2.219
3/1/18	11:37:00	F5	1087	1	22.63	6.67	2.38	24.9	16.51	28.82	12.76	14.92	17.15	15.94	1.49	0.96	0.093	0.060	-1.02	1.21	-0.041	0.049	0.640	0.553	1.100	1.274	0.864	0.105	0.295	0.357	0.663	0.573	2.475
3/11/18	10:47:00	F5	1090	1	19.65	6.07	2.46	20.11	12.63	23.98	10.01	12.67	15.51	13.07	1.38	0.94	0.106	0.072	-0.4	2.44	-0.020	0.121	0.650	0.545	1.023	1.220	0.839	0.125	0.309	0.405	0.628	0.527	2.081
3/6/18	9:48:00	F5	1090	1	20.2	6.28	2.33	20.16	13.89	24.55	9.13	12.97	15.63	12.97	1.49	0.97	0.115	0.075	0	2.66	0.000	0.132	0.643	0.528	0.998	1.215	0.821	0.115	0.311	0.371	0.689	0.566	2.212
11/7/17	10:49:00	F5	1090	1	21.86	8.35	2.58	27.58	16.03	29.83	10.3	14.69	17.22	14.46	1.56	1.04	0.108	0.072	0.23	2.76	0.008	0.100	0.524	0.485	1.262	1.365	0.925	0.118	0.382	0.309	0.581	0.537	1.920
2/23/18	10:10:00	F5	1093	1	17.96	5.76	2.39	19.64	13.71	21.91	10.66	11.43	12.94	10.8	1.41	0.81	0.131	0.075	0.63	2.14	0.032	0.109	0.550	0.493	1.094	1.220	0.896	0.133	0.321	0.415	0.698	0.626	2.380
2/25/18	10:10:00	F5	1093	1	20.4	6.25	2.62	21.22	15.28	23.25	10.48	12.5	14.44	12.08	1.38	0.83	0.114	0.069	0.42	2.36	0.020	0.111	0.569	0.520	1.040	1.140	0.913	0.128	0.306	0.419	0.720	0.657	2.445
2/28/18	10:32:00	F5	1093	1	18.39	6.08	2.69	19.58	13.85	22.4	11.3	11.63	14.03	11.36	1.47	0.89	0.129	0.078	0.27	2.67	0.014	0.136	0.580	0.507	1.065	1.218	0.874	0.146	0.331	0.442	0.707	0.618	2.278
12/13/17	9:55:00	F5	1094	1	21.17	6.77	2.39	24.09	15.88	28.01	10.72	14.08	17.05	15	1.51	0.94	0.101	0.063	-0.92	2.05	-0.038	0.085	0.623	0.536	1.138	1.323	0.860	0.113	0.320	0.353	0.659	0.567	2.346
12/17/17	10:24:00	F5	1094	1	22.73	6.33	2.59	25.56	17.34	29.38	12.06	14.48	17.45	14.6	1.51	0.95	0.103	0.065	-0.12	2.85	-0.005	0.112	0.571	0.497	1.125	1.293	0.870	0.114	0.278	0.409	0.678	0.590	2.739
3/16/18	9:41:00	F5	1094	1	25.44	6.54	2.7	22.46	14.83	29.26	11.94	14.47	16.88	14.37	1.41	1.05	0.098	0.073	0.1	2.51	0.004	0.112	0.640	0.491	0.883	1.150	0.768	0.106	0.257	0.413	0.660	0.507	2.268
12/31/17	11:03:00	F5	1095	1	21.59	7.01	2.51	23.2	14.71	26.33	9.65	12.77	15.4	13.36	1.5	1	0.112	0.075	-0.59	2.04	-0.025	0.088	0.576	0.507	1.075	1.220	0.881	0.116	0.325	0.358	0.634	0.559	2.098
1/30/18	10:05:00	F5	1095	1	20.61	6.54	2.39	21.72	14.93	24.99	9.32	12.66	14.45	13.37	1.15	0.9	0.086	0.067	-0.71	1.08	-0.033	0.050	0.616	0.535	1.054	1.213	0.869	0.116	0.317	0.365	0.687	0.597	2.283
1/10/18	10:56:00	F5	1095	1	24.04	7.12	2.28	25.03	15.75	27.88	10.47	13.45	16.1	14.63	1.53	1.11	0.105	0.076	-1.18	1.47	-0.047	0.059	0.584	0.525	1.041	1.160	0.898	0.095	0.296	0.320	0.629	0.565	2.212
3/9/18	11:13:00	F5	1097	1	21	6.27	2.73	21.55	14.25	25.41	12.3	13.3	15.81	12.9	1.4	0.94	0.109	0.073	0.4	2.91	0.019	0.135	0.599	0.508	1.026	1.210	0.848	0.130	0.299	0.435	0.661	0.561	2.273
1/10/18	11:00:00	F5	1097	1	18.78	6.71	2.5	21.51	15.17	23.85	11.47	13.43	16.05	13.1	1.31	0.94	0.100	0.072	0.33	2.95	0.015	0.137	0.609	0.549	1.145	1.270	0.902	0.133	0.357	0.373	0.705	0.636	2.261
3/7/18	10:56:00	F5	1097	1	23.18	5.78	2.59	22.03	14.35	26.28	12.16	14.11	16.88	13.55	1.46	0.95	0.108	0.070	0.56	3.33	0.025	0.151	0.615	0.516	0.950	1.134	0.838	0.112	0.249	0.448	0.651	0.546	2.483
3/9/18	9:50:00	L	1099	1	14.71	4.48	2.3	14.9	8.98	17.5	9.8	8.34	10.67	9.07	1.34	0.83	0.148	0.092	-0.73	1.6	-0.049	0.107	0.609	0.518	1.013	1.190	0.851	0.156	0.305	0.513	0.603	0.513	2.004
3/7/18	10:08:00	L	1099	1	15.71	5.38	2.43	15.76	10.62	18.56	10.32	9.99	11.69	9.74	1.37	1.01	0.141	0.104	0.25	1.95	0.016	0.124	0.618	0.525	1.003	1.181	0.849	0.155	0.342	0.452	0.674	0.572	1.974
3/2/18	9:43:00	L	1099	1	16.98	5.12	2.52	16.09	10.49	19.03	10.15	10.3	11.76	9.8	1.46	0.89	0.149	0.091	0.5	1.96	0.031	0.122	0.609	0.515	0.948	1.121	0.846	0.148	0.302	0.492	0.652	0.551	2.049
1/30/18	10:08:00	F5	1100	1	20.23	5.9	2.45	23.08	14.77	26.74	10.63	14.25	15.88	14.16	1.61	0.93	0.114	0.066	0.09	1.72	0.004	0.075	0.614	0.530	1.141	1.322	0.863	0.121	0.292	0.415	0.640	0.552	2.503
2/23/18	10:23:00	F5	1100	1	21.74	6.73	2.63	23.97	15.85	27.15	10.15	14.77	17.2	13.89	1.33	1.07	0.096	0.077	0.88	3.31	0.037	0.138	0.579	0.512	1.103	1.249	0.883	0.121	0.310	0.391	0.661	0.584	2.355
2/21/18	9:50:00	F5	1100	1	21.49	5.32	2.69	21.41	14.55	25.81	9.07	14.98	17.21	14.87	1.47	1.03	0.099	0.069	0.11	2.34	0.005	0.109	0.695	0.576	0.996	1.201	0.830	0.125	0.248	0.506	0.680	0.564	2.735
11/11/17	11:52:00	F5	1102	1	16.51	5.48	2.4	22.27	14.29	24.04	10.23	12.74	15.55	14.96	1.8	1.03	0.120	0.069	-2.22	0.59	-0.100	0.026	0.672	0.622	1.349	1.456	0.926	0.145	0.332	0.438	0.642	0.594	2.608
2/28/18	10:25:00	F5	1102	1	17.34	5.5	2.56	19.12	14.23	22.94	9.14	13.39	15.78	14.47	1.46	0.96	0.101	0.066	-1.08	1.31	-0.056	0.069	0.757	0.631	1.103	1.323	0.833	0.148	0.317	0.465	0.744	0.620	2.587
2/23/18	10:26:00	F5	1102	1	20.67	5.59	2.43	21.52	15.31	25.72	10.53	13.54	16.33	15.11	1.51	0.91	0.100	0.060	-1.57	1.22	-0.073	0.057	0.702	0.587	1.041	1.244	0.837	0.118	0.270	0.435	0.711	0.595	2.739
2/23/18	10:30:00	F5	1104	1	22.35	6.62	2.47	23.06	15.95	27.42	11.48	14.38	16.02	13.93	1.34	1.03	0.096	0.074	0.45	2.09	0.020	0.091	0.604	0.508	1.032	1.227	0.841	0.111	0.296	0.373	0.692	0.582	2.409
12/31/17	11:06:00	F5	1104	1	21.98	6.29	2.51	23.93	14.44	27.05	11.29	13.35	15.88	13.74	1.86	1.03	0.135	0.075	-0.39	2.14	-0.016	0.089	0.574	0.508	1.089	1.231	0.885	0.114	0.286	0.399	0.603	0.534	2.296
1/10/18	11:03:00	F5	1104	1	21.22	6.34	2.58	23.76	15.3	27.48	10.11	13.4	15.36	13.5	1.53	1	0.113	0.074	-0.1	1.86	-0.004	0.078	0.568	0.491	1.120	1.295	0.865	0.122	0.299	0.407	0.644	0.557	2.413
1/10/18	11:06:00	F5	1105	1	19.31	6.95	2.56	23.33	16.87	26.85	9.64	13.62	16.39	14.36	1.5	1.01	0.104	0.070	-0.74	2.03	-0.032	0.087	0.616	0.535	1.208	1.390	0.869	0.133	0.360	0.368	0.723	0.628	2.427
12/9/17	10:12:00	F5	1105	1	21.35	7.01	2.54	22.8	15.08	26.49	9.04	13.35	15.69	13.2	1.53	0.88	0.116	0.067	0.15	2.49	0.007	0.109	0.579	0.498	1.068	1.241	0.861	0.119	0.328	0.362	0.661	0.569	2.151
12/17/17	10:27:00	F5	1105	1	20.5	6.74	2.25	24.26	15.82	26.84	9.55	13.81	15.49	13.32	1.7	1	0.128	0.075	0.49	2.17	0.020	0.089	0.549	0.496	1.183	1.309	0.904	0.110	0.329	0.334	0.652	0.589	2.347
12/17/17	10:36:00	F5	1106	1	24.66	5.97	2.67	24.85	16.86	29.68	11.49	16.09	18.69	14.91	1.69	0.93	0.113	0.062	1.18	3.78	0.047	0.152	0.600	0.502	1.008	1.204	0.837	0.108	0.242	0.447	0.678	0.568	2.824
2/21/18	9:57:00	F5	1106	1	26.09	6.56	2.66	23.56	15.76	28.73	11.9	15.76	19.66	15.05	1.59	0.98	0.106	0.065	0.71	4.61	0.030	0.196	0.639	0.524	0.903	1.101	0.820	0.102	0.251	0.405	0.669	0.549	2.402
12/5/17	9:53:00	F5	1106	1	22.95	6.16	2.7	21.85	14.44	26.61	11.51	15.84	18.26	15.06	1.62	0.93	0.108	0.062	0.78	3.2	0.036	0.146	0.689	0.566	0.952	1.159	0.821	0.118	0.268	0.438	0.661	0.543	2.344
12/9/17	10:15:00	F5	1110	1	20.34	6.96	2.34	21.59	14.38	25.69	9.28	12.8	15.24	12.18	1.68	0.97	0.138	0.080	0.62	3.06	0.029	0.142	0.564	0.474	1.061	1.263	0.840	0.115	0.342	0.336	0.666	0.560	2.066
3/13/18	10:07:00	F5	1110	1	18.11	5.06	2.26	17.66	12.23	21.58	8.35	10.9	14	12.97	1.37	0.98	0.106	0.076	-2.07	1.03	-0.117	0.058	0.734	0.601	0.975	1.192	0.818	0.125	0.279	0.447	0.693	0.567	2.417
1/10/18	11:09:00	F5	1110	1	14.33	6.52	2.19	17.71	12.29	20.15	7.3	10.67	13.47	11.14	1.38	0.91	0.124	0.082	-0.47	2.33	-0.027	0.132	0.629	0.553	1.236	1.406	0.879	0.153	0.455	0.336	0.694	0.610	1.885
1/24/18	10:15:00	F5	1111	1	17.04	5.65	2.3	18.29	11.48	20.92	10.45	11.34	14.7	12.87	1.34	0.95	0.104	0.074	-1.53	1.83	-0.084	0.100	0.704	0.615	1.073	1.228	0.874	0.135	0.332	0.407	0.628	0.549	2.032
1/10/18	10:33:00	F5	1111	2	19.28	7.05	2.64	19.73	13.01	23.53	10.6	12.27	14.91	14.5	1.83	0.96	0.126	0.066	-2.23	0.41	-0.113	0.021	0.735	0.616	1.023	1.220	0.839	0.137	0.366	0.374	0.659	0.553	1.845
3/27/18	11:59:00	F5	1111	1	23.1	6.79	2.76	22.35	15.25	27.47	11.46	14.07	17.61	15.44	1.59	0.86	0.103	0.056	-1.37	2.17	-0.061	0.097	0.691	0.562	0.968	1.189	0.814	0.119	0.294	0.406	0.682	0.555	2.246
1/10/18	10:36:00	F5	1112	1	17.68	5.54	2.45	18.03	13	21.41	9.53	11.76	14.51	12.36	1.62	0.99	0.131	0.080	-0.6	2.15	-0.033	0.119	0.686	0.577	1.020	1.211	0.842	0.139	0.313	0.442	0.721	0.607	2.347
2/21/18	10:01:00	F5	1112	1	18.17	5.05	2.39	19.75	14.46	22.72	11.3	11.92	14.96	11.82	1.32	1	0.112	0.085	0.1	3.14	0.005	0.159	0.598	0.520	1.087	1.250	0.869	0.132	0.278	0.473	0.732	0.636	2.863
12/17/17	10:42:00	F5	1112	1	20.17	5.47	2.44	20.16	14.16	24.31	10.05	12.48	16.26	12.89	1.53	0.99	0.119	0.077	-0.41	3.37	-0.020	0.167	0.639	0.530	1.000	1.205	0.829	0.121	0.271	0.446	0.702	0.582	2.589
2/23/18	10:34:00	F5	1113	1	25.84	6.37	2.44	20.93	14.71	28.49	10.4	14.37	17.8	15.72	1.38	0.98	0.088	0.062	-1.35	2.08	-0.065	0.099	0.751	0.552	0.810	1.103	0.735	0.094	0.247	0.383	0.703	0.516	2.309
2/25/18	10:26:00	F5	1113	1	24.91	6.72	2.45	22.66	15.49	27.4	11.13	14.15	16.81	15.87	1.58	0.91	0.100	0.057	-1.72	0.94	-0.076	0.041	0.700	0.579	0.910	1.100	0.827	0.098	0.270	0.365	0.684	0.565	2.305
12/17/17	10:45:00	F5	1113	1	26.57	7.28	2.7	26.63	16.74	31.47	10.8	15.07	18.04	16.1	1.43	0.95	0.089	0.059	-1.03	1.94	-0.039	0.073	0.605	0.512	1.002	1.184	0.846	0.102	0.274	0.371	0.629	0.532	2.299
3/24/18	11:39:00	F5	1114	1	20.51	5.73	2.47	21.11	12.55	24.89	8.22	13.02	15.89	13.47	1.35	0.89	0.100	0.066	-0.45	2.42	-0.021	0.115	0.638	0.541	1.029	1.214	0.848	0.120	0.279	0.431	0.595	0.504	2.190
12/13/17	9:41:00	F5	1114	1	18.55	5.78	2.27	21.42	12.24	24.26	8.78	13.03	16.09	12.18	1.34	0.95	0.110	0.078	0.85	3.91	0.040	0.183	0.569	0.502	1.155	1.308	0.883	0.122	0.312	0.393	0.571	0.505	2.118
3/28/18	10:29:00	F5	1114	1	21.84	6.37	2.38	21.46	13.89	26.79	8.47	14.06	17.91	13.18	1.26	0.85	0.096	0.064	0.88	4.73	0.041	0.220	0.614	0.492	0.983	1.227	0.801	0.109	0.292	0.374	0.647	0.518	2.181
1/10/18	10:39:00	F5	1115	1	17.23	5.48	2.34	21.22	13.42	23.5	10.48	13.22	15.8	14.66	1.48	0.82	0.101	0.056	-1.44	1.14	-0.068	0.054	0.691	0.624	1.232	1.364	0.903	0.136	0.318	0.427	0.632	0.571	2.449
3/7/18	11:00:00	F5	1115	1	23.45	6.8	2.41	23.64	16.02	26.71	12.81	14.58	16.27	15.04	1.33	0.89	0.088	0.059	-0.46	1.23	-0.019	0.052	0.636	0.563	1.008	1.139	0.885	0.103	0.290	0.354	0.678	0.600	2.356
4/10/18	10:22:00	F5	1115	1	22.06	6.18	2.74	22.5	14.65	26.04	11.28	14.53	17.11	16.08	1.36	1.05	0.085	0.065	-1.55	1.03	-0.069	0.046	0.715	0.618	1.020	1.180	0.864	0.124	0.280	0.443	0.651	0.563	2.371
2/24/18	11:48:00	F5	1117	1	23.28	6.76	2.45	20.26	14.85	26.5	12.09	14.45	16.74	15.64	1.22	0.96	0.078	0.061	-1.19	1.1	-0.059	0.054	0.772	0.590	0.870	1.138	0.765	0.105	0.290	0.362	0.733	0.560	2.197
11/3/17	10:51:00	F5	1117	1	26.38	7.76	2.73	24.59	16.48	30.66	10.79	14.98	18.62	15.85	1.99	0.99	0.126	0.062	-0.87	2.77	-0.035	0.113	0.645	0.517	0.932	1.162	0.802	0.103	0.294	0.352	0.670	0.538	2.124
2/25/18	10:19:00	F5	1117	1	23.2	6.18	2.6	21.49	13.75	24.38	11.01	12.85	15.8	14.84	1.59	1	0.107	0.067	-1.99	0.96	-0.093	0.045	0.691	0.609	0.926	1.051	0.881	0.112	0.266	0.421	0.640	0.564	2.225
3/24/18	11:23:00	F5	1118	1	19.25	7.33	2.61	20.09	13.68	25.09	10.78	11.96	15.03	13.78	1.67	0.9	0.121	0.065	-1.82	1.25	-0.091	0.062	0.686	0.549	1.044	1.303	0.801	0.136	0.381	0.356	0.681	0.545	1.866
4/4/18	10:13:00	F5	1118	2	21.57	6.76	2.72	21.21	12.99	25.23	10.6	13.54	16.24	14.01	1.47	0.96	0.105	0.069	-0.47	2.23	-0.022	0.105	0.661	0.555	0.983	1.170	0.841	0.126	0.313	0.402	0.612	0.515	1.922
3/28/18	10:33:00	F5	1118	1	21.96	6.99	2.86	22.42	15.17	27.11	10.35	13.42	16.57	15.25	1.52	0.94	0.100	0.062	-1.83	1.32	-0.082	0.059	0.680	0.563	1.021	1.235	0.827	0.130	0.318	0.409	0.677	0.560	2.170
12/3/17	11:43:00	F5	1119	1	22.79	6.49	2.51	24.41	15.93	28.99	10.51	16.36	18.93	17.99	1.72	1.02	0.096	0.057	-1.63	0.94	-0.067	0.039	0.737	0.621	1.071	1.272	0.842	0.110	0.285	0.387	0.653	0.549	2.455
11/18/17	11:52:00	F5	1119	1	18.46	5.95	2.29	21.61	12.39	25.12	9.24	12.92	15.93	15.57	1.64	0.97	0.105	0.062	-2.65	0.36	-0.123	0.017	0.720	0.620	1.171	1.361	0.860	0.124	0.322	0.385	0.573	0.493	2.082
11/11/17	11:08:00	F5	1119	1	19.79	6.26	2.58	24.75	14.96	26.57	10.81	14.5	17.46	17.14	1.68	1.09	0.098	0.064	-2.64	0.32	-0.107	0.013	0.693	0.645	1.251	1.343	0.932	0.130	0.316	0.412	0.604	0.563	2.390
3/24/18	11:27:00	F5	1120	1	21.28	5.7	2.53	18.27	13.2	24.36	9.72	14.01	17.25	12.47	1.37	0.94	0.110	0.075	1.54	4.78	0.084	0.262	0.683	0.512	0.859	1.145	0.750	0.119	0.268	0.444	0.722	0.542	2.316
3/18/18	10:26:00	F5	1120	1	22.95	5.86	2.73	20.77	13.43	25.9	10.48	14.14	17.15	13.12	1.3	1.06	0.099	0.081	1.02	4.03	0.049	0.194	0.632	0.507	0.905	1.129	0.802	0.119	0.255	0.466	0.647	0.519	2.292
1/10/18	10:43:00	F5	1120	1	23.14	6.21	2.38	25.56	12.77	25.77	10.84	14.36	16.99	11.89	1.29	0.97	0.108	0.082	2.47	5.1	0.097	0.200	0.465	0.461	1.105	1.114	0.992	0.103	0.268	0.383	0.500	0.496	2.056
11/3/17	11:49:00	F5	1123	1	21.33	7.74	2.6	26.66	15.96	28.61	10.52	14.86	17.66	17.22	1.7	0.91	0.099	0.053	-2.36	0.44	-0.089	0.017	0.646	0.602	1.250	1.341	0.932	0.122	0.363	0.336	0.599	0.558	2.062
2/8/18	11:30:00	F5	1123	1	25.15	7.4	2.66	27.48	17.89	30.61	11.98	14.34	17.01	17.92	1.76	0.98	0.098	0.055	-3.58	-0.91	-0.130	-0.033	0.652	0.585	1.093	1.217	0.898	0.106	0.294	0.359	0.651	0.584	2.418
11/11/17	11:55:00	F5	1123	1	21.82	7.5	2.5	24.53	16.44	28.22	12.39	13.91	16.82	15.69	1.68	1.14	0.107	0.073	-1.78	1.13	-0.073	0.046	0.640	0.556	1.124	1.293	0.869	0.115	0.344	0.333	0.670	0.583	2.192
1/10/18	11:16:00	F5	1124	1	21.01	7.36	2.39	22.38	15.43	25.3	10.36	12.09	15.31	15.07	1.4	0.98	0.093	0.065	-2.98	0.24	-0.133	0.011	0.673	0.596	1.065	1.204	0.885	0.114	0.350	0.325	0.689	0.610	2.096
12/9/17	10:21:00	F5	1124	1	19.28	6.09	2.38	12.24	11.76	22.85	11.18	11.06	13.36	12.67	1.55	1	0.122	0.079	-1.61	0.69	-0.132	0.056	1.035	0.554	0.635	1.185	0.536	0.123	0.316	0.391	0.961	0.515	1.931
3/7/18	11:03:00	F5	1124	1	21.77	5.78	2.24	21.53	14.32	25.84	9.62	12.26	14.79	14.62	1.26	0.94	0.086	0.064	-2.36	0.17	-0.110	0.008	0.679	0.566	0.989	1.187	0.833	0.103	0.266	0.388	0.665	0.554	2.478
3/24/18	11:35:00	F5	1126	1	18.55	5.96	2.28	19.62	12.66	23.39	9.33	12.7	14.66	13.02	1.42	0.94	0.109	0.072	-0.32	1.64	-0.016	0.084	0.664	0.557	1.058	1.261	0.839	0.123	0.321	0.383	0.645	0.541	2.124
