Date	Number	Time	Sp	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Nectar_CON	Sugar_UND	Sugar_D+2.5	Sugar (UNDc; mg/mL)	"Sugar (D_2.5_c), mg/mL"	"Sugar (D, c, mg/mL)"	SugConAvg(mg/ml)	TotalSugAmt	Time Removed
2/6/18	32	11:19:00 AM	C	730	1	29.72	27.03	1.689375	31.3	13.5	354.940176	141.2882	350.3717368	352.6559564	595.7681563	10:48-10:51
1/6/18	5	9:48:00 AM	C	730	1	31.1	39.22	2.45125	35.2	18	406.186176	192.1652	388.1521454	397.1691607	973.5609052	9:25-9:29
1/20/18	25	10:39:00 AM	C	730	1	31.77	52	3.25	34.6	19.2	398.198424	206.090816	364.6222129	381.4103185	1239.583535	9:55-9:59
2/9/18	4	9:18:00 AM	F5	735	2	26.03	25.86	1.61625	30.1	12	339.492864	124.8008	317.8414806	328.6671723	531.2083172	9:00-9:04
2/10/18	16	10:10:00 AM	F5	735	1	26.35	44.27	2.766875	31.5	15.2	357.5294	160.258976	305.0604	331.2949	916.6515764	10:00-10:02
1/6/18	2	9:37:00 AM	F5	735	1	25.58	23.23	1.451875	33.1	12.6	378.394104	131.367464	357.5705875	367.9823458	534.2643683	9:25-9:29
11/15/17	11	11:04:00 AM	F5	737	1	30.33	32.89	2.055625	29.6	13.2	333.101024	137.971856	305.7697958	319.4354099	656.6394145	10:29-10:33
11/23/17	22	11:25:00 AM	F5	737	1	28.01	17.87	1.116875	26	8	287.8532	81.9872	265.5063942	276.6797971	309.0167484	10:37-10:41
11/6/17	13	10:40:00 AM	F5	737	1	29.17	15.85	0.990625	28.2	7.9	315.343256	80.938344	285.199149	300.2712025	297.45616	10:10-10:13
11/15/17	10	10:58:00 AM	F5	738	1	27.02	27.86	1.74125	32.6	15	371.845064	158.0114	384.8762959	378.36068	658.8205341	10:29-10:33
11/29/17	12	10:55:00 AM	F5	738	1	24.32	24.08	1.505	28.2	11.1	315.343256	115.021544	306.0872317	310.7152439	467.6264421	10:45-10:48
11/23/17	16	10:58:00 AM	F5	738	1	25.6	26.34	1.64625	29.8	12.2	335.654616	126.985496	319.8260366	327.7403263	539.5425122	10:37-10:41
5/1/18	16	11:47:00 AM	F5	740	1	25.05	16.67	1.041875	26.5	7.7	294.0564	78.843776	268.031001	281.0437005	292.8124055	11:38-11:40
4/28/18	7	10:31:00 AM	F5	740	1	24.35	13.47	0.841875	25.8	6.6	285.379256	67.398584	267.5428572	276.4610566	232.745652	10:02-10:06
4/30/18	8	10:18:00 AM	F5	740	1	23.94	16.45	1.028125	24	12.2	263.3024	126.985496	435.7648176	349.5336088	359.3642415	9:47-9:51
2/6/18	34	11:25:00 AM	F5	746	1	25.38	43.15	2.696875	30.5	17.6	344.6252	187.556864	361.4218596	353.0235298	952.0603319	10:48-10:51
2/20/18	18	10:09:00 AM	F5	746	1	21.43	13.88	0.8675	28.1	7.1	314.082704	72.585224	281.7645439	297.9236239	258.4487437	9:52-9:55
2/17/18	7	9:30:00 AM	F5	746	1	23.46	17.73	1.108125	32.2	10.1	366.624696	104.255264	339.4617254	353.0432107	391.2160079	9:02-9:04
3/25/18	33	11:27:00 AM	F5	747	1	23.53	15.07	0.941875	22.4	5.9	243.963584	60.181304	219.9193372	231.9414606	218.4598632	10:53-10:56
4/3/18	39	11:28:00 AM	F5	747	1	25.79	34.29	2.143125	28.5	16.1	319.1312	170.424944	369.2291948	344.1801974	737.6211856	11:13-11:14
1/6/18	22	10:51:00 AM	F5	747	1	23.47	25.49	1.593125	30.8	12.2	348.485456	126.985496	326.2565764	337.3710162	537.4742002	10:15-10:19
4/19/18	7	10:24:00 AM	F5	749	1	27.02	19.84	1.24	35.3	12.1	407.521136	125.892624	379.7083982	393.6147671	488.0823112	9:56-9:59
4/17/18	29	11:01:00 AM	F5	749	1	25.15	15.97	0.998125	25.5	7.3	281.6762	74.667216	261.6859161	271.681058	271.171656	10:39-10:41
4/11/18	27	11:01:00 AM	F5	749	1	26.32	23.16	1.4475	23.7	8.8	259.655936	90.415776	246.5742838	253.1151099	366.3841216	10:44-10:47
2/6/18	28	11:03:00 AM	F5	751	1	20.83	11.08	0.6925	25	5.2	275.5254	53.015376	244.4066251	259.9660125	180.0264637	10:48-10:51
11/27/17	21	11:20:00 AM	F5	751	1	26.95	17.09	1.068125	26.2	8.3	290.331336	85.140056	284.4146166	287.3729763	306.9502603	10:33-10:38
11/15/17	16	11:28:00 AM	F5	751	1	29.93	23.37	1.460625	28.1	10.3	314.082704	106.400136	288.5141899	301.298447	440.0840441	11:16-11:20
2/6/18	29	11:06:00 AM	F5	752	1	27.75	41.65	2.603125	27.8	13.9	310.307336	145.724664	285.6763221	297.9918291	775.7099801	10:48-10:51
1/6/18	21	10:47:00 AM	F5	752	1	23.75	3.44	0.215	27.5	2	306.5414	20.9108	264.0596372	285.3005186	61.3396115	10:15-10:19
12/14/17	31	11:57:00 AM	F5	752	1	27.7	19.19	1.199375	25.1	8.7	276.753464	89.358536	275.6191634	276.1863137	331.25096	11:53
1/6/18	18	10:36:00 AM	F5	757	1	27.41	12.85	0.803125	27.3	5.8	304.036016	59.154456	243.2928404	273.6644282	219.7867439	10:15-10:19
2/13/18	13	9:54:00 AM	F5	757	2	24.5	14.88	0.93	28.8	7.3	322.928576	74.667216	275.3855386	299.1570573	278.2160633	9:47-9:50
2/6/18	26	10:57:00 AM	F5	757	1	21.77	19.19	1.199375	25.2	8.2	277.982576	84.088056	259.3627949	268.6726855	322.2393022	10:48-10:51
4/19/18	4	10:15:00 AM	F5	759	1	25.56	23.47	1.466875	27.1	10	301.534824	103.1844	279.0419202	290.2883721	425.8167558	9:56-9:59
4/17/18	31	11:10:00 AM	F5	759	1	24.03	26.21	1.638125	26.3	10.1	291.571976	104.255264	263.3628779	277.4674269	454.5263287	10:39-10:41
11/2/17	14	10:48:00 AM	F5	759	1	25.15	29.25	1.828125	25.1	10.9	276.753464	112.859904	267.1982343	271.9758491	497.2058491	10:32-10:35
11/10/17	13	10:33:00 AM	F5	761	1	30.17	20.88	1.305	26.4	9.1	292.813664	93.593784	272.8922208	282.8529424	369.1230898	10:08-10:11
2/6/18	25	10:54:00 AM	F5	761	1	27.1	38.92	2.4325	26.8	13.2	297.790896	137.971856	279.7723247	288.7816103	702.4612671	10:48-10:51
11/6/17	9	10:24:00 AM	F5	761	1	32.15	30.52	1.9075	30.2	13.1	340.774376	136.868504	316.2505538	328.5124649	626.6375268	10:10-10:13
2/9/18	2	9:12:00 AM	F5	768	1	22.19	23.97	1.498125	32.3	12.1	367.928216	125.892624	335.9762686	351.9522423	527.268453	9:00-9:04
1/6/18	17	10:32:00 AM	F5	768	1	22.55	24.8	1.55	30.7	11.1	347.197656	115.021544	300.5401634	323.8689097	501.99681	10:15-10:19
11/15/17	19	11:39:00 AM	F5	768	1	26.03	6.2	0.3875	21.9	3	237.975224	30.8282	229.7198129	233.8475185	90.61591342	11:16-11:20
4/19/18	3	10:11:00 AM	F5	771	1	31.15	43.03	2.689375	32.7	17.9	373.152776	191.011544	368.5728212	370.8627986	997.389139	9:56-9:59
4/7/18	16	10:19:00 AM	F5	771	1	30.11	35.42	2.21375	33.1	15.3	378.394104	161.384336	343.6365506	361.0153273	799.1976808	10:01-10:04
4/21/18	21	10:34:00 AM	F5	771	1	29.11	33.31	2.081875	31.6	14.5	358.825584	152.4108	335.4318748	347.1287294	722.6786235	9:58-10:01
11/15/17	18	11:35:00 AM	F5	774	1	25.38	11.96	0.7475	22.9	5	249.978144	50.9774	221.4703766	235.7242603	176.2038846	11:16-11:20
1/20/18	20	10:22:00 AM	F5	774	1	25.05	29.29	1.830625	32.7	14	373.152776	146.8364	347.3640886	360.2584323	659.4980926	9:55-9:59
1/6/18	23	10:54:00 AM	F5	774	1	26.79	27.01	1.688125	33	13.8	377.0822	144.613976	358.7775836	367.9298918	621.1116486	10:15-10:19
1/20/18	24	10:35:00 AM	F5	777	1	24.5	18.48	1.155	34.8	11.1	400.856816	115.021544	363.985925	382.4213705	441.6966829	9:55-9:59
2/9/18	10	9:40:00 AM	F5	777	1	22.36	8.86	0.55375	30	5.2	338.2124	53.015376	292.362446	315.287423	174.5904105	9:00-9:04
2/17/18	11	9:44:00 AM	F5	777	1	24.5	14.82	0.92625	31.1	8.1	352.355144	83.037104	307.1588422	329.7569931	305.4374149	9:02-9:04
12/2/17	17	10:36:00 AM	F5	778	1	31.35	34.59	2.161875	33.8	16	387.606776	169.2912	365.0601506	376.3334633	813.585906	10:11-10:15
11/27/17	23	11:28:00 AM	F5	778	1	27.36	28.74	1.79625	34.2	15.9	392.894216	168.158504	402.1995673	397.5468917	714.0936042	10:33-10:38
11/29/17	18	11:19:00 AM	F5	778	1	28.64	36.25	2.265625	32.4	15.5	369.232784	163.6382	344.2044897	356.7186368	808.1906615	10:45-10:48
3/31/18	31	11:09:00 AM	F5	782	1	25.69	26.66	1.66625	23.6	9.2	258.442544	94.655216	236.6735446	247.5580443	412.4935913	10:41-10:43
11/6/17	12	10:36:00 AM	F5	782	1	27.89	20.22	1.26375	22.1	7.8	240.367424	79.890536	237.9331394	239.1502817	302.2261685	10:10-10:13
3/20/18	16	10:14:00 AM	F5	782	1	26.06	32.48	2.03	25.2	11.6	277.982576	120.443984	268.7740136	273.3782948	554.9579384	9:59-10:03
1/6/18	16	10:29:00 AM	F5	784	1	26.54	21.54	1.34625	29.3	9.3	329.278496	95.717696	273.4664351	301.3724655	405.7226817	10:15-10:19
2/17/18	6	9:27:00 AM	F5	784	2	27.33	17.5	1.09375	31.7	9.5	360.122816	97.8458	321.4933429	340.8080794	372.7588368	9:02-9:04
2/9/18	8	9:34:00 AM	F5	784	1	26.43	7.59	0.474375	30.2	4.2	340.774376	42.867416	268.7826518	304.7785139	144.5793075	9:00-9:04
11/6/17	10	10:29:00 AM	F5	785	1	29.75	21.12	1.32	29.8	10.1	335.654616	104.255264	301.7084155	318.6815158	420.6596009	10:10-10:13
3/31/18	29	11:02:00 AM	F5	785	1	27.68	27.37	1.710625	26	10	287.8532	103.1844	253.9836693	270.9184346	463.4398472	10:41-10:43
4/7/18	20	10:34:00 AM	F5	785	1	25.66	23.97	1.498125	26.2	9.3	290.331336	95.717696	255.4468508	272.8890934	408.821973	10:01-10:04
1/6/18	15	10:26:00 AM	F5	786	2	26.52	15.94	0.99625	26.9	7.9	299.037824	80.938344	284.0458572	291.5418406	290.4485587	10:15-10:19
2/17/18	34	11:14:00 AM	F5	786	1	17.38	2.38	0.14875	17.6	0.5	187.556864	6.2312	110.9572504	149.2570572	22.20198726	10:40-10:42
2/9/18	5	9:22:00 AM	F5	786	1	27	20.26	1.26625	28.2	9.5	315.343256	97.8458	291.0260567	303.1846563	383.907571	9:00-9:04
1/6/18	20	10:42:00 AM	F5	789	1	23.82	11.58	0.72375	31.1	6.9	352.355144	70.507424	314.0563843	333.2057641	241.1576718	10:15-10:19
1/23/18	17	10:10:00 AM	F5	789	1	25.48	30.19	1.886875	30.5	13.5	344.6252	141.2882	328.4868751	336.5560375	635.0391733	9:50-9:52
1/20/18	19	10:18:00 AM	F5	789	1	23.16	20.87	1.304375	26.5	9	294.0564	92.5334	269.8853885	281.9708943	367.7957853	9:55-9:59
4/23/18	18	10:10:00 AM	F5	793	1	24.42	10.98	0.68625	29.7	7	334.377296	71.5458	332.1862372	333.2817666	228.7146123	9:47-9:50
11/10/17	2	9:42:00 AM	F5	793	1	26.2	5.8	0.3625	30.1	3.3	339.492864	33.823856	267.0918284	303.2923462	109.9434755	9:27-9:32
4/21/18	17	10:21:00 AM	F5	793	1	23.41	3.55	0.221875	28.5	2.1	319.1312	21.897824	268.6338691	293.8825345	65.20518734	9:58-10:01
12/14/17	32	12:00:00 PM	F5	798	1	30.84	58.68	3.6675	30	17.1	338.2124	181.820024	305.760054	321.986227	1180.884488	11:53
4/13/18	2	9:23:00 AM	F5	798	1	29.83	30.36	1.8975	27.9	14.2	311.564744	149.063016	345.4569765	328.5108602	623.3493572	9:12-9:15
4/27/18	3	10:36:00 AM	F5	798	1	28.36	48.93	3.058125	29.1	16.5	326.735384	174.9704	318.0077186	322.3715513	985.8525003	10:21-10:24
11/23/17	15	10:53:00 AM	F5	802	1	25.45	10.36	0.6475	28.9	6.4	324.196464	65.331264	317.5755265	320.8859953	207.773682	10:37-10:41
11/6/17	15	10:47:00 AM	F5	802	1	24.42	8.23	0.514375	25.1	4.6	276.753464	46.914024	274.9287214	275.8410927	141.8857621	10:10-10:13
12/16/17	8	9:59:00 AM	F5	802	1	25.24	18.34	1.14625	30.1	9.2	339.492864	94.655216	301.1006162	320.2967401	367.1401383	9:24-9:28
4/7/18	13	10:08:00 AM	F5	804	1	30.11	38.03	2.376875	31.4	15.3	356.234264	161.384336	331.1285758	343.6814199	816.8877749	10:01-10:04
3/31/18	36	11:26:00 AM	F5	804	2	29.14	15.21	0.950625	27.5	7.5	306.5414	76.7534	278.6032356	292.5723178	278.1265596	10:41-10:43
3/20/18	17	10:18:00 AM	F5	804	1	27	29.83	1.864375	27.7	12	309.050976	124.8008	292.1501798	300.6005779	560.4322024	9:59-10:03
4/30/18	15	10:49:00 AM	F5	805	1	30.19	45.44	2.84	30.5	16.5	344.6252	174.9704	328.9936394	336.8094197	956.5387519	10:35-10:38
4/23/18	19	10:13:00 AM	F5	805	1	28.66	19.73	1.233125	26.7	9	296.545016	92.5334	280.1327918	288.3389039	355.5579109	9:47-9:50
4/28/18	12	10:46:00 AM	F5	805	1	27.92	25.19	1.574375	28.5	11	319.1312	113.9402	294.8694576	307.0003288	483.3336427	10:02-10:06
11/10/17	19	11:03:00 AM	F5	806	1	23.91	10.6	0.6625	25.1	4.9	276.753464	49.959984	238.4882255	257.6208448	170.6738097	10:08-10:11
11/15/17	17	11:32:00 AM	F5	806	1	26.52	34.08	2.13	25.7	12.2	284.143856	126.985496	276.0295054	280.0866807	596.5846299	11:16-11:20
11/27/17	19	11:09:00 AM	F5	806	1	25.01	35.59	2.224375	27	13.1	300.2858	136.868504	290.6965501	295.491175	657.2831824	10:33-10:38
3/31/18	41	11:45:00 AM	F5	808	1	25.87	38.57	2.410625	28	13.9	312.8232	145.724664	296.8521351	304.8376675	734.8493022	11:27-11:30
4/3/18	1	9:12:00 AM	F5	808	1	20.48	7.07	0.441875	26.2	3.9	290.331336	39.843464	265.266174	277.798755	122.7523249	9:04-9:07
3/20/18	21	10:32:00 AM	F5	808	2	25.35	28.53	1.783125	27.3	11.3	304.036016	117.187376	281.4879382	292.7619771	522.0312004	9:59-10:03
2/24/18	19	10:18:00 AM	F5	810	1	23.24	10.18	0.63625	29.7	6	334.377296	61.2092	301.7168621	318.047079	202.357454	9:49-9:53
11/10/17	8	10:03:00 AM	F5	810	1	26.89	5.4	0.3375	24.6	2.7	270.623624	27.841976	234.0788353	252.3512296	85.16853999	9:27-9:32
2/17/18	29	10:56:00 AM	F5	810	2	26.29	15.69	0.980625	26.8	7	297.790896	71.5458	253.9442704	275.8675832	270.5226488	10:40-10:42
3/14/18	23	10:57:00 AM	F5	815	1	20.67	1.19	0.074375	0	1.1	0	12.074744	417.9484919	417.9484919	31.08491909	10:48-10:51
12/2/17	34	11:50:00 AM	F5	815	1	25.64	14.11	0.881875	26.2	6.8	290.331336	69.470096	266.4087097	278.3700229	245.4875639	11:04-11:07
12/8/17	19	10:50:00 AM	F5	815	2	25.76	29.48	1.8425	30.1	15.4	339.492864	162.510744	383.0137888	361.2533264	665.6092539	10:12-10:16
2/20/18	22	10:23:00 AM	F5	817	1	22.91	14.3	0.89375	27	7.5	300.2858	76.7534	291.4482252	295.8670126	264.4311425	9:52-9:55
2/9/18	3	9:15:00 AM	F5	817	1	24.73	16.53	1.033125	25.9	7.5	286.615704	76.7534	262.4845555	274.5501297	283.6446027	9:00-9:04
1/20/18	16	10:09:00 AM	F5	817	1	23.31	16.66	1.04125	22.2	5.5	241.565096	56.0802	190.7265385	216.1458173	225.0618323	9:55-9:59
2/24/18	17	10:12:00 AM	C	819	1	29.95	58.8	3.675	35.1	20.6	404.852264	222.528104	373.9077666	389.3800153	1430.971556	9:49-9:53
3/3/18	14	10:02:00 AM	C	819	1	31.47	57.47	3.591875	34.9	21	402.187584	227.2622	385.4401711	393.8138776	1414.530222	9:44-9:47
1/6/18	24	10:58:00 AM	C	819	1	31.52	52.75	3.296875	35	20.9	403.5194	226.077104	397.5099791	400.5146895	1320.446867	10:15-10:19
11/15/17	15	11:24:00 AM	F5	820	1	29.05	33.86	2.11625	27.7	12.9	309.050976	134.664944	293.7493433	301.4001596	637.8380878	11:16-11:20
11/23/17	14	10:49:00 AM	F5	820	1	25.66	16.78	1.04875	25.6	8.2	282.909504	84.088056	284.5363421	283.722923	297.5544155	10:37-10:41
11/10/17	16	10:46:00 AM	F5	820	1	30.42	16.49	1.030625	28.7	9.9	321.661736	102.114584	349.8152123	335.7384741	346.0204649	10:08-10:11
11/27/17	17	11:00:00 AM	F5	824	2	29.81	27.88	1.7425	32.4	15.2	369.232784	160.258976	390.1857708	379.7092774	661.6434159	10:33-10:38
11/15/17	20	11:43:00 AM	F5	824	1	29.99	26.76	1.6725	33.8	12.5	387.606776	130.2704	324.9944658	356.3006209	595.9127885	11:16-11:20
11/23/17	26	11:45:00 AM	F5	824	1	29.99	26.71	1.669375	32.2	13.8	366.624696	144.613976	361.1830153	363.9038557	607.4919991	11:33-11:36
4/3/18	7	9:32:00 AM	F5	825	1	30.13	8.47	0.529375	26.9	3.8	299.037824	38.837576	222.2499774	260.6439007	137.9783649	9:04-9:07
4/21/18	20	10:30:00 AM	F5	825	1	26.4	3.04	0.19	20.2	1	217.810776	11.0982	157.1271474	187.4689617	35.61910272	9:58-10:01
4/7/18	22	10:41:00 AM	F5	825	1	27.7	10.96	0.685	30	6.2	338.2124	63.268136	294.1737418	316.1930709	216.5922536	10:01-10:04
3/31/18	40	11:41:00 AM	F5	827	1	24.88	18.22	1.13875	26.9	8.7	299.037824	89.358536	285.5353439	292.286584	332.8413475	11:27-11:30
2/17/18	38	11:28:00 AM	F5	827	2	24.15	17.66	1.10375	35.5	11.1	410.1942	115.021544	375.5459925	392.8700962	433.6303687	10:40-10:42
3/20/18	25	10:44:00 AM	F5	827	1	22.9	12.06	0.75375	31.2	7.2	353.647136	73.625696	317.8236927	335.7354143	253.0605685	9:59-10:03
3/31/18	39	11:39:00 AM	F5	829	1	28.22	29.7	1.85625	28.9	12.4	324.196464	129.174384	303.1466183	313.6715412	582.2527984	11:27-11:30
3/20/18	23	10:38:00 AM	F5	829	1	24.71	23.13	1.445625	25.5	9.2	281.6762	94.655216	258.3477642	270.0119821	390.3360716	9:59-10:03
3/14/18	28	11:13:00 AM	F5	829	1	28.26	46.92	2.9325	32	17.6	364.0208	187.556864	347.4518887	355.7363444	1043.19683	10:48-10:51
12/16/17	11	10:09:00 AM	F5	830	1	27.7	16.35	1.021875	30.1	8.6	339.492864	88.302344	304.3325434	321.9127037	328.9545441	9:24-9:28
11/2/17	16	10:56:00 AM	F5	830	1	27.24	18.33	1.145625	29.1	9.5	326.735384	97.8458	311.3663674	319.0508757	365.5126595	10:32-10:35
1/6/18	19	10:39:00 AM	F5	830	1	25.21	12.32	0.77	27	5.8	300.2858	59.154456	251.2143781	275.750089	212.3275685	10:15-10:19
4/11/18	38	11:38:00 AM	F5	831	1	24.2	32.74	2.04625	24.3	10.7	266.958296	110.702456	245.9528604	256.4555782	524.7722269	11:31
4/28/18	4	10:20:00 AM	F5	831	1	25.33	34.39	2.149375	25.7	12	284.143856	124.8008	269.9602068	277.0520314	595.48871	10:02-10:06
5/1/18	14	11:38:00 AM	F5	831	1	26.19	41.77	2.610625	25.9	13.2	286.615704	137.971856	270.097167	278.3564355	726.6842694	10:49-10:53
3/20/18	18	10:21:00 AM	F5	834	1	22.87	9.27	0.579375	27.3	4.8	304.036016	48.943616	260.1350551	282.0855355	163.4333071	9:59-10:03
4/13/18	9	9:45:00 AM	F5	834	1	25.64	13.34	0.83375	31.5	7.9	357.5294	80.938344	323.6320292	340.5807146	283.9591708	9:12-9:15
11/29/17	15	11:08:00 AM	F5	834	1	26.82	19.78	1.23625	28.1	9.8	314.082704	101.045816	305.385181	309.7339425	382.9085864	10:45-10:48
2/9/18	1	9:08:00 AM	F5	837	1	24.9	6.22	0.38875	27	3.1	300.2858	31.825704	236.4926108	268.3892054	104.3363036	9:00-9:04
2/17/18	33	11:10:00 AM	F5	837	1	22.16	13.73	0.858125	29.7	7.1	334.377296	72.585224	284.0498241	309.2135601	265.3438863	10:40-10:42
2/22/18	21	10:33:00 AM	F5	837	1	23.74	4.87	0.304375	27.9	2.9	311.564744	29.831744	274.8563354	293.2105397	89.24595802	10:00-10:04
4/7/18	23	10:44:00 AM	F5	839	1	24.78	10.34	0.64625	25.7	5	284.143856	50.9774	248.1820422	266.1629491	172.0078059	10:01-10:04
11/23/17	25	11:41:00 AM	F5	839	1	25.96	15.32	0.9575	25.8	8	285.379256	81.9872	296.0529963	290.7161262	278.3606908	11:33-11:36
4/13/18	1	9:19:00 AM	F5	839	1	25.71	12.99	0.811875	26.2	6.8	290.331336	69.470096	283.3887904	286.8600632	232.8945138	9:12-9:15
4/3/18	6	9:29:00 AM	F5	840	1	29.91	6.77	0.423125	27.2	3.6	302.784896	36.828944	254.4297948	278.6073454	117.885733	9:04-9:07
1/6/18	25	11:01:00 AM	F5	840	1	27.79	12.35	0.771875	30.1	8.8	339.492864	90.415776	383.2603946	361.3766293	278.9375857	10:15-10:19
3/14/18	31	11:23:00 AM	F5	840	1	28.42	4.31	0.269375	26.8	2.3	297.790896	23.875016	245.4528907	271.6218934	73.16814753	10:48-10:51
3/20/18	26	10:55:00 AM	F5	843	1	24.31	19.85	1.240625	21.2	7	229.635536	71.5458	215.7186967	222.6771164	276.2587975	10:47-10:51
3/31/18	44	11:56:00 AM	F5	843	1	28.87	48.12	3.0075	26.8	17	297.790896	180.6758	330.8634974	314.3271967	945.3390441	11:27-11:30
4/13/18	5	9:31:00 AM	F5	843	1	26.4	14.25	0.890625	25.7	6.6	284.143856	67.398584	256.5875917	270.3657239	240.7944728	9:12-9:15
11/15/17	25	11:59:00 AM	F5	844	1	24.86	10.9	0.68125	21.8	4.2	236.780696	42.867416	200.1790343	218.4798652	148.8394082	11:16-11:20
2/22/18	18	10:24:00 AM	F5	844	1	24.75	13.95	0.871875	25.7	6.9	284.143856	70.507424	272.6792491	278.4115525	242.7400723	10:00-10:04
2/9/18	7	9:31:00 AM	F5	844	1	24.84	14.55	0.909375	24.4	6.1	268.179024	62.238144	233.3395708	250.7592974	228.0342361	9:00-9:04
2/9/18	11	9:43:00 AM	F5	847	1	24.77	24.6	1.5375	30	11.6	338.2124	120.443984	316.2878604	327.2501302	503.1470752	9:00-9:04
12/2/17	35	11:55:00 AM	F5	847	1	25.75	25.68	1.605	30.8	11.8	348.485456	122.620296	313.6176418	331.0515489	531.337736	11:04-11:07
2/10/18	22	10:32:00 AM	F5	847	1	25.85	28.84	1.8025	29.9	12.9	336.932984	134.664944	321.4401784	329.1865812	593.3588126	10:00-10:02
4/7/18	21	10:37:00 AM	F5	849	1	23.36	1.23	0.076875	0	0.6	0	7.202504	241.4302764	241.4302764	18.5599525	10:01-10:04
4/23/18	35	11:08:00 AM	F5	849	1	26.37	4.88	0.305	24.2	2	265.738616	20.9108	192.3108	229.024708	69.85253594	10:29-10:32
4/27/18	5	10:42:00 AM	F5	849	1	26.72	14.24	0.89	24.2	6.1	265.738616	62.238144	237.0643912	251.4015036	223.7473382	10:21-10:24
1/6/18	37	11:46:00 AM	L	851	1	19.4	7.86	0.49125	20.2	3	217.810776	30.8282	187.714714	202.762745	99.60719848	11:01-11:05
2/9/18	12	9:47:00 AM	L	851	1	17.65	2.29	0.143125	23.2	0.9	253.599456	10.122704	186.9384944	220.2689752	31.52599708	9:00-9:04
11/29/17	16	11:11:00 AM	L	851	1	19.67	5.23	0.326875	19.2	2	206.090816	20.9108	180.8404367	193.4656264	63.23907663	10:45-10:48
4/3/18	3	9:18:00 AM	F5	856	1	26.7	15.27	0.954375	28	7.6	312.8232	77.798064	281.5912899	297.207245	283.6471644	9:04-9:07
3/20/18	32	11:16:00 AM	F5	856	2	22.25	17.59	1.099375	24.5	7.7	269.4008	78.843776	258.1360466	263.7684233	289.9804104	10:47-10:51
4/7/18	15	10:15:00 AM	F5	856	1	25.06	13	0.8125	26.2	6.4	290.331336	65.331264	266.3505378	278.3409369	226.1520112	10:01-10:04
3/4/18	1	11:29:00 AM	F5	858	2	23.1	17.21	1.075625	27.9	8.5	311.564744	87.2472	290.0297683	300.7972561	323.5450486	11:22-11:25
3/1/18	13	10:06:00 AM	F5	858	1	23.97	14.45	0.903125	34.5	9	396.8708	92.5334	348.6812201	372.77601	336.663334	9:57-10:02
3/14/18	15	10:21:00 AM	F5	858	1	26.96	19.41	1.213125	27.7	9.1	309.050976	93.593784	286.4712369	297.7611064	361.2214422	10:07-10:10
2/27/18	4	9:34:00 AM	F5	861	1	24.3	16.39	1.024375	25.7	7.7	284.143856	78.843776	271.2629975	277.7034267	284.4724477	9:15-9:19
11/23/17	28	11:52:00 AM	F5	861	1	25.27	20.11	1.256875	26	9.9	287.8532	102.114584	305.2266357	296.5399179	372.7136093	11:33-11:36
3/8/18	28	10:53:00 AM	F5	861	1	22.61	13.3	0.83125	24.2	5.9	265.738616	60.181304	241.177707	253.4581615	210.6870967	10:33-10:36
3/10/18	31	11:30:00 AM	F5	863	1	28.37	57.66	3.60375	30.5	18.2	344.6252	194.475656	329.3876615	337.0064308	1214.486925	10:58-11:01
3/8/18	32	11:09:00 AM	F5	863	1	27.5	37.78	2.36125	28.5	13.9	319.1312	145.724664	300.0122913	309.5717457	730.9762845	10:33-10:36
3/12/18	32	11:26:00 AM	F5	863	1	28.34	31.5	1.96875	29.4	13.2	330.551624	137.971856	313.1742128	321.8629184	633.6676206	10:53-10:57
2/17/18	30	11:00:00 AM	F5	864	1	26.77	37.33	2.333125	32.5	15.5	370.5384	163.6382	338.9804984	354.7594492	827.6981399	10:40-10:42
2/20/18	23	10:27:00 AM	F5	864	2	27.79	32.42	2.02625	32.2	14.6	366.624696	153.528824	342.9536531	354.7891746	718.891565	9:52-9:55
2/9/18	32	11:14:00 AM	F5	864	1	25.67	25.71	1.606875	27.3	10.2	304.036016	105.327176	269.1967614	286.6163887	460.5567096	10:43-10:47
2/9/18	35	11:25:00 AM	F5	865	1	25.68	26.71	1.669375	27.5	10.2	306.5414	105.327176	263.0616215	284.8015108	475.4405221	10:43-10:47
2/20/18	2	9:16:00 AM	F5	865	1	21.5	11.26	0.70375	34.1	7.7	391.570784	78.843776	358.9282378	375.2495109	264.0818433	9:05-9:09
1/20/18	18	10:15:00 AM	F5	865	2	28.21	18.5	1.15625	28.1	9	314.082704	92.5334	292.6056162	303.3441601	350.7416851	9:55-9:59
3/4/18	3	11:37:00 AM	F5	866	1	20.88	3.89	0.243125	23.7	1.9	259.655936	19.924824	224.807333	242.2316345	58.89256614	11:22-11:25
3/14/18	18	10:32:00 AM	F5	866	1	23.25	13.51	0.844375	29.1	7.5	326.735384	76.7534	304.0025488	315.3689664	266.289671	10:07-10:10
2/27/18	2	9:27:00 AM	F5	866	2	19.83	7.12	0.445	29.3	4.8	329.278496	48.943616	323.9077508	326.5931234	145.3339399	9:15-9:19
4/19/18	9	10:30:00 AM	F5	871	1	20.78	10.16	0.635	25.7	5	284.143856	50.9774	251.6758252	267.9098406	170.1227488	9:56-9:59
3/31/18	43	11:53:00 AM	F5	871	1	25.31	19.86	1.24125	23.9	8.1	262.085864	83.037104	250.2820265	256.1839452	317.988322	11:27-11:30
