Date	Number	Time	Sp	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Nectar_CON	Sugar_UND	Sugar_D+2.5	Sugar (UNDc; mg/mL)	"Sugar (D_2.5_c), mg/mL"	"Sugar (D, c, mg/mL)"	SugConAvg(mg/ml)	TotalSugAmt	Time Removed
1/16/18	28	10:54:00 AM	F5	355	2	19.65	16.85	1.053125	29	9	325.4654	92.5334	312.1972576	318.8313288	335.7692431	10:36-10:40
3/17/18	36	11:28:00 AM	F5	355	1	24.88	36.42	2.27625	31.5	14.9	357.5294	156.889184	329.2002043	343.3648022	781.584131	10:37-10:40
3/10/18	26	11:11:00 AM	F5	355	1	27.95	32	2	31.6	13.7	358.825584	143.504336	322.884756	340.85517	681.71034	10:58-11:01
2/13/18	30	10:57:00 AM	F5	356	1	21.42	12.33	0.770625	38.2	8.8	446.690856	90.415776	383.7354062	415.2131311	319.9736192	10:31-10:34
2/3/18	30	11:01:00 AM	F5	356	1	23.45	1.64	0.1025	28	0.9	312.8232	10.122704	257.0179235	284.9205618	29.20435758	10:36-10:40
4/30/18	4	10:05:00 AM	F5	356	1	25.04	14.52	0.9075	27.7	7.1	309.050976	72.585224	272.5445188	290.7977474	263.8989558	9:47-9:51
12/2/17	7	9:52:00 AM	F5	358	1	26.15	7.15	0.446875	25.8	4.1	285.379256	41.858384	276.0311616	280.7052088	125.4401402	9:19-9:24
11/12/17	21	11:35:00 AM	F5	358	1	25.69	22.68	1.4175	21.8	7.8	236.780696	79.890536	220.7909522	228.7858241	324.3039057	11:27-11:31
11/2/17	23	11:27:00 AM	F5	358	1	27.58	31.54	1.97125	27	12.1	300.2858	125.892624	285.5535295	292.9196648	577.4178892	11:12-11:15
2/13/18	32	11:04:00 AM	F5	361	1	22.65	8.27	0.516875	34.4	6	395.544224	61.2092	357.2633717	376.4037979	194.553713	10:31-10:34
2/22/18	8	9:46:00 AM	F5	361	1	21.33	6.84	0.4275	36	5	416.8952	50.9774	349.0908503	382.9930251	163.7295182	9:13-9:17
2/3/18	28	10:54:00 AM	F5	361	1	21.64	11.37	0.710625	31.9	6.6	362.720424	67.398584	304.5088179	333.614621	237.07489	10:36-10:40
11/8/17	1	9:49:00 AM	F5	362	1	28.95	33.64	2.1025	33.3	15.2	381.021056	160.258976	350.8166169	365.9188365	769.3443537	9:40-9:44
12/8/17	5	9:46:00 AM	F5	362	1	27.86	38.16	2.385	34.8	16.9	400.856816	179.532624	367.7219573	384.2893867	916.5301873	9:21-9:24
12/12/17	17	10:35:00 AM	F5	362	2	28.27	43.57	2.723125	32	16.5	364.0208	174.9704	335.6042306	349.8125153	952.5832057	10:10-10:15
5/1/18	13	11:34:00 AM	F5	364	1	25.1	24.01	1.500625	26.8	9.9	297.790896	102.114584	272.234674	285.012785	427.6973105	10:49-10:53
4/27/18	16	11:23:00 AM	F5	364	1	27.49	40.56	2.535	27.5	14.2	306.5414	149.063016	296.0679627	301.3046814	763.8073673	11:03-11:06
1/13/18	37	11:29:00 AM	F5	364	1	26.37	34.02	2.12625	29.1	13.2	326.735384	137.971856	300.1962605	313.4658222	666.5067045	11:22-11:26
4/5/18	42	11:49:00 AM	F5	366	1	30.48	36.5	2.28125	32	16.8	364.0208	178.390496	373.88693	368.953865	841.6760045	11:25-11:28
11/23/17	4	10:07:00 AM	F5	366	2	29.06	22.19	1.386875	32.2	12.4	366.624696	129.174384	362.0259099	364.325303	505.2736546	9:44-9:48
11/12/17	23	11:43:00 AM	F5	366	1	28.89	33.54	2.09625	31.3	14.2	354.940176	149.063016	326.83644	340.888308	714.5871156	11:27-11:31
2/13/18	28	10:50:00 AM	F5	367	1	19.9	17.9	1.11875	27.3	8	304.036016	81.9872	265.1988201	284.6174181	318.4157365	10:31-10:34
2/3/18	39	11:40:00 AM	F5	367	1	24.41	33.4	2.0875	26.9	12.1	299.037824	125.892624	276.6622336	287.8500288	600.8869351	11:22-11:26
2/22/18	10	9:53:00 AM	F5	367	1	25.52	8.89	0.555625	27.1	4.9	301.534824	49.959984	274.751813	288.1433185	160.0996313	9:13-9:17
11/12/17	9	10:34:00 AM	F5	369	1	25.67	23.82	1.48875	24.6	9.2	270.623624	94.655216	253.6060405	262.1148323	390.2234566	9:54-9:59
2/22/18	3	9:28:00 AM	F5	369	1	22.54	11.26	0.70375	35.7	7.9	412.871456	80.938344	368.4635447	390.6675004	274.9322534	9:13-9:17
2/24/18	34	11:22:00 AM	F5	369	1	24.26	26.78	1.67375	31.9	12.8	362.720424	133.564736	333.0639683	347.8921961	582.2845632	10:44-10:48
4/21/18	5	9:36:00 AM	F5	372	1	28.2	25.58	1.59875	29.3	11.5	329.278496	119.3574	305.9991514	317.6388237	507.8250694	9:16-9:20
4/17/18	17	10:11:00 AM	F5	372	1	26.17	24.88	1.555	30.9	11	349.774304	113.9402	297.1238013	323.4490526	502.9632768	9:49-9:53
4/11/18	18	10:25:00 AM	F5	372	1	27.52	24.9	1.55625	29.5	13.2	331.8258	137.971856	359.6133917	345.7195959	538.0261211	9:58-10:01
2/3/18	37	11:31:00 AM	F5	382	1	28.09	48.19	3.011875	32	18.7	364.0208	200.270136	366.5039073	365.2623537	1100.124552	11:22-11:26
2/22/18	4	9:31:00 AM	F5	382	1	27.58	26.2	1.6375	32.7	13	373.152776	135.7662	343.0428412	358.0978086	586.3851616	9:13-9:17
11/2/17	21	11:20:00 AM	F5	382	1	29.85	39.71	2.481875	32.2	17.6	366.624696	187.556864	376.4834457	371.5540709	922.1507597	11:12-11:15
2/13/18	36	11:25:00 AM	F5	386	1	23.32	18.83	1.176875	27.3	9.2	304.036016	94.655216	295.7284311	299.8822235	352.9238918	11:20-11:22
2/22/18	1	9:21:00 AM	F5	386	1	27.13	19.1	1.19375	36.3	13	420.928376	135.7662	420.0933204	420.5108482	501.984825	9:13-9:17
1/16/18	31	11:04:00 AM	F5	386	1	25.4	15.29	0.955625	22.4	6.2	243.963584	63.268136	228.7832073	236.3733956	225.8843262	10:36-10:40
2/20/18	16	10:02:00 AM	C	391	1	29.51	48.16	3.01	34.3	20.4	394.218696	220.167344	403.0305865	398.6246413	1199.86017	9:52-9:55
2/3/18	43	11:56:00 AM	C	391	2	29.8	70.4	4.4	33.5	22.1	383.6522	240.367424	376.939824	380.296012	1673.302453	11:22-11:26
1/20/18	41	11:45:00 AM	C	391	1	30.17	7.76	0.485	25.8	3.8	285.379256	38.837576	239.0312667	262.2052614	127.1695518	11:33-11:35
3/17/18	31	11:09:00 AM	F5	393	1	22.15	25.56	1.5975	27.2	10.6	302.784896	109.625304	281.1829002	291.9838981	466.4442772	10:37-10:40
4/21/18	11	9:54:00 AM	F5	393	1	23.91	10.29	0.643125	33.5	11.5	383.6522	119.3574	583.331744	483.491972	310.9457745	9:16-9:20
4/23/18	11	9:45:00 AM	F5	393	1	23.95	13.05	0.815625	30.7	7.5	347.197656	76.7534	312.0128636	329.6052598	268.83429	9:07-9:10
3/1/18	7	9:38:00 AM	F5	414	1	24.69	14.01	0.875625	31.8	8.5	361.421096	87.2472	336.3469859	348.8840409	305.4915883	9:10-9:13
3/8/18	26	10:47:00 AM	F5	414	1	24.67	6.71	0.419375	28.9	4	324.196464	40.8504	284.3699231	304.2831935	127.6087643	10:33-10:36
3/12/18	21	10:35:00 AM	F5	414	1	24.42	12.36	0.7725	31.8	7.6	361.421096	77.798064	329.5717339	345.496415	266.8959806	10:05-10:09
4/27/18	15	11:20:00 AM	F5	417	1	28.62	50.35	3.146875	30.4	18.4	343.340544	196.790304	353.1281821	348.234363	1095.850011	11:03-11:06
5/1/18	15	11:44:00 AM	F5	417	1	27.06	39.8	2.4875	26.8	13.8	297.790896	144.613976	289.9546554	293.8727757	731.0085296	11:38-11:40
4/17/18	13	9:57:00 AM	F5	417	1	30.78	26.99	1.686875	29.9	12.3	336.932984	128.079416	317.8970018	327.4149929	552.3081661	9:49-9:53
3/31/18	4	9:28:00 AM	F5	420	1	25.32	7.68	0.48	27.3	3.8	304.036016	38.837576	241.1166177	272.5763168	130.8366321	9:11-9:14
3/17/18	30	11:05:00 AM	F5	420	1	24.34	14.02	0.87625	21.8	5.5	236.780696	56.0802	216.0807706	226.4307333	198.4099301	10:37-10:40
4/11/18	20	10:32:00 AM	F5	420	1	26.74	17.19	1.074375	27.5	8.2	306.5414	84.088056	279.7554347	293.1484174	314.9513309	9:58-10:01
4/23/18	10	9:42:00 AM	F5	421	1	26.2	15.63	0.976875	27.5	7.6	306.5414	77.798064	276.8973961	291.719398	284.9733869	9:07-9:10
4/21/18	2	9:27:00 AM	F5	421	1	26.97	17.92	1.12	27.2	8.5	302.784896	87.2472	281.9954143	292.3901551	327.4769737	9:16-9:20
4/17/18	24	10:38:00 AM	F5	421	1	24.52	11.88	0.7425	27.4	6.2	305.288184	63.268136	276.2921629	290.7901735	215.9117038	9:49-9:53
1/20/18	40	11:42:00 AM	F5	424	1	24.41	31.7	1.98125	26.8	12.4	297.790896	129.174384	292.1704521	294.9806741	584.4304606	11:33-11:35
3/31/18	11	9:52:00 AM	F5	424	1	25.16	15.79	0.986875	33.7	9.3	386.287536	95.717696	338.1944433	362.2409897	357.4865767	9:11-9:14
11/12/17	6	10:23:00 AM	F5	424	1	25.16	30.89	1.930625	30.2	12.8	340.774376	133.564736	306.5200432	323.6472096	624.841394	9:54-9:59
3/4/18	5	11:44:00 AM	F5	428	1	22.57	23.5	1.46875	28.6	10.9	320.395944	112.859904	304.9618683	312.6789061	459.2471433	11:22-11:25
3/12/18	26	11:05:00 AM	F5	428	2	22.83	16.04	1.0025	27.9	8.3	311.564744	85.140056	297.4593976	304.5120708	305.273351	10:53-10:57
3/8/18	30	11:00:00 AM	F5	428	1	23.34	11.15	0.696875	30.2	7.7	340.774376	78.843776	361.6914029	351.2328895	244.7654199	10:33-10:36
1/13/18	42	11:45:00 AM	F5	433	1	26.35	39.34	2.45875	28.7	14.2	321.661736	149.063016	300.626835	311.1442855	765.026012	11:22-11:26
1/20/18	7	9:33:00 AM	F5	433	1	24.98	19.91	1.244375	29.1	10.1	326.735384	104.255264	313.7083308	320.2218574	398.4760738	 9:09-9:12
2/1/18	13	10:06:00 AM	F5	433	1	23.14	23.14	1.44625	28.6	10.2	320.395944	105.327176	287.3966246	303.8962843	439.5100012	10:00-10:03
11/6/17	3	9:53:00 AM	F5	434	1	30.3	29.42	1.83875	28	12.1	312.8232	125.892624	297.0586661	304.9409331	560.7101407	9:37-9:39
12/16/17	3	9:41:00 AM	F5	434	1	24.33	10.19	0.636875	25.1	5.1	276.753464	51.995864	256.1013164	266.4273902	169.6809441	9:24-9:28
12/14/17	7	10:13:00 AM	F5	434	1	25	6.13	0.383125	23.7	3.2	259.655936	32.824256	247.0118971	253.3339166	97.0585568	9:42-9:45
2/6/18	10	9:47:00 AM	F5	435	1	20.31	5.18	0.32375	24.5	2.4	269.4008	24.865184	216.8743269	243.1375634	78.71578615	9:06-9:09
2/22/18	11	9:56:00 AM	F5	435	2	24.64	9.6	0.6	28.2	5	315.343256	50.9774	263.3832333	289.3632447	173.6179468	9:13-9:17
2/24/18	27	10:56:00 AM	F5	435	1	20.8	5.81	0.363125	23.7	2.9	259.655936	29.831744	235.2138025	247.4348693	89.84978691	10:44-10:48
4/17/18	19	10:20:00 AM	F5	442	1	27.93	29.04	1.815	29	12.5	325.4654	130.2704	309.7062127	317.5858063	576.4182384	9:49-9:53
4/21/18	9	9:48:00 AM	F5	442	1	25.76	7.95	0.496875	27.7	4.2	309.050976	42.867416	258.5525279	283.801752	141.0139955	9:16-9:20
4/23/18	1	9:14:00 AM	F5	442	1	31.28	26.11	1.631875	29.3	11.4	329.278496	118.271864	299.4620042	314.3702501	513.0129519	9:07-9:10
4/11/18	22	10:39:00 AM	C	443	1	29.63	40.67	2.541875	33.5	19.4	383.6522	208.426424	413.4192187	398.5357093	1013.027956	9:58-10:01
1/20/18	8	9:37:00 AM	C	443	1	29.8	38.4	2.4	33.1	17.1	378.394104	181.820024	371.2158823	374.8049932	899.5319837	 9:09-9:12
4/17/18	22	10:32:00 AM	C	443	1	31.11	51.84	3.24	37.5	21.3	437.1554	230.823776	408.9285414	423.0419707	1370.655985	9:49-9:53
1/20/18	10	9:44:00 AM	F5	445	2	24.29	26.74	1.67125	28.1	11.8	314.082704	122.620296	306.0463184	310.0645112	518.1953143	 9:09-9:12
2/6/18	4	9:26:00 AM	F5	445	1	16.25	1	0.0625	17.8	0.2	189.858936	3.323576	136.266616	163.062776	10.1914235	9:06-9:09
2/9/18	24	10:42:00 AM	F5	445	1	22.54	29.08	1.8175	28.5	11.6	319.1312	120.443984	286.1165892	302.6238946	550.0189284	9:52-9:57
3/17/18	32	11:13:00 AM	F5	451	1	27.62	31.15	1.946875	23.2	11	253.599456	113.9402	260.2518533	256.9256546	500.2021338	10:37-10:40
3/22/18	25	11:20:00 AM	F5	451	1	30.71	45.3	2.83125	26	13.6	287.8532	142.395744	268.1315003	277.9923501	787.0658412	11:11-11:15
3/27/18	27	10:55:00 AM	F5	451	1	28.92	20.49	1.280625	24.8	8.5	273.072416	87.2472	257.5687227	265.3205693	339.7761541	10:45-10:50
2/3/18	23	10:31:00 AM	F5	453	2	19.22	14.66	0.91625	21.2	5.4	229.635536	55.057544	205.2827664	217.4591512	199.2469473	9:50-9:54
1/4/18	12	10:11:00 AM	F5	453	1	25.83	23.12	1.445	28.8	11.6	322.928576	120.443984	328.8245792	325.8765776	470.8916546	9:23-9:26
2/1/18	14	10:09:00 AM	F5	453	1	20.57	1.09	0.068125	0	0.5	0	6.2312	234.8990899	234.8990899	16.0025005	10:00-10:03
11/8/17	8	10:20:00 AM	F5	455	1	29.27	13.93	0.870625	27.4	7.4	305.288184	75.709784	293.1104559	299.19932	260.490408	9:40-9:44
3/8/18	25	10:44:00 AM	F5	455	1	25.37	24.58	1.53625	25.2	9.6	277.982576	98.911424	259.8738715	268.9282238	413.1409838	10:33-10:36
2/27/18	33	11:17:00 AM	F5	455	1	28.18	30.16	1.885	30.5	13	344.6252	135.7662	315.8274732	330.2263366	622.4766445	11:11-11:14
4/17/18	21	10:27:00 AM	F5	457	1	25.41	27.38	1.71125	32.1	13.1	365.322224	136.868504	336.8224909	351.0723574	600.7725716	9:49-9:53
1/4/18	8	9:58:00 AM	F5	457	1	25.51	37.92	2.37	33.7	16.3	386.287536	172.695576	354.8639051	370.5757206	878.2644578	9:23-9:26
4/21/18	12	9:57:00 AM	F5	457	1	23.99	15.57	0.973125	30	9	338.2124	92.5334	330.2556864	334.2340432	325.2515033	9:16-9:20
3/1/18	10	9:49:00 AM	F5	461	1	27.24	37.98	2.37375	34.7	17.7	399.527096	188.707376	387.4513212	393.4892086	934.0450089	9:10-9:13
3/10/18	5	9:36:00 AM	F5	461	1	26.44	43.94	2.74625	34	18.1	390.2484	193.319904	369.3052513	379.7768256	1042.962107	9:14-9:18
3/12/18	16	10:19:00 AM	F5	461	1	26.72	39.04	2.44	31.8	15.9	361.421096	168.158504	340.4520532	350.9365746	856.285242	10:05-10:09
2/6/18	5	9:29:00 AM	F5	463	2	26.64	26.21	1.638125	32.1	12.6	365.322224	131.367464	331.8519569	348.5870905	571.0292276	9:06-9:09
1/20/18	1	9:15:00 AM	F5	463	1	23.35	15.17	0.948125	31.1	9	352.355144	92.5334	336.5239076	344.4395258	326.5717254	 9:09-9:12
2/3/18	42	11:51:00 AM	F5	463	1	25.32	43.77	2.735625	30.3	16.6	342.056936	176.109384	337.050105	339.5535205	928.8910995	11:22-11:26
3/22/18	32	11:44:00 AM	F5	468	1	22.25	23.07	1.441875	30.1	11	339.492864	113.9402	311.4958134	325.4943387	469.3221496	11:11-11:15
1/20/18	5	9:28:00 AM	F5	468	1	22.26	21.33	1.333125	28.6	10.1	320.395944	104.255264	299.7644323	310.0801882	413.3756509	 9:09-9:12
1/4/18	3	9:40:00 AM	F5	468	1	25.93	26.29	1.643125	32.6	13.2	371.845064	137.971856	347.8948016	359.8699328	591.3112833	9:23-9:26
2/1/18	20	10:30:00 AM	F5	470	1	26.98	22.77	1.423125	28.7	10.8	321.661736	111.780656	308.1454448	314.9035904	448.1471721	10:00-10:03
1/4/18	9	10:02:00 AM	F5	470	1	24.36	8.17	0.510625	38.5	7.2	450.7932	73.625696	434.0942199	442.4437099	225.9228194	9:23-9:26
12/2/17	4	9:42:00 AM	F5	470	1	28.14	19.68	1.23	32.8	10.9	374.461536	112.859904	342.2499528	358.3557444	440.7775656	9:19-9:24
11/2/17	3	10:00:00 AM	F5	472	1	31.21	35.61	2.225625	26.7	12.6	296.545016	131.367464	278.929906	287.737461	640.3956866	9:42-9:46
3/17/18	33	11:17:00 AM	F5	472	1	25.4	31.26	1.95375	24.2	10.6	265.738616	109.625304	249.900805	257.8197105	503.7152594	10:37-10:40
3/20/18	33	11:20:00 AM	F5	472	1	26.28	23.04	1.44	25.6	9.3	282.909504	95.717696	261.8942516	272.4018778	392.258704	10:47-10:51
2/17/18	3	9:16:00 AM	F5	474	1	23.91	7.96	0.4975	29	4.8	325.4654	48.943616	294.8914351	310.1784175	154.3137627	9:02-9:04
2/6/18	36	11:33:00 AM	F5	474	1	26.65	42.86	2.67875	31.3	17.6	354.940176	187.556864	362.5982676	358.7692218	961.0530529	11:28-11:30
2/24/18	31	11:12:00 AM	F5	474	1	27.66	38.63	2.414375	32.5	14.9	370.5384	156.889184	319.3423903	344.9403952	832.8154667	10:44-10:48
12/2/17	6	9:48:00 AM	F5	479	1	25.29	6.14	0.38375	27.7	3.6	309.050976	36.828944	276.7569179	292.903947	112.4018897	9:19-9:24
12/10/17	10	10:08:00 AM	F5	479	1	24.11	15.58	0.97375	29	7.5	325.4654	76.7534	273.8096259	299.637513	291.7720283	9:24-9:27
11/27/17	6	10:07:00 AM	F5	479	1	23.72	25.59	1.599375	29.2	9.1	328.006416	93.593784	239.8912189	283.9488175	454.14064	9:33-9:37
11/27/17	1	9:44:00 AM	F5	480	1	25.35	18.48	1.155	26.5	8.2	294.0564	84.088056	266.0968352	280.0766176	323.4884933	9:33-9:37
11/21/17	1	9:51:00 AM	F5	480	1	21.83	10.85	0.678125	27.7	6.3	309.050976	64.299176	301.3468295	305.1989027	206.9630059	9:42-9:46
12/2/17	2	9:33:00 AM	F5	480	1	24.43	10.01	0.625625	25.7	5.2	284.143856	53.015376	264.8650303	274.5044432	171.7368423	9:19-9:24
1/4/18	6	9:50:00 AM	F5	483	1	27.61	26.11	1.631875	34.3	14.6	394.218696	153.528824	388.7319247	391.4753104	638.8387722	9:23-9:26
1/20/18	2	9:19:00 AM	F5	483	1	28.24	22.12	1.3825	31.3	11.6	354.940176	120.443984	338.2450401	346.592608	479.1642806	 9:09-9:12
4/11/18	19	10:28:00 AM	F5	483	1	27.98	27.59	1.724375	31.7	13.7	360.122816	143.504336	351.557016	355.839916	613.6014552	9:58-10:01
4/28/18	11	10:43:00 AM	F5	486	1	24.55	12.79	0.799375	32.2	7.1	366.624696	72.585224	299.5913976	333.1080468	266.2782449	10:02-10:06
4/21/18	10	9:51:00 AM	F5	486	1	26.45	6.17	0.385625	30.6	3.9	345.910904	39.843464	298.1479308	322.0294174	124.1825941	9:16-9:20
1/4/18	2	9:36:00 AM	F5	486	1	27.87	24.16	1.51	30.8	12.1	348.485456	125.892624	334.3241207	341.4047883	515.5212303	9:23-9:26
1/4/18	10	10:05:00 AM	F5	488	1	25.06	24.98	1.56125	31.3	11	354.940176	113.9402	296.3904802	325.6653281	508.4449935	9:23-9:26
4/21/18	4	9:34:00 AM	F5	488	1	27.75	21.01	1.313125	27.8	10.1	310.307336	104.255264	302.7422016	306.5247688	402.505337	9:16-9:20
4/23/18	5	9:27:00 AM	F5	488	1	25.84	21.43	1.339375	29	10.1	325.4654	104.255264	298.852117	312.1587585	418.0976372	9:07-9:10
2/9/18	14	10:04:00 AM	F5	489	1	25.9	35.81	2.238125	28.2	14.1	315.343256	147.949184	313.2093728	314.2763144	703.3896762	9:52-9:57
2/6/18	1	9:15:00 AM	F5	489	1	24.82	19.56	1.2225	28.4	9.6	317.867504	98.911424	301.1842747	309.5258894	378.3953998	9:06-9:09
1/20/18	3	9:22:00 AM	F5	489	1	24.94	2.36	0.1475	21.2	1.1	229.635536	12.074744	216.731422	223.183479	32.91956315	 9:09-9:12
1/20/18	4	9:25:00 AM	L	490	1	18.32	7.86	0.49125	24.8	4.1	273.072416	41.858384	254.8781499	263.975283	129.6778578	 9:09-9:12
1/4/18	4	9:43:00 AM	L	490	1	23.43	16.04	1.0025	28.2	8.3	315.343256	85.140056	297.4593976	306.4013268	307.1673301	9:23-9:26
4/11/18	21	10:35:00 AM	L	490	1	21.23	6.37	0.398125	25.7	3.6	284.143856	36.828944	268.0938985	276.1188772	109.929828	9:58-10:01
4/23/18	2	9:17:00 AM	F5	491	1	31.17	30.5	1.90625	29.8	13	335.654616	135.7662	313.8202328	324.7374244	619.0307153	9:07-9:10
4/11/18	14	10:10:00 AM	F5	491	1	26.75	8.56	0.535	19.9	3.1	214.283784	31.825704	180.543947	197.4138655	105.616418	9:58-10:01
4/21/18	6	9:40:00 AM	F5	491	1	29.13	17.47	1.091875	27.2	8.8	302.784896	90.415776	297.4352975	300.1100967	327.6827118	9:16-9:20
11/12/17	26	11:54:00 AM	C	492	1	31.53	51.85	3.240625	29.2	17.1	328.006416	181.820024	322.0861949	325.0463054	1053.353183	11:27-11:31
1/4/18	15	10:29:00 AM	C	492	1	32.64	73.49	4.593125	36.5	22.5	423.6224	245.1644	378.605358	401.113879	1842.366185	10:13-10:16
3/20/18	29	11:06:00 AM	C	492	1	29.74	63.25	3.953125	32.2	19.9	366.624696	214.283784	349.7992205	358.2119583	1416.056648	10:47-10:51
3/17/18	27	10:51:00 AM	F5	493	1	27.59	26.01	1.625625	31.6	12.3	358.825584	128.079416	325.0489139	341.9372489	555.8617402	10:37-10:40
4/11/18	25	10:55:00 AM	F5	493	1	30.22	33.19	2.074375	30.4	14	343.340544	146.8364	323.8010279	333.5707859	691.950899	10:44-10:47
4/5/18	41	11:45:00 AM	F5	493	1	29.15	38.87	2.429375	30.9	15.2	349.774304	160.258976	325.1768829	337.4755934	819.8547697	11:25-11:28
3/17/18	39	11:44:00 AM	F5	494	1	30.39	41.09	2.568125	26.8	13.2	297.790896	137.971856	272.2837139	285.0373049	732.0114286	11:28-11:30
11/2/17	10	10:28:00 AM	F5	494	1	33.54	34.95	2.184375	30.6	15.1	345.910904	159.134664	341.2630348	343.5869694	750.5227863	9:42-9:46
3/31/18	2	9:22:00 AM	F5	494	1	32.08	21.66	1.35375	27.6	10.1	307.795664	104.255264	296.7857608	302.2907124	409.2260519	9:11-9:14
11/10/17	1	9:38:00 AM	F5	495	1	29.73	18.34	1.14625	29.8	10.9	335.654616	112.859904	359.0101854	347.3324007	398.1297643	9:27-9:32
11/27/17	11	10:30:00 AM	F5	495	2	26.23	12.91	0.806875	29.8	7.8	335.654616	79.890536	327.421244	331.53793	267.5096673	9:33-9:37
11/21/17	5	10:08:00 AM	F5	495	1	26.85	24.48	1.53	31.3	8	354.940176	81.9872	215.9532131	285.4466945	436.7334426	9:42-9:46
12/2/17	8	9:56:00 AM	F5	497	1	27.68	30.15	1.884375	30.8	13.6	348.485456	142.395744	331.312154	339.898805	640.4968107	9:19-9:24
12/8/17	4	9:41:00 AM	F5	497	1	22.73	27.53	1.720625	27	10.7	300.2858	110.702456	271.5487415	285.9172708	491.9564041	9:21-9:24
11/21/17	11	10:33:00 AM	F5	497	1	26.25	23.03	1.439375	27.4	10.3	305.288184	106.400136	291.2028038	298.2454939	429.2871078	9:42-9:46
4/5/18	43	11:51:00 AM	F5	499	1	22.3	22.25	1.390625	23.4	8	256.018904	81.9872	229.3799191	242.6994116	337.5038693	11:25-11:28
4/11/18	30	11:10:00 AM	F5	499	1	24.31	27.88	1.7425	28	12.2	312.8232	126.985496	309.174156	310.998678	541.9151964	10:44-10:47
3/17/18	40	11:48:00 AM	F5	499	1	21.4	32.61	2.038125	26.8	12	297.790896	124.8008	277.883658	287.837277	586.6483502	11:28-11:30
4/17/18	14	10:01:00 AM	F5	504	1	27.14	22.18	1.38625	33.2	12.1	379.707056	125.892624	352.9307196	366.3188878	507.8095582	9:49-9:53
4/23/18	9	9:39:00 AM	F5	504	1	27.63	23.46	1.46625	32.8	11.7	374.461536	121.531616	328.7466475	351.6040918	515.5394996	9:07-9:10
4/11/18	24	10:51:00 AM	F5	504	1	25.11	23.29	1.455625	28.8	12.2	322.928576	126.985496	345.0799503	334.0042631	486.1849555	10:44-10:47
2/6/18	7	9:36:00 AM	F5	509	1	23.84	15.64	0.9775	26.6	7.9	295.300184	80.938344	287.9417813	291.6209827	285.0595106	9:06-9:09
5/4/18	3	10:45:00 AM	F5	509	1	24.97	26.15	1.634375	26.2	11.6	290.331336	120.443984	304.6795236	297.5054298	486.2354368	10:29-10:31
5/5/18	3	11:11:00 AM	F5	509	1	26.46	28.08	1.755	24.8	10.9	273.072416	112.859904	273.628998	273.350707	479.7304908	10:58-11:00
12/2/17	3	9:38:00 AM	F5	516	3	25.17	7.37	0.460625	28.8	4.5	322.928576	45.9008	295.0231881	308.975882	142.3220156	9:19-9:24
12/10/17	6	9:53:00 AM	F5	516	1	25.18	16.49	1.030625	28.7	8.2	321.661736	84.088056	288.061509	304.8616225	314.1980097	9:24-9:27
11/27/17	8	10:16:00 AM	F5	516	1	22.04	11.92	0.745	25.3	6.1	279.212736	62.238144	271.0909762	275.1518561	204.9881328	9:33-9:37
4/21/18	3	9:31:00 AM	C	517	1	32.19	41.34	2.58375	34.2	17.6	392.894216	187.556864	369.034236	380.964226	984.3163189	9:16-9:20
4/26/18	21	10:43:00 AM	C	517	1	32.89	41.82	2.61375	33.5	17.8	383.6522	189.858936	371.4552402	377.5537201	986.8310359	10:05-10:09
4/30/18	9	10:22:00 AM	C	517	1	28.8	40.29	2.518125	32.9	17	375.771344	180.6758	360.0511289	367.9112364	926.4464822	9:47-9:51
11/6/17	5	10:01:00 AM	F5	518	1	26.14	15.88	0.9925	24.9	7.3	274.298384	74.667216	262.7458457	268.5221149	266.508199	9:37-9:39
12/14/17	6	10:10:00 AM	F5	518	1	24.09	27.13	1.695625	30.1	12.1	339.492864	125.892624	311.5065186	325.4996913	551.9254141	9:42-9:45
11/8/17	17	11:04:00 AM	F5	518	1	22.86	10.51	0.656875	22.1	4.3	240.367424	43.877496	210.8708205	225.6191222	148.2035609	10:32-10:36
11/6/17	7	10:10:00 AM	F5	520	1	24.5	12.82	0.80125	25.1	6.6	276.753464	67.398584	277.6905778	277.2220209	222.1241442	9:37-9:39
12/10/17	9	10:05:00 AM	F5	520	1	23.92	28.11	1.756875	30	12.2	338.2124	126.985496	307.6834626	322.9479313	567.3791468	9:24-9:27
12/2/17	21	10:51:00 AM	F5	520	1	26.45	29.82	1.86375	29.8	12.2	335.654616	126.985496	297.3215067	316.4880614	589.8546244	10:11-10:15
12/10/17	11	10:11:00 AM	F5	521	1	24.72	14.99	0.936875	29.9	7.9	336.932984	80.938344	296.9179144	316.9254492	296.9195302	9:24-9:27
12/8/17	3	9:38:00 AM	F5	521	1	24.31	15.46	0.96625	28.2	6.9	315.343256	70.507424	252.9328419	284.1380489	274.5483897	9:21-9:24
11/21/17	4	10:03:00 AM	F5	521	1	24.78	22.1	1.38125	28.1	10.5	314.082704	108.5492	305.0183403	309.5505221	427.5666587	9:42-9:46
3/31/18	17	10:16:00 AM	F5	522	1	25.53	23.78	1.48625	32.7	22.6	373.152776	246.366264	660.7754549	516.9641155	768.3379167	9:53-9:56
12/8/17	6	9:50:00 AM	F5	522	1	25.28	5.26	0.32875	28.2	3	315.343256	30.8282	265.263181	290.3032185	95.43718308	9:21-9:24
