 	Label	X	Y	Circ.	AR	Round	Solidity
1	IMG00993.JPG	2.168	1.948	0	0	0	NaN
2	IMG00993.JPG	2.116	1.641	0	0	0	NaN
3	IMG00993.JPG	3.496	1.617	0	0	0	NaN
4	IMG00993.JPG	3.519	1.907	0	0	0	NaN
5	IMG00993.JPG	2.238	1.658	0	0	0	NaN
6	IMG00993.JPG	2.394	0.754	0	0	0	NaN
7	IMG00993.JPG	3.107	0.69	0	0	0	NaN
8	IMG00993.JPG	3.409	1.623	0	0	0	NaN
9	IMG01101.JPG	2.162	1.977	0	0	0	NaN
10	IMG01101.JPG	2.093	1.664	0	0	0	NaN
11	IMG01101.JPG	3.443	1.588	0	0	0	NaN
12	IMG01101.JPG	3.409	1.907	0	0	0	NaN
13	IMG01101.JPG	2.186	1.583	0	0	0	NaN
14	IMG01101.JPG	2.388	0.661	0	0	0	NaN
15	IMG01101.JPG	3.154	0.638	0	0	0	NaN
16	IMG01101.JPG	3.339	1.594	0	0	0	NaN
17	IMG01100.JPG	2.041	2	0	0	0	NaN
18	IMG01100.JPG	1.977	1.67	0	0	0	NaN
19	IMG01100.JPG	3.397	1.606	0	0	0	NaN
20	IMG01100.JPG	3.38	1.977	0	0	0	NaN
21	IMG01100.JPG	2.104	1.635	0	0	0	NaN
22	IMG01100.JPG	2.336	0.667	0	0	0	NaN
23	IMG01100.JPG	3.061	0.609	0	0	0	NaN
24	IMG01100.JPG	3.293	1.571	0	0	0	NaN
25	IMG01099.JPG	2.238	1.89	0	0	0	NaN
26	IMG01099.JPG	2.214	1.554	0	0	0	NaN
27	IMG01099.JPG	3.443	1.536	0	0	0	NaN
28	IMG01099.JPG	3.409	1.878	0	0	0	NaN
29	IMG01099.JPG	2.325	1.536	0	0	0	NaN
30	IMG01099.JPG	2.522	0.725	0	0	0	NaN
31	IMG01099.JPG	3.148	0.661	0	0	0	NaN
32	IMG01099.JPG	3.339	1.536	0	0	0	NaN
33	IMG01098.JPG	2.243	1.983	0	0	0	NaN
34	IMG01098.JPG	2.203	1.594	0	0	0	NaN
35	IMG01098.JPG	3.432	1.519	0	0	0	NaN
36	IMG01098.JPG	3.443	1.93	0	0	0	NaN
37	IMG01098.JPG	2.307	1.6	0	0	0	NaN
38	IMG01098.JPG	2.522	0.725	0	0	0	NaN
39	IMG01098.JPG	3.13	0.713	0	0	0	NaN
40	IMG01098.JPG	3.345	1.554	0	0	0	NaN
41	IMG01097.JPG	2.191	2.029	0	0	0	NaN
42	IMG01097.JPG	2.11	1.687	0	0	0	NaN
43	IMG01097.JPG	3.548	1.641	0	0	0	NaN
44	IMG01097.JPG	3.559	1.983	0	0	0	NaN
45	IMG01097.JPG	2.243	1.681	0	0	0	NaN
46	IMG01097.JPG	2.423	0.678	0	0	0	NaN
47	IMG01097.JPG	3.281	0.655	0	0	0	NaN
48	IMG01097.JPG	3.467	1.635	0	0	0	NaN
49	IMG01096.JPG	2.278	1.896	0	0	0	NaN
50	IMG01096.JPG	2.249	1.548	0	0	0	NaN
51	IMG01096.JPG	3.461	1.513	0	0	0	NaN
52	IMG01096.JPG	3.443	1.884	0	0	0	NaN
53	IMG01096.JPG	2.342	1.548	0	0	0	NaN
54	IMG01096.JPG	2.516	0.678	0	0	0	NaN
55	IMG01096.JPG	3.165	0.643	0	0	0	NaN
56	IMG01096.JPG	3.362	1.554	0	0	0	NaN
57	IMG01095.JPG	2.168	1.988	0	0	0	NaN
58	IMG01095.JPG	2.093	1.664	0	0	0	NaN
59	IMG01095.JPG	3.432	1.588	0	0	0	NaN
60	IMG01095.JPG	3.414	1.919	0	0	0	NaN
61	IMG01095.JPG	2.197	1.6	0	0	0	NaN
62	IMG01095.JPG	2.4	0.603	0	0	0	NaN
63	IMG01095.JPG	3.119	0.557	0	0	0	NaN
64	IMG01095.JPG	3.328	1.588	0	0	0	NaN
65	IMG01094.JPG	2.145	1.971	0	0	0	NaN
66	IMG01094.JPG	2.087	1.675	0	0	0	NaN
67	IMG01094.JPG	3.513	1.571	0	0	0	NaN
68	IMG01094.JPG	3.542	1.977	0	0	0	NaN
69	IMG01094.JPG	2.249	1.658	0	0	0	NaN
70	IMG01094.JPG	2.47	0.719	0	0	0	NaN
71	IMG01094.JPG	3.171	0.73	0	0	0	NaN
72	IMG01094.JPG	3.438	1.571	0	0	0	NaN
73	IMG01093.JPG	2.087	1.948	0	0	0	NaN
74	IMG01093.JPG	2.029	1.623	0	0	0	NaN
75	IMG01093.JPG	3.472	1.606	0	0	0	NaN
76	IMG01093.JPG	3.478	1.954	0	0	0	NaN
77	IMG01093.JPG	2.186	1.583	0	0	0	NaN
78	IMG01093.JPG	2.365	0.661	0	0	0	NaN
79	IMG01093.JPG	3.241	0.643	0	0	0	NaN
80	IMG01093.JPG	3.38	1.623	0	0	0	NaN
81	IMG01092.JPG	2.064	2	0	0	0	NaN
82	IMG01092.JPG	2.006	1.681	0	0	0	NaN
83	IMG01092.JPG	3.432	1.617	0	0	0	NaN
84	IMG01092.JPG	3.472	1.954	0	0	0	NaN
85	IMG01092.JPG	2.151	1.646	0	0	0	NaN
86	IMG01092.JPG	2.348	0.672	0	0	0	NaN
