 	Label	X	Y	Circ.	AR	Round	Solidity
1	IMG01212.JPG	2.151	1.959	0	0	0	NaN
2	IMG01212.JPG	2.099	1.629	0	0	0	NaN
3	IMG01212.JPG	3.362	1.559	0	0	0	NaN
4	IMG01212.JPG	3.293	1.942	0	0	0	NaN
5	IMG01212.JPG	2.209	1.606	0	0	0	NaN
6	IMG01212.JPG	2.365	0.736	0	0	0	NaN
7	IMG01212.JPG	3.101	0.701	0	0	0	NaN
8	IMG01212.JPG	3.258	1.6	0	0	0	NaN
9	IMG01322.JPG	2.325	1.925	0	0	0	NaN
10	IMG01322.JPG	2.214	1.6	0	0	0	NaN
11	IMG01322.JPG	3.351	1.554	0	0	0	NaN
12	IMG01322.JPG	3.316	1.901	0	0	0	NaN
13	IMG01322.JPG	2.336	1.6	0	0	0	NaN
14	IMG01322.JPG	2.475	0.812	0	0	0	NaN
15	IMG01322.JPG	3.078	0.783	0	0	0	NaN
16	IMG01322.JPG	3.264	1.565	0	0	0	NaN
17	IMG01321.JPG	2.249	1.983	0	0	0	NaN
18	IMG01321.JPG	2.168	1.745	0	0	0	NaN
19	IMG01321.JPG	3.42	1.652	0	0	0	NaN
20	IMG01321.JPG	3.374	2	0	0	0	NaN
21	IMG01321.JPG	2.255	1.71	0	0	0	NaN
22	IMG01321.JPG	2.481	0.887	0	0	0	NaN
23	IMG01321.JPG	3.078	0.875	0	0	0	NaN
24	IMG01321.JPG	3.316	1.675	0	0	0	NaN
25	IMG01320.JPG	2.319	1.994	0	0	0	NaN
26	IMG01320.JPG	2.272	1.751	0	0	0	NaN
27	IMG01320.JPG	3.513	1.67	0	0	0	NaN
28	IMG01320.JPG	3.449	2.006	0	0	0	NaN
29	IMG01320.JPG	2.348	1.687	0	0	0	NaN
30	IMG01320.JPG	2.545	0.87	0	0	0	NaN
31	IMG01320.JPG	3.171	0.846	0	0	0	NaN
32	IMG01320.JPG	3.438	1.687	0	0	0	NaN
33	IMG01319.JPG	2.186	1.907	0	0	0	NaN
34	IMG01319.JPG	2.133	1.681	0	0	0	NaN
35	IMG01319.JPG	3.386	1.641	0	0	0	NaN
36	IMG01319.JPG	3.362	1.959	0	0	0	NaN
37	IMG01319.JPG	2.249	1.6	0	0	0	NaN
38	IMG01319.JPG	2.481	0.725	0	0	0	NaN
39	IMG01319.JPG	3.136	0.73	0	0	0	NaN
40	IMG01319.JPG	3.304	1.664	0	0	0	NaN
41	IMG01318.JPG	2.319	1.901	0	0	0	NaN
42	IMG01318.JPG	2.209	1.617	0	0	0	NaN
43	IMG01318.JPG	3.357	1.565	0	0	0	NaN
44	IMG01318.JPG	3.316	1.919	0	0	0	NaN
45	IMG01318.JPG	2.33	1.577	0	0	0	NaN
46	IMG01318.JPG	2.499	0.812	0	0	0	NaN
47	IMG01318.JPG	3.096	0.788	0	0	0	NaN
48	IMG01318.JPG	3.252	1.577	0	0	0	NaN
49	IMG01317.JPG	2.18	1.942	0	0	0	NaN
50	IMG01317.JPG	2.145	1.658	0	0	0	NaN
51	IMG01317.JPG	3.374	1.583	0	0	0	NaN
52	IMG01317.JPG	3.374	1.861	0	0	0	NaN
53	IMG01317.JPG	2.249	1.658	0	0	0	NaN
54	IMG01317.JPG	2.383	0.817	0	0	0	NaN
55	IMG01317.JPG	3.038	0.783	0	0	0	NaN
56	IMG01317.JPG	3.281	1.594	0	0	0	NaN
57	IMG01316.JPG	2.261	1.971	0	0	0	NaN
58	IMG01316.JPG	2.226	1.739	0	0	0	NaN
59	IMG01316.JPG	3.42	1.652	0	0	0	NaN
60	IMG01316.JPG	3.409	1.983	0	0	0	NaN
61	IMG01316.JPG	2.33	1.641	0	0	0	NaN
62	IMG01316.JPG	2.51	0.875	0	0	0	NaN
63	IMG01316.JPG	3.165	0.835	0	0	0	NaN
64	IMG01316.JPG	3.362	1.67	0	0	0	NaN
65	IMG01315.JPG	2.296	1.983	0	0	0	NaN
66	IMG01315.JPG	2.232	1.757	0	0	0	NaN
67	IMG01315.JPG	3.432	1.623	0	0	0	NaN
68	IMG01315.JPG	3.461	1.942	0	0	0	NaN
69	IMG01315.JPG	2.359	1.681	0	0	0	NaN
70	IMG01315.JPG	2.475	0.91	0	0	0	NaN
71	IMG01315.JPG	3.13	0.858	0	0	0	NaN
72	IMG01315.JPG	3.339	1.646	0	0	0	NaN
73	IMG01314.JPG	2.394	1.872	0	0	0	NaN
74	IMG01314.JPG	2.319	1.559	0	0	0	NaN
75	IMG01314.JPG	3.409	1.554	0	0	0	NaN
76	IMG01314.JPG	3.351	1.872	0	0	0	NaN
77	IMG01314.JPG	2.417	1.571	0	0	0	NaN
78	IMG01314.JPG	2.545	0.748	0	0	0	NaN
79	IMG01314.JPG	3.154	0.754	0	0	0	NaN
80	IMG01314.JPG	3.293	1.559	0	0	0	NaN
81	IMG01313.JPG	2.29	1.896	0	0	0	NaN
82	IMG01313.JPG	2.22	1.6	0	0	0	NaN
83	IMG01313.JPG	3.397	1.583	0	0	0	NaN
84	IMG01313.JPG	3.374	1.849	0	0	0	NaN
85	IMG01313.JPG	2.325	1.612	0	0	0	NaN
86	IMG01313.JPG	2.539	0.823	0	0	0	NaN
87	IMG01313.JPG	3.142	0.794	0	0	0	NaN
88	IMG01313.JPG	3.316	1.565	0	0	0	NaN
89	IMG01312.JPG	2.255	2	0	0	0	NaN
90	IMG01312.JPG	2.197	1.646	0	0	0	NaN
91	IMG01312.JPG	3.403	1.571	0	0	0	NaN
92	IMG01312.JPG	3.38	1.959	0	0	0	NaN
93	IMG01312.JPG	2.29	1.635	0	0	0	NaN
94	IMG01312.JPG	2.458	0.835	0	0	0	NaN
95	IMG01312.JPG	3.078	0.783	0	0	0	NaN
96	IMG01312.JPG	3.322	1.577	0	0	0	NaN
97	IMG01311.JPG	2.029	2.093	0	0	0	NaN
98	IMG01311.JPG	2.017	1.635	0	0	0	NaN
99	IMG01311.JPG	3.548	1.617	0	0	0	NaN
100	IMG01311.JPG	3.519	2.07	0	0	0	NaN
101	IMG01311.JPG	2.139	1.629	0	0	0	NaN
102	IMG01311.JPG	2.33	0.788	0	0	0	NaN
103	IMG01311.JPG	3.142	0.748	0	0	0	NaN
104	IMG01311.JPG	3.426	1.606	0	0	0	NaN
105	IMG01310.JPG	2.174	1.983	0	0	0	NaN
106	IMG01310.JPG	2.151	1.588	0	0	0	NaN
107	IMG01310.JPG	3.455	1.629	0	0	0	NaN
108	IMG01310.JPG	3.42	2.029	0	0	0	NaN
109	IMG01310.JPG	2.272	1.571	0	0	0	NaN
110	IMG01310.JPG	2.464	0.719	0	0	0	NaN
111	IMG01310.JPG	3.101	0.696	0	0	0	NaN
112	IMG01310.JPG	3.368	1.629	0	0	0	NaN
113	IMG01309.JPG	2.052	2.157	0	0	0	NaN
114	IMG01309.JPG	2.006	1.693	0	0	0	NaN
115	IMG01309.JPG	3.362	1.548	0	0	0	NaN
116	IMG01309.JPG	3.281	2.104	0	0	0	NaN
117	IMG01309.JPG	2.157	1.652	0	0	0	NaN
118	IMG01309.JPG	2.307	0.678	0	0	0	NaN
119	IMG01309.JPG	2.974	0.667	0	0	0	NaN
120	IMG01309.JPG	3.223	1.583	0	0	0	NaN
121	IMG01308.JPG	2.249	2.255	0	0	0	NaN
122	IMG01308.JPG	2.168	1.67	0	0	0	NaN
123	IMG01308.JPG	3.577	1.635	0	0	0	NaN
124	IMG01308.JPG	3.525	2.214	0	0	0	NaN
125	IMG01308.JPG	2.325	1.664	0	0	0	NaN
126	IMG01308.JPG	2.481	0.817	0	0	0	NaN
127	IMG01308.JPG	3.154	0.777	0	0	0	NaN
128	IMG01308.JPG	3.432	1.635	0	0	0	NaN
129	IMG01307.JPG	2.243	2.116	0	0	0	NaN
130	IMG01307.JPG	2.174	1.739	0	0	0	NaN
131	IMG01307.JPG	3.519	1.704	0	0	0	NaN
132	IMG01307.JPG	3.49	2.064	0	0	0	NaN
133	IMG01307.JPG	2.313	1.704	0	0	0	NaN
134	IMG01307.JPG	2.574	0.835	0	0	0	NaN
135	IMG01307.JPG	3.177	0.829	0	0	0	NaN
136	IMG01307.JPG	3.403	1.635	0	0	0	NaN
137	IMG01306.JPG	2.197	1.971	0	0	0	NaN
138	IMG01306.JPG	2.133	1.652	0	0	0	NaN
139	IMG01306.JPG	3.426	1.536	0	0	0	NaN
140	IMG01306.JPG	3.403	1.896	0	0	0	NaN
141	IMG01306.JPG	2.249	1.623	0	0	0	NaN
142	IMG01306.JPG	2.429	0.887	0	0	0	NaN
143	IMG01306.JPG	3.096	0.852	0	0	0	NaN
144	IMG01306.JPG	3.322	1.519	0	0	0	NaN
145	IMG01305.JPG	2.232	2.006	0	0	0	NaN
146	IMG01305.JPG	2.18	1.664	0	0	0	NaN
147	IMG01305.JPG	3.49	1.606	0	0	0	NaN
148	IMG01305.JPG	3.42	2.087	0	0	0	NaN
149	IMG01305.JPG	2.307	1.629	0	0	0	NaN
150	IMG01305.JPG	2.493	0.748	0	0	0	NaN
151	IMG01305.JPG	3.159	0.707	0	0	0	NaN
152	IMG01305.JPG	3.374	1.571	0	0	0	NaN
153	IMG01304.JPG	2.139	2.07	0	0	0	NaN
154	IMG01304.JPG	2.052	1.67	0	0	0	NaN
155	IMG01304.JPG	3.397	1.652	0	0	0	NaN
156	IMG01304.JPG	3.397	2.006	0	0	0	NaN
157	IMG01304.JPG	2.203	1.646	0	0	0	NaN
158	IMG01304.JPG	2.429	0.812	0	0	0	NaN
159	IMG01304.JPG	3.003	0.783	0	0	0	NaN
160	IMG01304.JPG	3.27	1.594	0	0	0	NaN
161	IMG01303.JPG	2.249	2.017	0	0	0	NaN
162	IMG01303.JPG	2.145	1.6	0	0	0	NaN
163	IMG01303.JPG	3.484	1.525	0	0	0	NaN
164	IMG01303.JPG	3.467	1.977	0	0	0	NaN
165	IMG01303.JPG	2.232	1.583	0	0	0	NaN
166	IMG01303.JPG	2.423	0.742	0	0	0	NaN
167	IMG01303.JPG	3.177	0.719	0	0	0	NaN
168	IMG01303.JPG	3.386	1.525	0	0	0	NaN
169	IMG01302.JPG	2.133	2.064	0	0	0	NaN
170	IMG01302.JPG	2.139	1.646	0	0	0	NaN
171	IMG01302.JPG	3.391	1.583	0	0	0	NaN
172	IMG01302.JPG	3.455	1.954	0	0	0	NaN
173	IMG01302.JPG	2.238	1.617	0	0	0	NaN
174	IMG01302.JPG	2.522	0.881	0	0	0	NaN
175	IMG01302.JPG	3.154	0.87	0	0	0	NaN
176	IMG01302.JPG	3.293	1.577	0	0	0	NaN
177	IMG01301.JPG	2.174	2.023	0	0	0	NaN
178	IMG01301.JPG	2.087	1.681	0	0	0	NaN
179	IMG01301.JPG	3.368	1.629	0	0	0	NaN
180	IMG01301.JPG	3.357	1.988	0	0	0	NaN
181	IMG01301.JPG	2.203	1.635	0	0	0	NaN
182	IMG01301.JPG	2.441	0.806	0	0	0	NaN
183	IMG01301.JPG	3.096	0.777	0	0	0	NaN
184	IMG01301.JPG	3.31	1.6	0	0	0	NaN
