Line,CorollaWidth,CorollaThroat,CorollaLength,OverallCorollaLength,SepalLength,LongestStamenLength,PistilLength,SeedMass,SeedLength,SeedWidth,NectarVolume,SugarConcentration,NectarySize,sqrtNectarVol,lnNectarySize
459,24.895,6.786666667,24.79333333,29.88666667,12.50833334,18.50333334,16.745,0.03,4.815,4.535,0.6634375,297.1897429,0.096875444,0.777111548,-2.347494807
46,22.18333333,7.368333333,22.21,25.74833334,10.54666667,15.55333334,14.435,0.033,4.685,4.415,0.840104167,320.3727696,0.114961568,0.844566616,-2.198225351
460s,21.84166667,6.575,23.065,26.775,11.94666667,16.69333333,13.33833334,0.025,4.17,3.575,1.975208334,352.316149,0.127943982,1.394424705,-2.096749448
461b,26.28166667,6.791666667,24.15,29.775,11.40333334,18.14666667,13.67333334,0.031,4.44,3.845,2.1215625,359.0043671,0.111709684,1.423988908,-2.208155811
462,20.665,6.461666667,20.42833333,24.46166667,11.08666667,14.70666667,12.59166667,0.022,4.49,4.03,1.458333334,324.8131819,0.120292086,1.203699847,-2.176282742
464,24.045,6.325,24.47166667,29.97,11.74333333,15.64,14.905,0.021,4.3,3.66,1.229479167,279.5792404,0.102300022,1.106026242,-2.311370068
465s,18.76833333,7.361666667,21.75166667,24.90166667,9.641666667,15.19,13.43333333,0.029,4.53,3.975,1.213645833,316.3188944,0.076501291,1.045415153,-2.620710788
469,23.075,6.546666667,22.07833334,26.355,10.975,16.11,14.49166667,0.026,4.73,4.08,2.090520834,349.147959,0.14691747,1.438848211,-1.945273751
472,18.13166667,6.206666667,20.545,23.38333334,10.04333333,14.55166667,13.79833333,0.026,4.49,4.085,1.354583334,303.5641195,0.102833726,1.159569325,-2.317842696
473s,20.02833334,5.88,23.83333334,27.56333333,11.055,15.90833334,12.76833333,0.023,4,4.05,1.227604167,349.38252,0.096766779,1.092219488,-2.429087126
474s,27.16333334,7.803333334,24.05666667,29.5,13.10833334,16.29333334,15.34,0.0275,4.41,4.035,2.205260417,331.7489717,0.131719552,1.461793298,-2.046071116
475,22.14833334,6.256666667,22.88,26.86,10.43333334,16.12166667,14.25166667,0.024,4.045,3.74,1.755,312.9738082,0.100518774,1.303836729,-2.324380326
479s,19.07,5.723333334,20.135,23.865,11.06666667,14.12833334,11.18333333,0.034,4.965,4.42,0.653229167,226.4458829,0.072330488,0.789789209,-2.672310306
48,24.87333334,7.041666667,24.295,29.145,10.53,17.63333334,13.56666667,0.03,4.26,4.34,1.081458334,301.623398,0.103805166,1.005584598,-2.291196613
480s,25.52,7.163333333,22.56,28.71666667,12.06,17.92,16.11333333,0.018,3.75,3.64,2.291666667,387.0624693,0.110631611,1.508320651,-2.210289999
482,23.66166667,6.916666667,21.435,26.18166667,10.77833333,14.55,12.16666667,0.03,4.43,4.05,0.875104167,201.8042206,0.111748821,0.888155751,-2.252600102
483,21.39666667,6.473333334,21.73166667,25.18,11.08333334,15.115,14.18833334,0.0225,4.07,4.055,0.927083334,295.0200168,0.090716212,0.953431142,-2.410930162
49,27.04666667,7.713333333,27.38333333,31.78666667,11.52666667,18.74,15.05666667,0.04,5.1,4.33,2.040416667,375.9955991,0.12140664,1.404860265,-2.167128941
490b,25.175,6.915,23.335,28.87833334,11.70333334,17.24166667,13.69333334,0.0225,4.07,3.915,1.981770834,345.3530752,0.1368218,1.367402351,-2.109884772
491b,22.73666667,6.393333333,21.13166667,25.72166667,10.99,15.97166667,14,0.0265,4.34,4.035,1.196458334,316.670866,0.072276791,1.081530838,-2.645438433
492b,19.95333334,5.96,21.565,25.285,10.94333333,14.83333334,13.11166667,0.0255,4.39,4.1,1.128333334,292.9374347,0.09699322,1.034487574,-2.374847553
493s,21.10333334,6.083333333,22.175,26.39,10.63666667,15.74,15.10166667,0.0285,4.08,4.215,0.971145834,329.6464041,0.077636945,0.972758517,-2.590938865
495s,20.11666667,6.716666667,23.09666667,26.41166667,10.73166667,16.095,13.56333334,0.029,4.55,4.305,1.920625,307.8344039,0.114793464,1.360616494,-2.170143906
496s,19.73833334,5.748333333,20.92666667,23.665,10.47666667,14.73666667,13.75,0.02,3.855,3.785,0.823854167,261.1654885,0.044765208,0.852299972,-3.147498228
50,25.59,6.823333334,24.50666667,29.655,11.80166667,18.16166667,16.14666667,0.0365,5.54,4.535,1.512395834,323.9655242,0.107691163,1.214164801,-2.25238247
500,20.69833334,6.255,22.74833334,26.04333333,10.20666667,15.85666667,14.34333334,0.029,4.425,4.3,2.2759375,331.8536579,0.10495838,1.493209268,-2.284863272
501,23.58833334,6.976666667,24.51,29.36166667,10.76833333,16.285,13.95166667,0.024,4.11,3.975,2.796770833,371.2407187,0.17308531,1.660368867,-1.757905471
502,20.16833334,6.068333334,21.16,24.91166667,10.875,14.16833334,12.71666667,0.023,4.245,3.8,1.485208334,318.3139733,0.09174838,1.149828884,-2.398694827
503,23.27333333,6.88,23.12333334,27.18833334,12.34333333,15.76333333,15.41,0.0265,4.91,4.135,1.419270833,336.4964641,0.140356507,1.157935435,-1.981091416
505s,21.42833334,6.41,22.79166667,26.74833334,10.685,15.19666667,14.93,0.022,3.955,3.72,0.9034375,292.8583086,0.079412032,0.933993491,-2.565439057
506,24.655,6.611666667,23.38666667,28.06,11.89166667,18.29166667,18.12666667,0.0325,5.065,4.295,1.131041667,273.6356602,0.089433555,0.969006513,-2.458747479
507,24.62666667,7.376666667,24.475,29.51166667,10.87166667,17.56166667,14.37666667,0.0265,4.22,3.84,1.549791667,262.3585907,0.128162151,1.180515416,-2.093082318
508,24.08666667,6.933333333,22.605,27.13,11.69166667,17.84833334,17.04333333,0.0315,4.755,4.335,3.243958334,315.5934694,0.181525472,1.776780661,-1.728551318
52,24.15166667,6.633333334,23.98666667,27.01833334,11.195,15.88166667,13.14666667,0.0215,3.915,3.605,1.121770833,355.8616288,0.091317775,1.027979976,-2.452076099
53,22.41666667,6.665,22.87333334,26.465,10.55833334,16.48333333,13.395,0.025,4.185,4.055,2.0803125,346.9035256,0.131949858,1.409017755,-2.055608003
55,23.87166667,6.576666667,25.26,29.64333334,12.28166667,16.955,15.63166667,0.0275,4.42,4.03,1.8640625,335.7770604,0.105713446,1.350090462,-2.276407043
56,21.51333334,6.525,21.225,25.63666667,11.86166667,15.74166667,12.94333333,0.0275,4.41,3.98,1.1515625,314.734605,0.098293967,1.035563335,-2.35292595
58,24.57,7.161666667,22.25,27.25166667,12.96166667,15.44666667,14.39833334,0.0305,4.47,4.025,1.16875,319.3948649,0.128743557,1.078916198,-2.08216487
59,22.575,6.391666667,22.505,26.43,12.12333334,15.18833334,13.555,0.0245,4.685,3.895,1.882604167,333.202719,0.08319926,1.361283972,-2.531193908
62,20.90666667,6.411666667,21.17833333,24.84333333,11.45833334,15.63,14.19,0.0295,4.805,4.15,2.287604167,326.7915387,0.114307113,1.484011602,-2.191764858
63,20.34833334,6.021666667,20.95333333,24.62833334,11.06166667,14.65,13.00166667,0.0285,4.46,3.88,1.210833333,297.7259246,0.069850479,1.060220104,-2.683055365
64,23.18333333,6.36,21.38166667,25.59333334,11.45666667,15.55666667,15.90666667,0.03,4.555,4.16,1.57875,341.8877635,0.16025435,1.245222443,-1.892903567
69,21.88333333,6.83,22.61833334,26.20166667,11.74166667,16.64833333,14.52166667,0.035,4.995,4.145,1.973645833,315.7427192,0.10280655,1.38294411,-2.294141932
7,20.74333334,5.745,21.76166667,25.29,10.83666667,15.49666667,14.25666667,0.0285,4.425,3.935,1.028020834,296.9313107,0.050119268,1.008388776,-3.030811976
70,22.84,6.493333334,22.8,26.955,10.67833333,15.92833334,14.79333334,0.024,4.09,3.635,1.740104167,386.4803128,0.12118032,1.307129537,-2.115493313
71,23.85666667,6.548333334,22.68666667,27.72666667,11.71166667,16.52166667,14.67,0.0285,4.535,4.03,1.238125,295.7684492,0.125083182,1.055300164,-2.117493774
72,19.28166667,5.645,20.45333333,23.94333333,10.51833333,15.44166667,12.77,0.0305,4.585,4.045,1.364479167,318.0200985,0.078788742,1.151574611,-2.65093449
74,23.13,6.89,22.98833334,27.01666667,11.03333333,16.74,14.15833334,0.037,5.025,4.36,2.209895834,366.2465516,0.182878866,1.480185045,-1.720445159
76,23.905,6.381666667,23.175,27.95166667,11.17,16.825,13.605,0.0325,4.925,4.11,1.495520834,330.8272232,0.121847381,1.218621342,-2.123726661
8,20.61166667,6.666666667,24.07166667,27.51833334,10.375,15.92166667,13.19,0.0345,4.835,4.11,1.437604167,306.2838944,0.070810068,1.194175628,-2.65948255
80,22.19,6.751666667,21.09666667,25.175,10.89166667,15.55166667,12.77,0.028,4.2,4.355,0.363958334,261.9413603,0.063196575,0.547388969,-2.765364136
83,20.29,6.185,23.745,26.91666667,11.18333334,16.09,13.33166667,0.029,4.485,3.97,1.033958334,303.3153572,0.065241305,0.974609587,-2.738361857
84,23.1,6.783333334,24.81166667,28.705,12.34333333,16.73666667,15.23833334,0.0285,4.17,3.84,1.899895833,338.3952217,0.116035939,1.314063516,-2.167896654
86,24.685,6.891666667,23.1,27.95666667,10.58166667,17.08333334,15.85,0.0315,4.535,3.92,2.533958334,303.6385727,0.104452412,1.587820649,-2.305050678
88,18.72,5.551666667,21.67166667,24.625,10.57833334,15.53,12.745,0.032,4.565,3.82,1.283229167,308.3124531,0.090587224,1.126452615,-2.417752829
9,19.76,6.048333333,22.00166667,25.06666667,10.94166667,14.52,13.385,0.019,3.41,3.415,1.298541667,342.4308237,0.079416811,1.123722849,-2.63481378
91,24.75333334,7.118333333,24.215,29.225,11.98166667,17.71166667,16.975,0.0285,4.635,4.125,1.539479167,296.1053328,0.080227303,1.18534931,-2.537562048
92,21.82166667,7.083333334,22.82666667,26.09666667,12.455,16.275,14.375,0.036,4.69,4.01,1.976875,349.4350682,0.111264942,1.385263207,-2.213379999
94,21.56833333,6.293333334,22.04833334,26.59333334,12.17166667,14.91166667,12.49166667,0.0345,4.525,4.15,0.929375,289.4167354,0.075386303,0.934697336,-2.644770243
95,23.95916667,6.63,23.87,28.00583334,11.88416667,15.5825,16.58916667,0.0285,4.72,4.275,2.95921875,337.1357017,0.136971959,1.718147867,-1.992218863
99,21.48833334,6.775,23.655,27.14,10.14166667,16.20333334,14.16,0.026,4.12,3.965,1.7665625,341.4031507,0.102621307,1.309142215,-2.358095252
